  Measurement Number     Measurement type
                   3               PQPUND

      Measurement ID                     
       739688.753570                     

          First Bias          Second Bias                Steps           Repetition
                   2                   -2                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
              0.0001               0.0001               0.0001               0.0001

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   7.0509e-07   6.9705e-07
    0.081633   6.9675e-07   6.9537e-07
     0.16327    7.009e-07   7.0447e-07
      0.2449   7.0156e-07   7.0132e-07
     0.32653   7.1008e-07   7.0142e-07
     0.40816   7.0563e-07   7.0587e-07
      0.4898   7.0711e-07   7.0648e-07
     0.57143   7.1821e-07   7.1439e-07
     0.65306   7.1916e-07   7.0251e-07
     0.73469   7.2361e-07   7.1271e-07
     0.81633   7.2307e-07   7.1502e-07
     0.89796     7.32e-07    7.118e-07
     0.97959   7.4202e-07   7.1862e-07
      1.0612   7.4321e-07   7.1736e-07
      1.1429   7.5439e-07    7.293e-07
      1.2245   7.6144e-07   7.2463e-07
      1.3061   7.6648e-07    7.299e-07
      1.3878   7.7835e-07   7.4199e-07
      1.4694   7.7788e-07   7.4145e-07
       1.551   7.8651e-07   7.4796e-07
      1.6327    7.896e-07   7.5404e-07
      1.7143   8.0241e-07   7.6027e-07
      1.7959   8.1061e-07   7.6948e-07
      1.8776   8.1379e-07   7.9642e-07
      1.9592   8.2326e-07    8.202e-07
      1.9592  -6.5715e-07  -6.1359e-07
      1.8776  -6.7831e-07  -6.3692e-07
      1.7959  -6.9241e-07  -6.7276e-07
      1.7143  -7.0568e-07  -6.6913e-07
      1.6327  -7.0813e-07  -7.0655e-07
       1.551  -7.1579e-07  -7.1549e-07
      1.4694  -7.2091e-07  -7.1741e-07
      1.3878  -7.3405e-07  -7.2529e-07
      1.3061  -7.2783e-07  -7.2837e-07
      1.2245  -7.2837e-07  -7.3077e-07
      1.1429  -7.3587e-07  -7.4098e-07
      1.0612  -7.4125e-07  -7.3384e-07
     0.97959   -7.476e-07  -7.4148e-07
     0.89796  -7.4171e-07  -7.4224e-07
     0.81633  -7.4806e-07  -7.4327e-07
     0.73469  -7.4777e-07  -7.4706e-07
     0.65306  -7.4692e-07  -7.4598e-07
     0.57143  -7.5308e-07  -7.5614e-07
      0.4898  -7.4917e-07  -7.4767e-07
     0.40816  -7.4982e-07  -7.5024e-07
     0.32653  -7.4998e-07  -7.5386e-07
      0.2449  -7.4986e-07   -7.501e-07
     0.16327  -7.5901e-07   -7.522e-07
    0.081633  -7.5084e-07   -7.478e-07
           0  -7.5539e-07  -7.5556e-07
   -0.081633   -7.523e-07  -7.4241e-07
    -0.16327  -7.5259e-07  -7.4252e-07
     -0.2449  -7.5601e-07  -7.4136e-07
    -0.32653  -7.5725e-07  -7.4465e-07
    -0.40816  -7.6847e-07  -7.5146e-07
     -0.4898  -7.6565e-07  -7.4572e-07
    -0.57143  -7.7264e-07  -7.4743e-07
    -0.65306  -7.8062e-07  -7.4775e-07
    -0.73469  -7.7728e-07  -7.5036e-07
    -0.81633  -7.8254e-07  -7.5817e-07
    -0.89796  -7.8446e-07  -7.5613e-07
    -0.97959  -8.0054e-07  -7.7149e-07
     -1.0612  -8.0758e-07  -7.7602e-07
     -1.1429  -8.2281e-07  -7.8392e-07
     -1.2245  -8.4198e-07  -7.8972e-07
     -1.3061  -8.5708e-07  -8.1035e-07
     -1.3878  -8.7237e-07  -8.4253e-07
     -1.4694  -8.5322e-07  -8.3114e-07
      -1.551  -8.6211e-07  -8.4321e-07
     -1.6327  -8.6938e-07  -8.6477e-07
     -1.7143  -8.7276e-07    -8.65e-07
     -1.7959  -8.8577e-07  -8.9002e-07
     -1.8776  -8.8507e-07  -9.7036e-07
     -1.9592  -9.4673e-07  -1.0069e-06
     -1.9592    4.839e-07   4.6207e-07
     -1.8776   4.6609e-07   3.4916e-07
     -1.7959   5.3101e-07   5.4864e-07
     -1.7143   5.8079e-07   5.0385e-07
     -1.6327   5.7613e-07   5.6624e-07
      -1.551   5.9145e-07   5.3774e-07
     -1.4694    6.159e-07   5.6083e-07
     -1.3878   6.2955e-07   5.9817e-07
     -1.3061   6.3385e-07     6.09e-07
     -1.2245   6.4844e-07   6.2997e-07
     -1.1429   6.5581e-07   6.4594e-07
     -1.0612   6.5727e-07   6.5416e-07
    -0.97959   6.6729e-07   6.7075e-07
    -0.89796   6.8502e-07    6.816e-07
    -0.81633     6.84e-07   6.9084e-07
    -0.73469   7.0096e-07   6.9837e-07
    -0.65306   6.9718e-07   6.9892e-07
    -0.57143   7.0016e-07   7.0411e-07
     -0.4898   7.0363e-07   7.0353e-07
    -0.40816   7.1085e-07   7.1216e-07
    -0.32653   7.0365e-07   7.0443e-07
     -0.2449    7.101e-07   7.0675e-07
    -0.16327   7.1032e-07   7.0695e-07
   -0.081633    7.097e-07   7.1155e-07
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
   -0.040816  -4.1622e-07  -9.4088e-08
    0.040816   3.5166e-08    3.937e-08
     0.12245   3.9387e-08   4.1073e-08
     0.20408   4.5653e-08   3.9584e-08
     0.28571   3.4616e-08   4.3859e-08
     0.36735    4.623e-08    4.466e-08
     0.44898   4.6138e-08   4.4975e-08
     0.53061   4.3695e-08   4.2648e-08
     0.61224   5.3188e-08   4.9043e-08
     0.69388   4.9192e-08   5.0295e-08
     0.77551   5.5763e-08   4.7084e-08
     0.85714   5.6168e-08   5.1952e-08
     0.93878   6.3515e-08   5.5673e-08
      1.0204   7.0834e-08   5.2358e-08
       1.102   7.3574e-08   5.6535e-08
      1.1837   8.2133e-08   5.9258e-08
      1.2653   8.5184e-08   6.5197e-08
      1.3469   9.5487e-08   7.2327e-08
      1.4286   9.9345e-08    7.178e-08
      1.5102   1.0121e-07   7.5541e-08
      1.5918   1.0892e-07   8.6135e-08
      1.6735   1.1979e-07   8.9933e-08
      1.7551     1.28e-07   9.0871e-08
      1.8367   1.2996e-07   1.3064e-07
      1.9184   1.5008e-07   1.3157e-07
           2   1.6077e-07   1.7176e-07
      1.9184  -1.6085e-08   3.1216e-08
      1.8367  -2.1539e-08   1.2204e-08
      1.7551   -3.383e-08  -2.0388e-08
      1.6735  -4.4586e-08  -4.4325e-08
      1.5918  -4.8594e-08  -4.7141e-08
      1.5102  -6.4419e-08  -4.9338e-08
      1.4286  -5.9832e-08  -6.0977e-08
      1.3469  -6.7747e-08  -6.6546e-08
      1.2653  -7.5999e-08  -7.6341e-08
      1.1837  -7.1775e-08  -6.9465e-08
       1.102    -7.99e-08  -7.8429e-08
      1.0204  -8.2059e-08  -8.3707e-08
     0.93878  -8.6848e-08  -8.0052e-08
     0.85714  -8.8945e-08  -8.4133e-08
     0.77551   -8.568e-08  -8.4345e-08
     0.69388  -8.8716e-08  -9.0847e-08
     0.61224  -8.7176e-08  -8.9258e-08
     0.53061   -8.834e-08  -8.7622e-08
     0.44898  -9.4983e-08  -9.1935e-08
     0.36735  -9.5027e-08  -9.2422e-08
     0.28571  -9.3516e-08  -8.9345e-08
     0.20408   -9.286e-08  -9.8435e-08
     0.12245  -9.4302e-08  -9.5372e-08
    0.040816  -9.4741e-08  -9.3238e-08
   -0.040816  -9.5503e-08   4.7553e-08
    -0.12245  -9.3093e-08   -8.243e-08
    -0.20408  -9.6636e-08  -8.8329e-08
    -0.28571  -9.6368e-08  -8.7243e-08
    -0.36735  -1.0037e-07  -8.4427e-08
    -0.44898   -1.018e-07  -8.8909e-08
    -0.53061  -1.0593e-07  -8.9231e-08
    -0.61224  -1.0476e-07  -8.8952e-08
    -0.69388  -1.1096e-07  -9.3125e-08
    -0.77551  -1.1822e-07  -9.7358e-08
    -0.85714  -1.1332e-07  -9.6498e-08
    -0.93878  -1.1836e-07  -9.8499e-08
     -1.0204  -1.3175e-07  -1.1968e-07
      -1.102   -1.461e-07  -1.2193e-07
     -1.1837  -1.5652e-07  -1.2528e-07
     -1.2653  -1.6399e-07  -1.3477e-07
     -1.3469  -1.8843e-07  -1.8682e-07
     -1.4286  -1.7601e-07  -1.6573e-07
