  Measurement Number     Measurement type
                   4               PQPUND

      Measurement ID                     
       739688.753686                     

          First Bias          Second Bias                Steps           Repetition
                 2.5                 -2.5                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
              0.0001               0.0001               0.0001               0.0001

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   8.8316e-07     8.88e-07
     0.10204   8.8166e-07   8.8861e-07
     0.20408   8.8774e-07   8.8753e-07
     0.30612     8.91e-07   8.8975e-07
     0.40816   8.9353e-07    8.924e-07
      0.5102   8.9642e-07   8.9334e-07
     0.61224   9.1254e-07   9.0502e-07
     0.71429   9.0608e-07   8.9724e-07
     0.81633   9.1595e-07   9.0124e-07
     0.91837   9.2535e-07   9.1002e-07
      1.0204   9.3955e-07   9.1736e-07
      1.1224   9.5128e-07   9.2482e-07
      1.2245   9.5486e-07   9.2476e-07
      1.3265   9.8878e-07   9.3871e-07
      1.4286    9.948e-07   9.4195e-07
      1.5306   1.0066e-06   9.4497e-07
      1.6327   1.0213e-06   9.5143e-07
      1.7347    1.034e-06   9.6637e-07
      1.8367   1.0424e-06   9.7737e-07
      1.9388   1.0752e-06   9.9647e-07
      2.0408   1.1239e-06   1.0458e-06
      2.1429   1.1864e-06   1.0352e-06
      2.2449   1.2174e-06   1.0844e-06
      2.3469    1.344e-06   1.1241e-06
       2.449   1.3648e-06   1.1466e-06
       2.449  -6.8265e-07  -5.0666e-07
      2.3469  -7.5857e-07   -5.938e-07
      2.2449  -7.8734e-07  -7.0573e-07
      2.1429   -8.088e-07  -7.2976e-07
      2.0408  -8.1531e-07  -7.6437e-07
      1.9388  -8.4133e-07  -7.8885e-07
      1.8367  -8.5379e-07  -8.1063e-07
      1.7347  -8.6822e-07  -8.3047e-07
      1.6327  -8.7423e-07  -8.4586e-07
      1.5306  -8.8952e-07  -8.7041e-07
      1.4286  -8.9761e-07  -8.8298e-07
      1.3265  -9.1442e-07  -8.9726e-07
      1.2245  -9.0996e-07  -9.0395e-07
      1.1224  -9.2227e-07  -9.2081e-07
      1.0204  -9.2144e-07  -9.2142e-07
     0.91837  -9.2502e-07  -9.2492e-07
     0.81633  -9.2841e-07  -9.3072e-07
     0.71429  -9.3072e-07  -9.3646e-07
     0.61224  -9.3812e-07  -9.4679e-07
      0.5102  -9.4601e-07   -9.457e-07
     0.40816  -9.4328e-07  -9.4958e-07
     0.30612   -9.431e-07  -9.5004e-07
     0.20408  -9.5493e-07   -9.531e-07
     0.10204  -9.5588e-07  -9.5592e-07
           0  -9.6484e-07  -9.6779e-07
    -0.10204   -9.626e-07  -9.2856e-07
    -0.20408  -9.7348e-07  -1.0001e-06
    -0.30612  -9.9038e-07  -1.1494e-06
    -0.40816   -1.019e-06  -1.3304e-06
     -0.5102    -1.03e-06  -1.5399e-06
    -0.61224  -1.0506e-06  -1.8743e-06
    -0.71429  -1.0584e-06  -2.2024e-06
    -0.81633  -1.0573e-06  -2.8552e-06
    -0.91837  -1.0445e-06  -3.6176e-06
     -1.0204  -1.0514e-06   -4.825e-06
     -1.1224  -1.0437e-06  -5.9941e-06
     -1.2245  -1.0433e-06  -7.5018e-06
     -1.3265  -1.0593e-06  -8.5016e-06
     -1.4286  -1.0684e-06  -9.6455e-06
     -1.5306  -1.0856e-06  -9.4936e-06
     -1.6327  -1.0856e-06  -1.1857e-05
     -1.7347  -1.0803e-06  -1.3933e-05
     -1.8367  -1.1282e-06  -1.4643e-05
     -1.9388  -1.1744e-06  -1.6122e-05
     -2.0408  -1.2981e-06   -1.933e-05
     -2.1429  -7.0303e-06  -2.4645e-05
     -2.2449  -2.7514e-05  -2.0535e-05
     -2.3469  -3.3156e-05  -2.2322e-05
      -2.449  -3.0534e-05  -2.4227e-05
      -2.449  -2.2199e-05  -2.5089e-05
     -2.3469  -2.0342e-05  -2.0341e-05
     -2.2449  -1.8147e-05  -1.9024e-05
     -2.1429  -1.5958e-05  -1.7306e-05
     -2.0408  -1.4312e-05  -1.6154e-05
     -1.9388  -1.2993e-05  -1.5118e-05
     -1.8367  -1.1885e-05  -1.3637e-05
     -1.7347  -1.0886e-05  -1.2866e-05
     -1.6327  -9.0359e-06  -1.1955e-05
     -1.5306  -7.6852e-06  -1.1416e-05
     -1.4286  -7.0124e-06  -1.0406e-05
     -1.3265  -6.2701e-06  -9.6064e-06
     -1.2245  -5.6559e-06  -8.7395e-06
     -1.1224  -5.2321e-06  -7.7629e-06
     -1.0204  -4.7486e-06  -6.3622e-06
    -0.91837  -4.1729e-06  -5.1245e-06
    -0.81633  -3.6193e-06  -9.6375e-07
    -0.71429  -2.8646e-06  -4.7472e-07
    -0.61224   -1.825e-06   -4.427e-07
     -0.5102  -1.1404e-06   2.4534e-07
    -0.40816  -4.1372e-07   4.1156e-07
    -0.30612   5.3508e-07   5.2467e-07
    -0.20408   7.5902e-07   7.4341e-07
    -0.10204   8.6949e-07   8.6806e-07
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
    -0.05102  -5.0563e-07  -1.2645e-07
     0.05102   5.7693e-08    5.514e-08
     0.15306   5.5597e-08   5.9202e-08
      0.2551   5.6037e-08   5.9876e-08
     0.35714   6.0116e-08   5.6542e-08
     0.45918   6.6382e-08    6.494e-08
     0.56122   6.4179e-08   6.4078e-08
     0.66327   7.0074e-08   6.8715e-08
     0.76531   7.3638e-08    6.846e-08
     0.86735   7.7166e-08   7.2247e-08
     0.96939   8.7818e-08   8.0053e-08
      1.0714   9.0204e-08   8.1205e-08
      1.1735   1.0753e-07   9.1636e-08
      1.2755   1.1546e-07    9.591e-08
      1.3776   1.2493e-07   1.0577e-07
      1.4796   1.4523e-07   1.0618e-07
      1.5816   1.5465e-07   1.1186e-07
      1.6837   1.6872e-07   1.1792e-07
      1.7857   2.0115e-07   1.2846e-07
      1.8878   2.0611e-07   1.4867e-07
      1.9898   2.2187e-07   2.1301e-07
      2.0918   2.5478e-07   1.9164e-07
      2.1939   3.1305e-07   2.1709e-07
      2.2959    3.559e-07   2.6006e-07
       2.398   4.2135e-07   2.8096e-07
         2.5    4.643e-07   3.5584e-07
       2.398   9.7054e-08   2.8589e-07
      2.2959   4.7994e-08   1.7703e-07
      2.1939   3.3729e-08   1.0798e-07
      2.0918   2.0486e-08   7.3647e-08
      1.9898  -3.8728e-09   4.9907e-08
      1.8878  -1.8783e-08   2.8775e-08
      1.7857  -3.1202e-08   1.1769e-08
      1.6837  -4.1316e-08  -1.3646e-08
      1.5816  -5.2933e-08  -2.9128e-08
      1.4796  -6.6588e-08  -4.2817e-08
      1.3776  -7.9051e-08  -6.1339e-08
      1.2755  -8.1604e-08  -7.1527e-08
      1.1735  -8.7058e-08  -8.3033e-08
      1.0714  -9.3288e-08  -9.3665e-08
     0.96939  -9.7643e-08  -9.8697e-08
     0.86735  -9.4481e-08  -1.0258e-07
     0.76531  -1.0189e-07   -1.052e-07
     0.66327   -1.108e-07  -1.0881e-07
     0.56122  -1.1114e-07  -1.1561e-07
     0.45918  -1.0698e-07  -1.1969e-07
     0.35714  -1.2056e-07  -1.1624e-07
      0.2551   -1.178e-07  -1.1887e-07
     0.15306  -1.1606e-07  -1.2513e-07
     0.05102  -1.2398e-07  -1.2479e-07
    -0.05102   -1.276e-07   6.7374e-08
    -0.15306  -1.3371e-07   -1.262e-07
     -0.2551   -1.381e-07  -2.3227e-07
    -0.35714  -1.4968e-07  -4.2053e-07
    -0.45918  -1.6364e-07  -5.8884e-07
    -0.56122  -1.8092e-07  -8.6691e-07
    -0.66327  -1.8806e-07  -1.1979e-06
    -0.76531  -1.8465e-07  -1.5344e-06
    -0.86735  -1.8815e-07  -2.5351e-06
    -0.96939  -1.9261e-07  -3.0798e-06
     -1.0714  -1.8677e-07  -4.7971e-06
     -1.1735  -1.8115e-07  -5.9728e-06
     -1.2755   -1.812e-07  -7.0827e-06
     -1.3776   -1.996e-07  -7.5578e-06
     -1.4796  -2.1375e-07  -7.5885e-06
     -1.5816  -2.1459e-07  -1.0424e-05
     -1.6837  -2.2634e-07  -1.2744e-05
     -1.7857  -2.3198e-07  -1.3361e-05
     -1.8878  -3.0597e-07  -1.3442e-05
     -1.9898  -3.4853e-07   -1.888e-05
     -2.0918  -1.0387e-06  -2.1452e-05
     -2.1939  -2.5135e-05  -2.0394e-05
     -2.2959  -3.0849e-05  -2.0794e-05
      -2.398  -3.1965e-05  -2.2659e-05
        -2.5  -2.7386e-05  -2.5506e-05
      -2.398  -2.3419e-05   -2.354e-05
     -2.2959   -2.044e-05  -1.9958e-05
     -2.1939  -1.8315e-05  -1.8695e-05
     -2.0918  -1.5901e-05  -1.7531e-05
     -1.9898  -1.4457e-05  -1.6558e-05
     -1.8878  -1.3316e-05  -1.5508e-05
     -1.7857  -1.2253e-05  -1.4089e-05
     -1.6837   -1.099e-05  -1.3176e-05
     -1.5816  -8.8173e-06  -1.2556e-05
     -1.4796  -8.3419e-06  -1.1655e-05
     -1.3776  -7.4137e-06  -1.0806e-05
     -1.2755  -6.7678e-06  -1.0051e-05
     -1.1735  -6.3153e-06  -9.0886e-06
     -1.0714  -5.8384e-06  -8.1316e-06
    -0.96939  -5.3033e-06  -6.5457e-06
    -0.86735  -4.7312e-06  -3.1853e-06
    -0.76531  -4.1526e-06  -1.5796e-06
    -0.66327  -3.0967e-06  -1.1834e-06
    -0.56122  -2.3251e-06  -7.6906e-07
    -0.45918  -1.5871e-06  -4.9658e-07
    -0.35714   -6.556e-07  -3.7588e-07
     -0.2551  -1.6066e-07  -1.8942e-07
    -0.15306   6.0698e-09   4.7968e-09

                  QV        Points number                   98
     Voltage       Charge
           0  -4.8457e-13
     0.10204    -1.18e-12
     0.20408  -1.1595e-12
     0.30612  -1.0348e-12
     0.40816  -9.2184e-13
      0.5102   -6.141e-13
     0.61224   1.3711e-13
     0.71429   1.0217e-12
     0.81633   2.4925e-12
     0.91837   4.0259e-12
      1.0204   6.2449e-12
      1.1224   8.8906e-12
      1.2245     1.19e-11
      1.3265   1.6907e-11
      1.4286   2.2192e-11
      1.5306   2.8353e-11
      1.6327    3.534e-11
      1.7347   4.2101e-11
      1.8367   4.8605e-11
      1.9388   5.6483e-11
      2.0408   6.4293e-11
      2.1429   7.9414e-11
      2.2449   9.2708e-11
      2.3469    1.147e-10
       2.449   1.3652e-10
       2.449   1.1892e-10
      2.3469   1.0245e-10
      2.2449   9.4287e-11
      2.1429   8.6383e-11
      2.0408   8.1289e-11
      1.9388   7.6041e-11
      1.8367   7.1725e-11
      1.7347   6.7949e-11
      1.6327   6.5112e-11
      1.5306   6.3201e-11
      1.4286   6.1739e-11
      1.3265   6.0022e-11
      1.2245   5.9422e-11
      1.1224   5.9277e-11
      1.0204   5.9274e-11
     0.91837   5.9264e-11
     0.81633   5.9495e-11
     0.71429   6.0069e-11
     0.61224   6.0937e-11
      0.5102   6.0905e-11
     0.40816   6.1536e-11
     0.30612    6.223e-11
     0.20408   6.2048e-11
     0.10204   6.2051e-11
           0   6.2346e-11
    -0.10204   5.8943e-11
    -0.20408   6.1604e-11
    -0.30612   7.7504e-11
    -0.40816   1.0864e-10
     -0.5102   1.5963e-10
    -0.61224     2.42e-10
    -0.71429    3.564e-10
    -0.81633   5.3619e-10
    -0.91837    7.935e-10
     -1.0204   1.1709e-09
     -1.1224   1.6659e-09
     -1.2245   2.3117e-09
     -1.3265    3.056e-09
     -1.4286   3.9137e-09
     -1.5306   4.7545e-09
     -1.6327   5.8316e-09
     -1.7347   7.1169e-09
     -1.8367   8.4684e-09
     -1.9388   9.9632e-09
     -2.0408   1.1766e-08
     -2.1429   1.3528e-08
     -2.2449    1.283e-08
     -2.3469   1.1747e-08
      -2.449   1.1116e-08
      -2.449   1.1405e-08
     -2.3469   1.1405e-08
     -2.2449   1.1492e-08
     -2.1429   1.1627e-08
     -2.0408   1.1811e-08
     -1.9388   1.2024e-08
     -1.8367   1.2199e-08
     -1.7347   1.2397e-08
     -1.6327   1.2689e-08
     -1.5306   1.3062e-08
     -1.4286   1.3401e-08
     -1.3265   1.3735e-08
     -1.2245   1.4043e-08
     -1.1224   1.4296e-08
     -1.0204   1.4458e-08
    -0.91837   1.4553e-08
    -0.81633   1.4287e-08
    -0.71429   1.4048e-08
    -0.61224    1.391e-08
     -0.5102   1.3772e-08
    -0.40816   1.3689e-08
    -0.30612    1.369e-08
    -0.20408   1.3692e-08
    -0.10204   1.3692e-08




