  Measurement Number     Measurement type
                   8               PQPUND

      Measurement ID                     
       739688.760412                     

          First Bias          Second Bias                Steps           Repetition
                   3                 -2.7                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
    0.033673   4.9004e-06   3.4718e-06
        0.15   6.3458e-06   6.0134e-06
     0.26633   6.6242e-06   6.5489e-06
     0.38265   6.6817e-06   6.6692e-06
     0.49898   6.7017e-06   6.6712e-06
     0.61531    6.729e-06   6.7107e-06
     0.73163    6.725e-06   6.6977e-06
     0.84796   6.7294e-06   6.6886e-06
     0.96429   6.7561e-06   6.7176e-06
      1.0806   6.7734e-06   6.7016e-06
      1.1969    6.798e-06   6.7269e-06
      1.3133   6.8161e-06   6.7125e-06
      1.4296   6.8315e-06   6.7159e-06
      1.5459   6.8652e-06   6.7245e-06
      1.6622   6.8611e-06   6.7112e-06
      1.7786   6.8914e-06   6.7433e-06
      1.8949   6.8947e-06   6.7336e-06
      2.0112   6.9012e-06   6.7292e-06
      2.1276   6.9805e-06   6.7439e-06
      2.2439   6.9964e-06   6.7361e-06
      2.3602   6.9846e-06   6.7501e-06
      2.4765    6.933e-06   6.7427e-06
      2.5929   6.8497e-06   6.7394e-06
      2.7092   6.8601e-06   6.7576e-06
      2.8255   6.9653e-06    6.753e-06
      2.9418   7.0333e-06   6.7966e-06
      2.9418  -3.7878e-06  -3.8254e-06
      2.8255  -5.8343e-06  -5.8404e-06
      2.7092  -6.3842e-06  -6.3949e-06
      2.5929  -6.5327e-06  -6.5288e-06
      2.4765  -6.6088e-06  -6.6103e-06
      2.3602    -6.61e-06  -6.6048e-06
      2.2439   -6.614e-06  -6.6183e-06
      2.1276  -6.6219e-06  -6.6283e-06
      2.0112  -6.6147e-06  -6.6114e-06
      1.8949  -6.6333e-06  -6.6404e-06
      1.7786  -6.6279e-06  -6.6217e-06
      1.6622  -6.6205e-06  -6.6234e-06
      1.5459  -6.6287e-06  -6.6363e-06
      1.4296  -6.6299e-06  -6.6229e-06
      1.3133  -6.6407e-06  -6.6442e-06
      1.1969  -6.6369e-06  -6.6374e-06
      1.0806  -6.6401e-06  -6.6443e-06
     0.96429  -6.6484e-06  -6.6431e-06
     0.84796  -6.6394e-06  -6.6379e-06
     0.73163  -6.6484e-06  -6.6513e-06
     0.61531  -6.6618e-06  -6.6538e-06
     0.49898   -6.653e-06  -6.6603e-06
     0.38265  -6.6695e-06  -6.6567e-06
     0.26633  -6.6605e-06  -6.6602e-06
