  Measurement Number     Measurement type
                   9               PQPUND

      Measurement ID                     
       739688.760501                     

          First Bias          Second Bias                Steps           Repetition
                   3                   -3                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   4.6531e-06   3.6726e-06
     0.12245   6.5881e-06   6.3456e-06
      0.2449   6.9785e-06   6.9336e-06
     0.36735   7.0743e-06   7.0484e-06
      0.4898   7.0652e-06   7.0506e-06
     0.61224   7.1105e-06   7.0805e-06
     0.73469   7.1027e-06   7.0786e-06
     0.85714   7.1086e-06   7.0642e-06
     0.97959   7.1485e-06   7.0987e-06
       1.102   7.1499e-06   7.0818e-06
      1.2245   7.1822e-06   7.0908e-06
      1.3469   7.2132e-06   7.1047e-06
      1.4694   7.2226e-06   7.0771e-06
      1.5918   7.2704e-06   7.1134e-06
      1.7143   7.2765e-06   7.0975e-06
      1.8367   7.2784e-06   7.1035e-06
      1.9592   7.3145e-06   7.1081e-06
      2.0816   7.3751e-06   7.1062e-06
      2.2041   7.4021e-06   7.1074e-06
      2.3265   7.4072e-06   7.1155e-06
       2.449   7.3607e-06   7.1143e-06
      2.5714   7.3551e-06   7.1189e-06
      2.6939    7.344e-06    7.136e-06
      2.8163   7.2659e-06   7.0984e-06
      2.9388   7.2522e-06   7.1474e-06
      2.9388  -4.0398e-06  -4.0529e-06
      2.8163  -6.1491e-06  -6.1499e-06
      2.6939  -6.7287e-06  -6.7394e-06
      2.5714  -6.9061e-06  -6.9098e-06
       2.449  -6.9435e-06  -6.9485e-06
      2.3265  -6.9752e-06  -6.9775e-06
      2.2041  -6.9648e-06  -6.9655e-06
      2.0816  -6.9869e-06   -6.998e-06
      1.9592  -6.9966e-06  -6.9877e-06
      1.8367  -6.9697e-06  -6.9798e-06
      1.7143  -7.0016e-06  -7.0015e-06
      1.5918  -6.9992e-06  -6.9976e-06
      1.4694  -6.9862e-06  -6.9886e-06
      1.3469  -7.0016e-06   -7.007e-06
      1.2245  -6.9878e-06   -6.988e-06
       1.102  -7.0031e-06  -7.0029e-06
     0.97959  -7.0127e-06  -7.0155e-06
     0.85714  -7.0082e-06  -6.9985e-06
     0.73469  -7.0112e-06  -7.0108e-06
     0.61224  -7.0215e-06  -7.0162e-06
      0.4898  -7.0206e-06  -7.0243e-06
     0.36735  -7.0403e-06   -7.035e-06
      0.2449  -7.0432e-06   -7.027e-06
     0.12245  -7.0566e-06  -7.0549e-06
           0  -7.0832e-06  -7.0632e-06
    -0.12245  -7.0712e-06  -4.0629e-06
     -0.2449  -7.0905e-06  -6.1612e-06
    -0.36735  -7.1632e-06  -6.7479e-06
     -0.4898  -7.1977e-06  -6.8908e-06
    -0.61224  -7.2751e-06  -6.9782e-06
    -0.73469  -7.2831e-06  -6.9622e-06
    -0.85714  -7.2664e-06  -6.9834e-06
    -0.97959  -7.2627e-06  -6.9794e-06
      -1.102  -7.1998e-06  -6.9728e-06
     -1.2245  -7.2024e-06  -7.0065e-06
     -1.3469  -7.1859e-06  -7.0013e-06
     -1.4694  -7.1764e-06  -6.9861e-06
     -1.5918  -7.2002e-06  -7.0061e-06
     -1.7143  -7.1573e-06  -7.0082e-06
     -1.8367  -7.1384e-06  -6.9982e-06
     -1.9592  -7.1148e-06  -7.0108e-06
     -2.0816  -7.0943e-06  -7.0058e-06
     -2.2041  -7.0883e-06  -7.0196e-06
     -2.3265  -7.0889e-06  -7.0325e-06
      -2.449  -7.0683e-06  -7.0202e-06
     -2.5714  -7.0784e-06  -7.0443e-06
     -2.6939  -7.0819e-06  -7.0278e-06
     -2.8163  -7.1105e-06  -7.0314e-06
     -2.9388  -7.1879e-06  -7.0661e-06
     -2.9388   3.6323e-06    3.658e-06
     -2.8163   6.3213e-06   6.3297e-06
     -2.6939   6.9212e-06   6.9279e-06
     -2.5714   7.0316e-06   7.0422e-06
      -2.449   7.0302e-06   7.0378e-06
     -2.3265   7.0588e-06   7.0647e-06
     -2.2041   7.0511e-06   7.0554e-06
     -2.0816   7.0503e-06   7.0538e-06
     -1.9592   7.0712e-06   7.0758e-06
     -1.8367   7.0545e-06   7.0556e-06
     -1.7143   7.0711e-06   7.0824e-06
     -1.5918   7.0744e-06   7.0707e-06
     -1.4694   7.0553e-06   7.0608e-06
     -1.3469   7.0865e-06   7.0965e-06
     -1.2245    7.064e-06   7.0603e-06
      -1.102   7.0734e-06   7.0844e-06
    -0.97959   7.0772e-06   7.0698e-06
    -0.85714   7.0817e-06   7.0852e-06
    -0.73469    7.088e-06   7.0865e-06
    -0.61224   7.0931e-06   7.1036e-06
     -0.4898   7.0877e-06   7.0856e-06
    -0.36735   7.1109e-06   7.1072e-06
     -0.2449   7.1032e-06   7.1124e-06
    -0.12245   7.0995e-06   7.0954e-06
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
   -0.061224  -2.1384e-06   -3.385e-06
    0.061224   2.1338e-06    1.636e-06
     0.18367   3.0105e-06   2.8998e-06
     0.30612   3.1613e-06   3.1288e-06
     0.42857   3.2121e-06   3.1952e-06
     0.55102   3.2108e-06   3.1953e-06
     0.67347   3.2289e-06   3.2115e-06
     0.79592   3.2364e-06    3.205e-06
     0.91837   3.2366e-06   3.2079e-06
      1.0408   3.2512e-06   3.2124e-06
      1.1633   3.2647e-06   3.2195e-06
      1.2857   3.2821e-06   3.2213e-06
      1.4082   3.2981e-06   3.2175e-06
      1.5306   3.3323e-06   3.2335e-06
      1.6531   3.3302e-06   3.2275e-06
      1.7755   3.3492e-06   3.2336e-06
       1.898   3.3602e-06   3.2319e-06
      2.0204   3.3854e-06   3.2325e-06
      2.1429   3.4548e-06   3.2581e-06
      2.2653   3.4383e-06   3.2439e-06
      2.3878   3.4312e-06   3.2383e-06
      2.5102   3.3999e-06   3.2357e-06
      2.6327   3.4003e-06   3.2465e-06
      2.7551   3.3878e-06   3.2575e-06
      2.8776   3.3434e-06   3.2445e-06
           3   3.3584e-06   3.2843e-06
      2.8776  -1.7649e-06  -1.7677e-06
      2.7551  -2.8198e-06  -2.8291e-06
      2.6327  -3.1414e-06  -3.1393e-06
      2.5102  -3.2448e-06  -3.2523e-06
      2.3878  -3.2638e-06  -3.2686e-06
      2.2653  -3.2852e-06   -3.287e-06
