  Measurement Number     Measurement type
5.7616e-12 2.6335e-12 -5.9213e-12 -3.6646e-12
5.6938e-12 2.6144e-12 -5.864e-12 -3.5519e-12
5.8168e-12 2.6794e-12 -5.805e-12 -3.6515e-12
5.7844e-12 2.5851e-12 -5.8813e-12 -3.633e-12
5.7017e-12 2.6447e-12 -5.9258e-12 -3.6145e-12
5.7331e-12 2.6749e-12 -5.8046e-12 -3.5359e-12
5.7359e-12   2.63e-12 -5.9389e-12 -3.6797e-12
5.6895e-12 2.7011e-12 -5.8561e-12 -3.5817e-12
5.7487e-12    2.6e-12 -5.8329e-12 -3.6107e-12
5.6564e-12 2.5959e-12 -5.8903e-12 -3.5671e-12
5.7112e-12 2.7026e-12 -5.828e-12 -3.4931e-12
 5.771e-12 2.6084e-12 -5.8977e-12 -3.6359e-12
5.6009e-12 2.6556e-12 -5.8742e-12 -3.6331e-12
5.6928e-12 2.6691e-12 -5.7903e-12 -3.5393e-12
5.7011e-12 2.6308e-12 -5.8704e-12 -3.6532e-12
5.6015e-12 2.6049e-12 -5.8885e-12 -3.538e-12
5.7413e-12 2.6286e-12 -5.8369e-12 -3.6086e-12
5.5913e-12 2.5864e-12 -5.903e-12 -3.6505e-12
5.6292e-12 2.6727e-12 -5.817e-12 -3.5501e-12
5.6708e-12 2.6463e-12 -5.8293e-12 -3.5758e-12
5.5741e-12 2.5814e-12 -5.9076e-12 -3.556e-12
5.6315e-12  2.626e-12 -5.8508e-12 -3.5751e-12
 5.712e-12 2.6446e-12 -5.7922e-12 -3.5806e-12
5.5872e-12 2.6052e-12 -5.8813e-12 -3.4838e-12
5.6771e-12 2.6595e-12 -5.8006e-12 -3.6073e-12
5.6188e-12 2.6075e-12 -5.8882e-12 -3.6401e-12
5.5435e-12 2.6331e-12 -5.8205e-12 -3.5057e-12
5.6729e-12 2.6581e-12 -5.7661e-12 -3.5906e-12
5.6116e-12 2.5304e-12 -5.9089e-12 -3.6265e-12
5.5947e-12 2.6181e-12 -5.8667e-12 -3.5709e-12
5.6345e-12 2.6437e-12 -5.8293e-12 -3.5142e-12
 5.595e-12 2.5573e-12 -5.9383e-12 -3.5754e-12
5.5937e-12 2.6634e-12 -5.8097e-12 -3.547e-12
5.6223e-12 2.6352e-12 -5.8934e-12 -3.5661e-12
5.5431e-12 2.5748e-12 -5.8885e-12 -3.4847e-12
5.6644e-12 2.6675e-12 -5.7784e-12 -3.476e-12
5.6204e-12 2.6028e-12 -5.9028e-12 -3.5996e-12
5.5872e-12 2.6126e-12 -5.9155e-12  -3.54e-12
5.5879e-12 2.6111e-12 -5.7614e-12 -3.4864e-12
5.6071e-12  2.639e-12 -5.9119e-12 -3.6641e-12
5.4944e-12 2.6151e-12 -5.814e-12 -3.4952e-12
5.6403e-12 2.6262e-12 -5.838e-12 -3.5774e-12
5.5299e-12 2.5766e-12 -5.8721e-12 -3.5635e-12
5.5813e-12 2.6815e-12 -5.8069e-12 -3.5242e-12
5.6225e-12 2.6715e-12 -5.861e-12 -3.6054e-12
5.5084e-12  2.577e-12 -5.9206e-12 -3.5575e-12
5.5805e-12 2.6356e-12 -5.8426e-12  -3.54e-12
5.6266e-12 2.6516e-12 -5.8185e-12 -3.5887e-12
5.5185e-12 2.5762e-12 -5.8742e-12 -3.4747e-12
5.6131e-12 2.6752e-12 -5.8482e-12 -3.5246e-12
5.5325e-12 2.5605e-12 -5.9135e-12 -3.6365e-12
5.5147e-12 2.6113e-12 -5.8236e-12 -3.5373e-12
5.5788e-12 2.7246e-12 -5.7998e-12 -3.5638e-12
5.5009e-12 2.5632e-12 -5.9539e-12 -3.6096e-12
5.4895e-12 2.6083e-12 -5.904e-12 -3.5471e-12
5.5565e-12 2.6561e-12 -5.8017e-12 -3.5054e-12
5.4829e-12   2.56e-12 -5.9104e-12 -3.5789e-12
5.4978e-12 2.6678e-12 -5.8101e-12 -3.5413e-12
 5.545e-12 2.6203e-12 -5.818e-12 -3.5913e-12
5.4298e-12  2.563e-12 -5.8497e-12 -3.5506e-12
5.4961e-12 2.6477e-12 -5.7588e-12 -3.4787e-12
 5.507e-12 2.5763e-12 -5.9154e-12 -3.5601e-12
5.4549e-12 2.6003e-12 -5.8674e-12 -3.5344e-12
5.4827e-12 2.6282e-12 -5.8002e-12 -3.4323e-12
5.4675e-12 2.6001e-12 -5.8945e-12  -3.62e-12
   5.4e-12 2.6642e-12 -5.7718e-12 -3.4764e-12
5.4997e-12 2.6236e-12 -5.8324e-12 -3.5397e-12
5.4514e-12 2.5607e-12 -5.8809e-12 -3.5494e-12
5.4597e-12 2.6031e-12 -5.8274e-12 -3.4365e-12
5.5241e-12 2.6331e-12 -5.8622e-12 -3.5894e-12
5.3684e-12 2.5735e-12 -5.8711e-12 -3.5498e-12
 5.453e-12 2.6032e-12 -5.8223e-12 -3.4585e-12
 5.471e-12 2.6651e-12 -5.854e-12 -3.5987e-12
5.3801e-12 2.5555e-12 -5.7815e-12 -3.4451e-12
5.4817e-12 2.6397e-12 -5.8263e-12 -3.5034e-12
5.4006e-12  2.558e-12 -5.8641e-12 -3.5703e-12
5.4122e-12 2.6461e-12 -5.8071e-12 -3.4208e-12
5.5178e-12 2.6628e-12 -5.7774e-12 -3.5006e-12
5.3656e-12 2.5406e-12 -5.8887e-12 -3.5321e-12
5.4526e-12 2.6032e-12 -5.8621e-12 -3.4479e-12
5.4567e-12 2.6337e-12 -5.7788e-12 -3.5292e-12
5.4153e-12 2.5543e-12 -5.8864e-12 -3.4799e-12
5.5098e-12 2.6784e-12 -5.7779e-12 -3.4634e-12
5.4335e-12 2.5829e-12 -5.8849e-12 -3.5199e-12
5.3927e-12  2.562e-12 -5.868e-12 -3.4773e-12
5.4591e-12 2.6721e-12 -5.7635e-12 -3.496e-12
5.4311e-12 2.5406e-12 -5.8849e-12 -3.5401e-12
5.3277e-12 2.5934e-12 -5.8677e-12 -3.5453e-12
5.4544e-12 2.6467e-12 -5.8278e-12 -3.4986e-12
5.4522e-12 2.5553e-12 -5.8881e-12 -3.5939e-12
5.4285e-12 2.6601e-12 -5.818e-12 -3.5465e-12
5.4465e-12 2.5923e-12 -5.8363e-12 -3.6161e-12
5.3301e-12 2.5218e-12 -5.8885e-12 -3.5189e-12
5.4093e-12 2.6538e-12 -5.8487e-12 -3.4563e-12
5.4267e-12  2.645e-12 -5.9428e-12 -3.6501e-12
5.3283e-12 2.6187e-12 -5.9659e-12 -3.5323e-12
5.3893e-12 2.6105e-12 -5.8419e-12 -3.4768e-12
5.4391e-12 2.6413e-12 -5.912e-12 -3.6715e-12
5.3005e-12 2.5493e-12 -5.8541e-12 -3.441e-12
5.4418e-12 2.6305e-12 -5.8686e-12 -3.5499e-12
5.3169e-12   2.58e-12 -5.9299e-12 -3.616e-12
5.3987e-12 2.6451e-12 -5.8379e-12 -3.5107e-12
5.4299e-12 2.6791e-12 -5.8524e-12 -3.6149e-12
5.3793e-12 2.5472e-12 -5.9112e-12 -3.6371e-12
5.3536e-12 2.6046e-12 -5.876e-12 -3.5371e-12
5.4545e-12 2.6283e-12 -5.8176e-12 -3.4968e-12
5.3186e-12 2.5667e-12 -5.9349e-12 -3.4925e-12
5.4057e-12 2.6546e-12 -5.8267e-12 -3.5206e-12
5.3525e-12 2.5737e-12 -5.8989e-12 -3.5468e-12
5.3366e-12 2.5648e-12 -5.8302e-12 -3.4813e-12
5.4432e-12 2.6707e-12 -5.8318e-12 -3.5042e-12
5.3606e-12 2.5712e-12 -5.8929e-12 -3.5524e-12
5.2952e-12 2.5635e-12 -5.8462e-12 -3.4515e-12
5.3867e-12 2.6388e-12 -5.7613e-12 -3.4724e-12
5.3795e-12 2.5392e-12 -5.9201e-12 -3.5881e-12
5.3669e-12 2.6726e-12 -5.7763e-12 -3.4906e-12
5.3739e-12 2.5951e-12 -5.8551e-12 -3.5678e-12
5.2951e-12 2.5758e-12 -5.9184e-12 -3.5375e-12
5.3457e-12 2.6462e-12 -5.761e-12 -3.4849e-12
5.4215e-12 2.5992e-12 -5.8939e-12 -3.5976e-12
5.2874e-12 2.5669e-12 -5.8974e-12  -3.58e-12
5.3862e-12 2.6203e-12 -5.803e-12 -3.4886e-12
5.3987e-12  2.635e-12 -5.913e-12 -3.5778e-12
 5.291e-12 2.5937e-12 -5.8181e-12 -3.4655e-12
 5.383e-12  2.599e-12 -5.8491e-12 -3.587e-12
 5.303e-12 2.5705e-12 -6.0189e-12 -3.555e-12
5.3631e-12 2.6355e-12 -5.8017e-12 -3.4567e-12
5.3719e-12 2.6186e-12 -5.8201e-12 -3.5922e-12
 5.312e-12 2.5827e-12 -5.8918e-12 -3.5894e-12
5.3084e-12 2.5863e-12 -5.9162e-12 -3.5061e-12
5.3827e-12 2.6452e-12 -5.8854e-12 -3.6342e-12
5.3048e-12 2.5246e-12 -5.9797e-12 -3.5139e-12
 5.433e-12 2.6843e-12 -5.8572e-12 -3.5253e-12
5.2811e-12 2.5865e-12 -5.9073e-12 -3.6029e-12
5.2823e-12 2.5793e-12 -5.8262e-12 -3.4932e-12
5.4004e-12 2.6592e-12 -5.8683e-12 -3.5198e-12
5.3068e-12 2.5388e-12 -5.9314e-12 -3.5927e-12
5.3623e-12 2.6212e-12 -5.9416e-12 -3.5631e-12
5.3594e-12 2.6457e-12 -5.8546e-12 -3.5483e-12
5.2875e-12 2.5625e-12 -5.951e-12 -3.5727e-12
 5.331e-12  2.631e-12 -5.8286e-12 -3.5627e-12
5.3382e-12 2.5888e-12 -5.9353e-12 -3.6358e-12
5.2764e-12 2.5524e-12 -5.8957e-12 -3.523e-12
  5.34e-12 2.6452e-12 -5.8011e-12 -3.4732e-12
5.3513e-12 2.5965e-12 -5.9012e-12 -3.6225e-12
5.2925e-12 2.5514e-12 -5.8654e-12 -3.5838e-12
5.3517e-12 2.6311e-12 -5.8625e-12 -3.5043e-12
5.3523e-12 2.6193e-12 -5.8787e-12 -3.6088e-12
5.2399e-12 2.6017e-12 -5.7929e-12 -3.559e-12
5.3632e-12 2.6217e-12 -5.8559e-12 -3.5457e-12
5.2847e-12 2.5484e-12 -5.9283e-12 -3.5005e-12
5.2995e-12 2.6801e-12 -5.8049e-12 -3.4391e-12
5.3498e-12 2.6766e-12  -5.83e-12 -3.5319e-12
5.2642e-12 2.5672e-12 -5.8586e-12 -3.4729e-12
5.2681e-12  2.616e-12 -5.8239e-12 -3.4727e-12
5.3029e-12 2.6864e-12 -5.8046e-12 -3.5571e-12
5.2624e-12 2.5608e-12 -5.8645e-12 -3.4738e-12
 5.354e-12 2.6379e-12 -5.8109e-12 -3.5472e-12
5.2668e-12 2.5898e-12 -5.9394e-12 -3.5969e-12
5.2689e-12 2.6186e-12 -5.8567e-12 -3.4696e-12
5.3717e-12 2.6457e-12 -5.8006e-12 -3.4946e-12
5.2699e-12 2.5874e-12 -5.9127e-12 -3.5563e-12
5.2955e-12 2.6021e-12 -5.8752e-12 -3.5014e-12
5.3626e-12 2.6627e-12 -5.7993e-12 -3.4711e-12
5.2482e-12 2.5841e-12 -5.898e-12 -3.5019e-12
5.2985e-12 2.6644e-12 -5.787e-12 -3.4897e-12
5.2757e-12 2.5573e-12 -5.8505e-12 -3.5863e-12
 5.251e-12 2.5599e-12 -5.8299e-12 -3.5084e-12
5.3293e-12 2.6642e-12 -5.7633e-12 -3.4581e-12
5.2501e-12 2.5518e-12 -5.8957e-12 -3.5354e-12
5.2489e-12 2.5699e-12 -5.9195e-12 -3.4636e-12
5.3472e-12 2.6513e-12 -5.7895e-12 -3.5144e-12
5.2868e-12 2.5689e-12 -5.9279e-12 -3.592e-12
5.2669e-12 2.6495e-12 -5.8129e-12 -3.4962e-12
5.2633e-12 2.5705e-12 -5.9003e-12 -3.5611e-12
 5.185e-12 2.5543e-12 -5.8986e-12 -3.5953e-12
5.3207e-12 2.6814e-12 -5.8262e-12 -3.4545e-12
5.3335e-12 2.6201e-12 -5.8551e-12 -3.533e-12
5.1901e-12 2.6217e-12 -5.9163e-12 -3.5628e-12
5.2913e-12 2.6396e-12 -5.8098e-12 -3.455e-12
5.3032e-12 2.6219e-12 -5.8412e-12 -3.5911e-12
5.2075e-12  2.593e-12 -5.8111e-12 -3.4034e-12
5.3174e-12 2.6365e-12 -5.8497e-12 -3.5229e-12
5.2628e-12 2.5574e-12 -5.8738e-12 -3.6355e-12
5.2608e-12 2.6169e-12 -5.8148e-12 -3.4902e-12
5.3266e-12 2.6376e-12 -5.8647e-12 -3.5458e-12
5.2029e-12 2.5175e-12 -5.9001e-12 -3.5533e-12
5.2228e-12 2.5478e-12 -5.8595e-12 -3.5251e-12
5.2699e-12 2.6599e-12 -5.8461e-12 -3.5871e-12
5.1616e-12 2.5693e-12 -5.9252e-12 -3.4453e-12
5.2752e-12 2.6044e-12 -5.8236e-12 -3.4908e-12
5.2788e-12 2.5861e-12 -5.8929e-12 -3.5792e-12
5.1983e-12 2.5611e-12 -5.8169e-12 -3.506e-12
5.2835e-12  2.645e-12 -5.7716e-12 -3.4584e-12
5.2628e-12 2.5152e-12 -5.8702e-12 -3.521e-12
5.1774e-12 2.5913e-12 -5.8526e-12 -3.5058e-12
5.2629e-12 2.6005e-12 -5.8342e-12 -3.4847e-12
5.2617e-12 2.5262e-12 -5.8684e-12 -3.5535e-12
5.2316e-12 2.6374e-12 -5.7979e-12 -3.4725e-12
5.2819e-12 2.5539e-12 -5.8638e-12 -3.571e-12
5.1885e-12 2.5572e-12 -5.8687e-12 -3.4947e-12
5.2656e-12 2.6537e-12 -5.8153e-12 -3.5343e-12
5.3008e-12 2.6251e-12 -5.8596e-12 -3.6226e-12
5.1539e-12  2.556e-12 -5.9554e-12 -3.5629e-12
5.2228e-12 2.5985e-12 -5.8314e-12 -3.5194e-12
5.2329e-12 2.5987e-12 -5.8951e-12 -3.6667e-12
5.1503e-12 2.5814e-12 -5.8889e-12 -3.4772e-12
5.2383e-12 2.5819e-12 -5.9085e-12 -3.6216e-12
5.1794e-12 2.5188e-12 -5.9024e-12 -3.5462e-12
5.2538e-12 2.6389e-12 -5.7899e-12 -3.4914e-12
5.2767e-12 2.6132e-12 -5.8926e-12 -3.6613e-12
5.1873e-12 2.6116e-12 -5.9566e-12 -3.632e-12
5.2312e-12 2.6489e-12 -5.9296e-12 -3.5192e-12
5.2431e-12 2.6387e-12 -5.8314e-12 -3.5293e-12
5.1896e-12 2.5611e-12 -5.8619e-12 -3.4661e-12
5.3216e-12 2.6719e-12 -5.8614e-12 -3.6129e-12
5.2079e-12 2.6022e-12 -5.9433e-12 -3.5742e-12
5.1919e-12 2.6508e-12 -5.891e-12 -3.492e-12
 5.244e-12  2.643e-12 -5.8582e-12 -3.5958e-12
  5.17e-12 2.5328e-12 -5.9302e-12 -3.5443e-12
5.2059e-12 2.5732e-12 -5.9211e-12 -3.5609e-12
 5.274e-12 2.6469e-12 -5.8039e-12 -3.5179e-12
5.1938e-12    2.5e-12 -5.9815e-12 -3.5408e-12
5.2508e-12 2.6859e-12 -5.8465e-12 -3.4575e-12
5.1907e-12 2.6251e-12 -5.8809e-12 -3.6185e-12
5.2109e-12 2.5944e-12 -5.8749e-12 -3.5598e-12
5.3069e-12 2.6695e-12 -6.0551e-12 -3.7624e-12
5.2199e-12 2.5542e-12 -5.9296e-12 -3.5878e-12
5.3051e-12 2.6752e-12 -5.9859e-12 -3.6106e-12
5.2425e-12  2.685e-12 -5.7842e-12 -3.5637e-12
5.2339e-12 2.5541e-12 -5.9117e-12 -3.621e-12
5.2246e-12 2.6812e-12 -5.7798e-12 -3.4831e-12
 5.235e-12 2.6191e-12 -5.9415e-12 -3.6081e-12
5.1734e-12 2.5413e-12 -5.9092e-12 -3.5686e-12
5.2696e-12 2.6945e-12 -5.8642e-12 -3.4966e-12
5.2244e-12 2.6178e-12 -5.9011e-12 -3.6471e-12
5.1737e-12 2.6214e-12 -5.8888e-12 -3.5314e-12
 5.213e-12 2.6512e-12 -5.8141e-12 -3.467e-12
5.2507e-12 2.6095e-12 -5.9143e-12 -3.6201e-12
5.1417e-12 2.6356e-12 -5.828e-12 -3.4498e-12
5.2574e-12 2.6407e-12 -5.8216e-12 -3.4981e-12
5.1627e-12  2.596e-12 -5.8692e-12 -3.5773e-12
5.2007e-12 2.6051e-12 -5.8296e-12 -3.4545e-12
5.2528e-12 2.6406e-12 -5.8277e-12 -3.5926e-12
5.1605e-12  2.552e-12 -5.909e-12 -3.4982e-12
5.1632e-12 2.5888e-12 -5.8811e-12 -3.472e-12
5.2572e-12 2.6048e-12 -5.8234e-12 -3.5741e-12
5.1304e-12 2.5714e-12 -5.9006e-12 -3.4811e-12
5.2243e-12  2.636e-12 -5.8268e-12 -3.5519e-12
5.1289e-12 2.5263e-12 -5.9802e-12 -3.6907e-12
5.1428e-12 2.6252e-12 -5.8543e-12 -3.5178e-12
5.2784e-12 2.6225e-12 -5.8148e-12 -3.5549e-12
5.1644e-12 2.5262e-12 -5.9365e-12 -3.6237e-12
5.1497e-12 2.5576e-12 -5.9188e-12 -3.5316e-12
5.2122e-12 2.6152e-12 -5.8308e-12 -3.5152e-12
5.1309e-12 2.5976e-12 -5.9843e-12 -3.5464e-12
5.2223e-12 2.6533e-12 -5.7968e-12 -3.4602e-12
5.1743e-12 2.5968e-12 -5.8709e-12 -3.5468e-12
5.0786e-12 2.5172e-12 -5.8949e-12 -3.5035e-12
5.2209e-12 2.6473e-12 -5.8349e-12 -3.5022e-12
5.2255e-12 2.6059e-12 -5.9033e-12 -3.5394e-12
5.1316e-12 2.5738e-12 -5.8992e-12 -3.5416e-12
5.1616e-12 2.6235e-12 -5.8457e-12 -3.4915e-12
5.2227e-12 2.5991e-12 -5.9167e-12 -3.6099e-12
5.1633e-12 2.6879e-12  -5.83e-12 -3.4941e-12
5.2128e-12  2.591e-12 -5.8802e-12 -3.5753e-12
5.1036e-12 2.5138e-12 -5.9294e-12 -3.6229e-12
5.1514e-12 2.6332e-12 -5.7892e-12  -3.49e-12
5.2172e-12 2.6713e-12 -5.9034e-12 -3.5876e-12
5.1103e-12 2.5684e-12 -5.8701e-12 -3.6213e-12
5.1441e-12 2.5878e-12 -5.8402e-12 -3.5085e-12
5.1979e-12 2.6003e-12 -5.8707e-12 -3.6437e-12
 5.063e-12 2.5716e-12 -5.8402e-12 -3.522e-12
5.2269e-12 2.6092e-12 -5.8237e-12 -3.5525e-12
5.1434e-12 2.5831e-12 -5.8906e-12 -3.5925e-12
5.1432e-12 2.5793e-12 -5.8593e-12 -3.5278e-12
5.2347e-12 2.6486e-12 -5.8346e-12 -3.5301e-12
5.1009e-12 2.5267e-12 -5.9466e-12 -3.587e-12
5.1071e-12 2.5448e-12 -5.8585e-12 -3.5368e-12
 5.198e-12 2.6601e-12 -5.7684e-12 -3.467e-12
5.1251e-12 2.5359e-12 -5.9371e-12 -3.5072e-12
5.1537e-12 2.6547e-12 -5.8126e-12 -3.5362e-12
5.1612e-12 2.5667e-12 -5.9395e-12 -3.5653e-12
5.0888e-12 2.5456e-12 -5.8984e-12 -3.4874e-12
5.1521e-12 2.6118e-12 -5.7964e-12 -3.408e-12
5.1703e-12 2.5879e-12 -5.8816e-12 -3.5807e-12
 5.162e-12 2.5518e-12 -5.8514e-12 -3.5473e-12
5.1782e-12  2.614e-12 -5.8048e-12 -3.4863e-12
5.1803e-12 2.5509e-12 -5.9139e-12 -3.5892e-12
5.1171e-12  2.646e-12 -5.8089e-12 -3.4617e-12
5.1896e-12 2.5636e-12 -5.8757e-12 -3.5642e-12
5.0885e-12 2.5148e-12 -5.8921e-12 -3.492e-12
5.1549e-12  2.631e-12 -5.7969e-12 -3.4634e-12
5.2166e-12 2.6119e-12 -5.8658e-12 -3.5752e-12
5.0828e-12 2.5623e-12 -5.8942e-12 -3.5502e-12
5.1308e-12 2.6036e-12 -5.8314e-12 -3.4468e-12
5.1934e-12 2.6241e-12 -5.8972e-12 -3.5743e-12
5.0509e-12 2.5856e-12 -5.7539e-12 -3.3816e-12
5.1696e-12 2.6094e-12 -5.8731e-12 -3.5243e-12
5.1202e-12 2.5391e-12 -5.9123e-12 -3.5556e-12
5.1203e-12  2.605e-12 -5.7832e-12 -3.4086e-12
5.1888e-12 2.6087e-12 -5.8439e-12 -3.5632e-12
 5.077e-12 2.5478e-12 -5.871e-12 -3.5306e-12
5.0715e-12 2.5866e-12 -5.8544e-12 -3.4944e-12
5.1692e-12 2.6314e-12 -5.8367e-12 -3.5935e-12
5.0825e-12 2.5572e-12 -5.8765e-12 -3.4731e-12
5.2102e-12 2.6248e-12 -5.8207e-12 -3.5224e-12
 5.123e-12 2.5491e-12 -5.8907e-12 -3.5949e-12
 5.082e-12  2.605e-12 -5.8005e-12 -3.4756e-12
5.1895e-12  2.621e-12 -5.7996e-12 -3.4793e-12
5.1131e-12 2.4922e-12 -5.8774e-12 -3.5282e-12
5.1103e-12 2.5706e-12 -5.8473e-12 -3.4655e-12
 5.146e-12  2.596e-12 -5.754e-12 -3.4718e-12
5.1443e-12 2.5762e-12 -5.9024e-12 -3.4894e-12
  5.17e-12 2.6494e-12 -5.753e-12 -3.4838e-12
 5.138e-12  2.588e-12 -5.8854e-12 -3.5542e-12
5.0976e-12 2.5434e-12 -5.8742e-12 -3.4347e-12
5.1934e-12 2.6593e-12 -5.7511e-12   -3.4e-12
5.1593e-12 2.5794e-12 -5.8751e-12 -3.5305e-12
5.1014e-12 2.5785e-12 -5.8493e-12 -3.4846e-12
5.1055e-12 2.6363e-12 -5.7849e-12 -3.4564e-12
 5.106e-12 2.5905e-12 -5.9207e-12 -3.5068e-12
  5.05e-12 2.6185e-12 -5.8122e-12 -3.4397e-12
5.1499e-12 2.6059e-12 -5.8384e-12 -3.5845e-12
5.0986e-12 2.5317e-12 -5.899e-12 -3.4924e-12
5.1355e-12 2.6205e-12 -5.8371e-12 -3.4499e-12
5.1467e-12  2.635e-12 -5.8535e-12 -3.6005e-12
5.0162e-12  2.579e-12 -5.9096e-12 -3.5481e-12
5.1119e-12 2.6262e-12 -5.8651e-12 -3.4997e-12
5.1835e-12 2.6499e-12 -5.8188e-12 -3.6275e-12
5.0598e-12 2.5203e-12 -5.9059e-12 -3.4684e-12
5.1755e-12 2.6298e-12 -5.8283e-12 -3.5221e-12
5.0468e-12 2.4834e-12 -5.9283e-12 -3.5808e-12
  5.08e-12 2.5992e-12 -5.8182e-12 -3.4409e-12
 5.133e-12 2.6387e-12 -5.8275e-12 -3.5267e-12
5.0311e-12 2.5176e-12 -5.9208e-12 -3.545e-12
5.0472e-12 2.5467e-12 -5.8756e-12 -3.4956e-12
5.1483e-12 2.5958e-12 -5.7783e-12 -3.4928e-12
5.0436e-12 2.5425e-12 -5.9005e-12 -3.4723e-12
5.1507e-12 2.6491e-12 -5.7726e-12 -3.4797e-12
5.0476e-12  2.553e-12 -5.8764e-12 -3.5726e-12
5.0438e-12 2.5723e-12 -5.8498e-12 -3.4733e-12
 5.151e-12 2.6512e-12 -5.7674e-12 -3.4138e-12
 5.111e-12 2.5253e-12 -5.9393e-12 -3.5778e-12
5.0836e-12 2.5697e-12 -5.889e-12 -3.4446e-12
5.1137e-12 2.6258e-12 -5.7409e-12 -3.4848e-12
5.0746e-12 2.5113e-12 -5.9042e-12 -3.5671e-12
5.0783e-12 2.6374e-12 -5.7871e-12 -3.4216e-12
5.1462e-12 2.5578e-12 -5.835e-12 -3.4956e-12
 5.087e-12  2.568e-12 -5.8876e-12 -3.4961e-12
5.1436e-12   2.63e-12 -5.796e-12 -3.4369e-12
5.1595e-12 2.5721e-12 -5.9021e-12 -3.5654e-12
5.1023e-12 2.5096e-12 -5.9152e-12 -3.4864e-12
 5.049e-12 2.5854e-12 -5.8093e-12 -3.434e-12
5.1594e-12 2.6302e-12 -5.914e-12 -3.6085e-12
5.0751e-12 2.5251e-12 -5.8638e-12 -3.4356e-12
5.1769e-12 2.5799e-12 -5.8284e-12 -3.6015e-12
5.0903e-12 2.5369e-12 -5.906e-12 -3.5911e-12
5.1126e-12 2.6269e-12 -5.8115e-12 -3.4666e-12
5.1498e-12 2.6389e-12 -5.817e-12 -3.5096e-12
5.0496e-12 2.5711e-12 -5.8854e-12 -3.5751e-12
 5.072e-12 2.5896e-12 -5.8049e-12 -3.4518e-12
5.1312e-12 2.6044e-12 -5.7874e-12 -3.5663e-12
5.0878e-12 2.5016e-12 -5.9249e-12 -3.5103e-12
5.1542e-12 2.6553e-12 -5.8505e-12 -3.5933e-12
5.0134e-12 2.5809e-12 -5.8683e-12 -3.5857e-12
