  Measurement Number     Measurement type
                  11               PQPUND

      Measurement ID                     
       739688.760750                     

          First Bias          Second Bias                Steps           Repetition
                 3.2                 -3.2                   50                   10

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                  980
    Voltages     CurrentP     CurrentC
           0   4.9786e-06   3.9102e-06
     0.13061   7.0152e-06    6.746e-06
     0.26122    7.471e-06   7.3997e-06
     0.39184   7.5388e-06   7.5083e-06
     0.52245   7.5704e-06   7.5149e-06
     0.65306   7.6301e-06   7.5633e-06
     0.78367   7.6145e-06   7.5318e-06
     0.91429   7.6846e-06   7.5742e-06
      1.0449   7.6694e-06   7.5468e-06
      1.1755   7.6852e-06   7.5456e-06
      1.3061   7.7313e-06   7.5664e-06
      1.4367   7.7429e-06   7.5514e-06
      1.5673   7.8519e-06    7.604e-06
       1.698   7.8348e-06   7.5731e-06
      1.8286    7.888e-06   7.5728e-06
      1.9592   7.9883e-06   7.5988e-06
      2.0898    7.991e-06   7.5681e-06
      2.2204   7.9964e-06   7.6058e-06
       2.351   7.8987e-06   7.5816e-06
      2.4816   7.8266e-06   7.5904e-06
      2.6122   7.7965e-06    7.621e-06
      2.7429   7.7204e-06    7.613e-06
      2.8735   7.7081e-06    7.653e-06
      3.0041   7.6607e-06    7.632e-06
      3.1347   7.7361e-06   7.6297e-06
      3.1347  -4.2659e-06   -4.305e-06
      3.0041  -6.5006e-06  -6.5328e-06
      2.8735  -7.1567e-06  -7.1828e-06
      2.7429   -7.315e-06  -7.3459e-06
      2.6122  -7.3916e-06  -7.4079e-06
      2.4816  -7.4064e-06  -7.4352e-06
       2.351  -7.4051e-06  -7.4153e-06
      2.2204  -7.4498e-06  -7.4592e-06
      2.0898  -7.4224e-06  -7.4351e-06
      1.9592  -7.4561e-06  -7.4616e-06
      1.8286  -7.4521e-06  -7.4636e-06
       1.698  -7.4275e-06  -7.4305e-06
      1.5673  -7.4892e-06  -7.5024e-06
      1.4367  -7.4406e-06  -7.4491e-06
      1.3061  -7.4611e-06   -7.464e-06
      1.1755  -7.4697e-06  -7.4611e-06
      1.0449  -7.4612e-06   -7.454e-06
     0.91429  -7.5132e-06  -7.5108e-06
     0.78367  -7.4532e-06  -7.4611e-06
     0.65306  -7.4975e-06  -7.4978e-06
     0.52245   -7.493e-06  -7.4883e-06
     0.39184  -7.5002e-06  -7.4962e-06
     0.26122  -7.5315e-06  -7.5283e-06
     0.13061  -7.5002e-06  -7.5005e-06
           0  -7.5565e-06  -7.5372e-06
    -0.13061  -7.5247e-06  -4.3273e-06
    -0.26122  -7.5601e-06  -6.5509e-06
    -0.39184  -7.6171e-06  -7.1837e-06
    -0.52245  -7.6665e-06  -7.3575e-06
    -0.65306  -7.7663e-06  -7.4492e-06
    -0.78367  -7.8018e-06  -7.4265e-06
    -0.91429   -7.852e-06  -7.4548e-06
     -1.0449  -7.8554e-06  -7.4618e-06
     -1.1755  -7.7823e-06  -7.4466e-06
     -1.3061  -7.7753e-06  -7.4835e-06
     -1.4367  -7.7262e-06  -7.4481e-06
     -1.5673  -7.7303e-06  -7.4688e-06
      -1.698  -7.7213e-06  -7.4686e-06
     -1.8286  -7.6608e-06  -7.4675e-06
     -1.9592  -7.6893e-06  -7.5072e-06
     -2.0898  -7.6435e-06  -7.4901e-06
     -2.2204  -7.6573e-06    -7.49e-06
      -2.351  -7.6437e-06  -7.4914e-06
     -2.4816  -7.6063e-06  -7.4879e-06
     -2.6122  -7.6047e-06  -7.5045e-06
     -2.7429  -7.5644e-06  -7.5004e-06
     -2.8735  -7.5604e-06  -7.4937e-06
     -3.0041  -7.5492e-06  -7.5059e-06
     -3.1347  -7.6095e-06  -7.5181e-06
     -3.1347   3.8199e-06   3.8513e-06
     -3.0041   6.7271e-06   6.7405e-06
     -2.8735   7.3948e-06   7.4017e-06
     -2.7429   7.4903e-06   7.4862e-06
     -2.6122   7.5377e-06   7.5447e-06
     -2.4816   7.5195e-06    7.519e-06
      -2.351   7.5177e-06    7.527e-06
     -2.2204   7.5571e-06   7.5541e-06
     -2.0898    7.519e-06   7.5334e-06
     -1.9592    7.566e-06   7.5766e-06
     -1.8286   7.5261e-06   7.5232e-06
      -1.698   7.5392e-06   7.5454e-06
     -1.5673   7.5595e-06   7.5528e-06
     -1.4367   7.5317e-06   7.5417e-06
     -1.3061   7.5756e-06   7.5729e-06
     -1.1755   7.5264e-06   7.5371e-06
     -1.0449   7.5654e-06    7.561e-06
    -0.91429   7.5741e-06   7.5769e-06
    -0.78367   7.5523e-06   7.5556e-06
    -0.65306   7.6022e-06   7.6023e-06
    -0.52245   7.5655e-06   7.5656e-06
    -0.39184   7.5873e-06     7.59e-06
    -0.26122   7.5921e-06   7.5917e-06
    -0.13061   7.5892e-06   7.5825e-06
           0   6.7796e-06   3.9093e-06
     0.13061   7.4628e-06   6.7511e-06
     0.26122   7.6145e-06   7.4078e-06
     0.39184   7.6423e-06   7.5065e-06
     0.52245   7.6469e-06   7.5249e-06
     0.65306   7.6865e-06   7.5511e-06
     0.78367   7.6771e-06   7.5293e-06
     0.91429   7.7158e-06   7.5712e-06
      1.0449   7.7207e-06   7.5444e-06
      1.1755   7.7274e-06    7.553e-06
      1.3061   7.7813e-06   7.5581e-06
      1.4367   7.8094e-06     7.55e-06
      1.5673   7.8901e-06   7.5979e-06
       1.698   7.9047e-06   7.5638e-06
      1.8286   7.9796e-06   7.5658e-06
      1.9592   8.0234e-06   7.5885e-06
      2.0898   7.9464e-06   7.5674e-06
      2.2204   7.8992e-06   7.5904e-06
       2.351   7.8076e-06     7.57e-06
      2.4816   7.7595e-06   7.5708e-06
      2.6122   7.7451e-06      7.6e-06
      2.7429    7.699e-06   7.5832e-06
      2.8735   7.7004e-06   7.6026e-06
      3.0041   7.6764e-06   7.5898e-06
      3.1347   7.6665e-06   7.5974e-06
