  Measurement Number     Measurement type
                   7               PQPUND

      Measurement ID                     
       739688.754940                     

          First Bias          Second Bias                Steps           Repetition
                 2.7                 -2.5                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
         0.1   6.0593e-06   3.8201e-06
     0.20612    6.565e-06   6.0992e-06
     0.31224   6.6734e-06   6.5672e-06
     0.41837   6.6726e-06   6.6711e-06
     0.52449   6.7101e-06   6.6984e-06
     0.63061   6.7323e-06    6.725e-06
     0.73673   6.7577e-06   6.7126e-06
     0.84286   6.7773e-06   6.7082e-06
     0.94898   6.7917e-06   6.7437e-06
      1.0551    6.846e-06    6.717e-06
      1.1612   6.8729e-06   6.7473e-06
      1.2673    6.937e-06   6.7281e-06
      1.3735   7.0094e-06   6.7738e-06
      1.4796   7.0792e-06   6.7729e-06
      1.5857   7.1308e-06   6.7934e-06
      1.6918   7.1385e-06   6.7653e-06
       1.798   7.1977e-06   6.8096e-06
      1.9041   7.3156e-06    6.799e-06
      2.0102   7.4673e-06   6.8083e-06
      2.1163   7.6679e-06   6.8297e-06
      2.2224   7.6633e-06   6.8147e-06
      2.3286   7.6406e-06   6.8432e-06
      2.4347   7.5713e-06   6.8403e-06
      2.5408   7.4311e-06   6.8879e-06
      2.6469   7.2878e-06   6.9282e-06
      2.6469  -4.0025e-06  -4.0502e-06
      2.5408  -5.9194e-06  -5.9216e-06
      2.4347  -6.3974e-06  -6.4306e-06
      2.3286  -6.5772e-06  -6.5867e-06
      2.2224  -6.6053e-06  -6.6209e-06
      2.1163  -6.6688e-06  -6.6821e-06
      2.0102  -6.6477e-06   -6.654e-06
      1.9041  -6.6939e-06  -6.6871e-06
       1.798  -6.6578e-06  -6.6764e-06
      1.6918  -6.6875e-06   -6.667e-06
      1.5857  -6.6802e-06  -6.7037e-06
      1.4796  -6.6897e-06  -6.6748e-06
      1.3735  -6.6958e-06   -6.718e-06
      1.2673  -6.7033e-06  -6.7013e-06
      1.1612  -6.7241e-06  -6.7137e-06
      1.0551  -6.6959e-06  -6.7047e-06
     0.94898  -6.7424e-06  -6.7138e-06
     0.84286  -6.7203e-06  -6.7327e-06
     0.73673  -6.7499e-06  -6.7169e-06
     0.63061  -6.7517e-06  -6.7476e-06
     0.52449   -6.763e-06  -6.7576e-06
     0.41837  -6.7898e-06  -6.7775e-06
     0.31224  -6.8092e-06  -6.7734e-06
     0.20612  -6.8306e-06  -6.8121e-06
         0.1  -6.8642e-06  -6.8015e-06
  -0.0061224  -6.8392e-06   -4.141e-06
    -0.11224  -6.8756e-06  -5.9831e-06
    -0.21837  -6.9692e-06  -6.4469e-06
    -0.32449  -7.0827e-06  -6.5956e-06
    -0.43061  -7.1928e-06  -6.6675e-06
    -0.53673  -7.2879e-06   -6.659e-06
    -0.64286  -7.3488e-06  -6.6783e-06
    -0.74898   -7.368e-06  -6.6589e-06
     -0.8551  -7.3445e-06  -6.6862e-06
    -0.96122  -7.2605e-06  -6.6879e-06
     -1.0673  -7.1799e-06  -6.7057e-06
     -1.1735  -7.1382e-06  -6.7314e-06
     -1.2796   -7.094e-06   -6.718e-06
     -1.3857  -7.1567e-06  -6.7263e-06
     -1.4918  -7.1519e-06  -6.7205e-06
      -1.598  -7.1332e-06  -6.7455e-06
     -1.7041  -7.0722e-06   -6.749e-06
     -1.8102  -6.9823e-06  -6.7624e-06
     -1.9163  -6.9485e-06  -6.7746e-06
     -2.0224  -6.9004e-06  -6.7715e-06
     -2.1286  -6.9322e-06   -6.767e-06
     -2.2347  -7.0104e-06  -6.7727e-06
     -2.3408  -7.0572e-06  -6.8015e-06
