  Measurement Number     Measurement type
                   2               PQPUND

      Measurement ID                     
       739688.754495                     

          First Bias          Second Bias                Steps           Repetition
                   2                   -2                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   3.4709e-06   2.7484e-06
    0.081633   4.6805e-06   4.4526e-06
     0.16327    4.964e-06   4.8873e-06
      0.2449    4.964e-06    4.932e-06
     0.32653    5.048e-06    4.954e-06
     0.40816    5.074e-06   4.9556e-06
      0.4898   5.0254e-06     4.97e-06
     0.57143   5.0388e-06   4.9966e-06
     0.65306   5.0557e-06   4.9634e-06
     0.73469   5.0152e-06   5.0047e-06
     0.81633   5.0353e-06   5.0236e-06
     0.89796    4.997e-06   4.9618e-06
     0.97959   5.0484e-06   5.0152e-06
      1.0612   5.1238e-06    5.039e-06
      1.1429   5.0471e-06   5.0277e-06
      1.2245   5.0777e-06   5.0053e-06
      1.3061   5.1335e-06   5.0467e-06
      1.3878   5.1159e-06   5.0258e-06
      1.4694   5.1074e-06   5.0424e-06
       1.551    5.151e-06   5.1069e-06
      1.6327   5.1347e-06    5.069e-06
      1.7143   5.1443e-06   5.0617e-06
      1.7959   5.1899e-06   5.0559e-06
      1.8776   5.2281e-06    5.082e-06
      1.9592    5.329e-06   5.0743e-06
      1.9592  -3.4674e-06  -3.5164e-06
      1.8776  -4.9623e-06  -4.9816e-06
      1.7959     -5.3e-06  -5.3541e-06
      1.7143  -5.4811e-06  -5.4309e-06
      1.6327  -5.4398e-06  -5.4859e-06
       1.551  -5.5453e-06  -5.4688e-06
      1.4694  -5.5049e-06  -5.5287e-06
      1.3878  -5.4988e-06  -5.4959e-06
      1.3061  -5.5181e-06  -5.4701e-06
      1.2245  -5.5381e-06  -5.5264e-06
      1.1429  -5.5597e-06  -5.5142e-06
      1.0612  -5.5087e-06  -5.5448e-06
     0.97959  -5.5804e-06  -5.4942e-06
     0.89796  -5.5321e-06  -5.5736e-06
     0.81633  -5.5363e-06  -5.5055e-06
     0.73469  -5.5038e-06  -5.5148e-06
     0.65306  -5.5122e-06   -5.494e-06
     0.57143  -5.5105e-06  -5.5194e-06
      0.4898   -5.506e-06  -5.5288e-06
     0.40816  -5.5635e-06  -5.5507e-06
     0.32653  -5.5466e-06  -5.5285e-06
      0.2449  -5.5219e-06  -5.5708e-06
     0.16327  -5.5844e-06  -5.5411e-06
    0.081633   -5.539e-06  -5.4523e-06
           0  -5.5881e-06  -5.5681e-06
   -0.081633  -5.5032e-06  -3.5192e-06
    -0.16327  -5.5383e-06   -4.963e-06
     -0.2449    -5.57e-06  -5.2433e-06
    -0.32653  -5.5314e-06  -5.4012e-06
    -0.40816    -5.61e-06  -5.4589e-06
     -0.4898  -5.5073e-06  -5.4316e-06
    -0.57143  -5.5573e-06  -5.4704e-06
    -0.65306   -5.509e-06  -5.4947e-06
    -0.73469  -5.5638e-06  -5.4747e-06
    -0.81633  -5.5916e-06  -5.4845e-06
    -0.89796  -5.5665e-06  -5.4759e-06
    -0.97959  -5.5312e-06  -5.4909e-06
     -1.0612  -5.6283e-06  -5.5059e-06
     -1.1429  -5.7088e-06  -5.6508e-06
     -1.2245  -5.7028e-06  -5.6046e-06
     -1.3061  -5.7271e-06    -5.62e-06
     -1.3878  -5.7881e-06  -5.6715e-06
     -1.4694  -5.7647e-06  -5.6299e-06
      -1.551  -5.7749e-06  -5.6917e-06
     -1.6327  -5.8034e-06   -5.569e-06
     -1.7143  -5.7755e-06  -5.6856e-06
     -1.7959  -5.8399e-06  -5.6853e-06
     -1.8776  -5.8359e-06  -5.6328e-06
     -1.9592  -5.9321e-06  -5.7143e-06
     -1.9592   2.6559e-06   2.6855e-06
     -1.8776   4.3597e-06   4.3852e-06
     -1.7959   4.7811e-06   4.7721e-06
     -1.7143   4.8501e-06   4.8956e-06
     -1.6327   4.8671e-06   4.9421e-06
      -1.551   4.8806e-06   4.8876e-06
     -1.4694   4.8737e-06   4.8527e-06
     -1.3878   4.9119e-06    4.928e-06
     -1.3061   4.9144e-06   4.9185e-06
     -1.2245   4.9084e-06   4.8934e-06
     -1.1429   4.9447e-06   4.9911e-06
     -1.0612   4.9275e-06   5.0109e-06
    -0.97959   5.0591e-06   5.0276e-06
    -0.89796    5.015e-06   5.0341e-06
    -0.81633   4.9982e-06   5.0332e-06
    -0.73469   4.9792e-06   5.0248e-06
    -0.65306    5.078e-06   5.0694e-06
    -0.57143   5.0597e-06   5.0716e-06
     -0.4898   5.0159e-06   5.0137e-06
    -0.40816   5.0666e-06   5.1191e-06
    -0.32653   5.0162e-06   5.0666e-06
     -0.2449   5.0344e-06   5.0768e-06
    -0.16327   5.0526e-06   5.1342e-06
   -0.081633    5.016e-06   5.0338e-06
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
   -0.040816  -2.7579e-06  -2.4705e-06
    0.040816   1.1999e-06   7.9648e-07
     0.12245   1.7255e-06   1.6449e-06
     0.20408   1.8202e-06   1.7601e-06
     0.28571   1.8926e-06   1.7949e-06
     0.36735   1.8787e-06   1.8044e-06
     0.44898   1.8695e-06   1.8249e-06
     0.53061   1.8666e-06   1.8239e-06
     0.61224   1.8737e-06   1.8495e-06
     0.69388   1.9004e-06   1.8895e-06
     0.77551   1.8947e-06   1.8742e-06
     0.85714   1.8731e-06   1.8525e-06
     0.93878   1.8492e-06   1.8211e-06
      1.0204   1.8912e-06   1.8657e-06
       1.102   1.8697e-06   1.8142e-06
      1.1837   1.9037e-06   1.8518e-06
      1.2653   1.8953e-06   1.8556e-06
      1.3469   1.8959e-06   1.9015e-06
      1.4286   1.9573e-06   1.8269e-06
      1.5102   1.8973e-06    1.872e-06
      1.5918   1.9275e-06   1.8694e-06
      1.6735   1.9127e-06   1.8742e-06
      1.7551   1.9608e-06   1.8699e-06
      1.8367   1.9751e-06   1.9106e-06
      1.9184   2.0514e-06   1.8703e-06
           2   2.0451e-06   1.9641e-06
      1.9184  -1.3363e-06  -1.3594e-06
      1.8367  -2.0867e-06  -2.0902e-06
      1.7551  -2.2592e-06  -2.2411e-06
      1.6735  -2.3311e-06  -2.3006e-06
      1.5918  -2.3327e-06  -2.3779e-06
      1.5102  -2.4111e-06  -2.3713e-06
      1.4286  -2.3621e-06  -2.4021e-06
      1.3469  -2.4224e-06  -2.3889e-06
      1.2653  -2.4151e-06  -2.4109e-06
      1.1837  -2.4233e-06  -2.3477e-06
       1.102  -2.3837e-06  -2.4263e-06
      1.0204  -2.4518e-06   -2.359e-06
     0.93878  -2.3578e-06  -2.4734e-06
     0.85714   -2.402e-06  -2.4292e-06
     0.77551  -2.3621e-06  -2.4259e-06
     0.69388  -2.4106e-06  -2.4356e-06
     0.61224  -2.3959e-06  -2.4108e-06
     0.53061   -2.364e-06  -2.4071e-06
     0.44898  -2.4215e-06   -2.425e-06
     0.36735  -2.4354e-06  -2.3999e-06
     0.28571  -2.4262e-06  -2.4454e-06
     0.20408  -2.3878e-06   -2.411e-06
     0.12245  -2.4468e-06  -2.4207e-06
    0.040816  -2.4888e-06  -2.4026e-06
   -0.040816   -2.453e-06   1.8315e-06
    -0.12245  -2.4251e-06  -1.3925e-06
    -0.20408   -2.485e-06  -2.0873e-06
    -0.28571  -2.4729e-06  -2.2504e-06
    -0.36735  -2.5085e-06  -2.3575e-06
    -0.44898    -2.47e-06  -2.3585e-06
    -0.53061  -2.4475e-06  -2.3567e-06
    -0.61224  -2.4023e-06  -2.4437e-06
    -0.69388  -2.4358e-06   -2.411e-06
    -0.77551  -2.4835e-06  -2.3496e-06
    -0.85714  -2.4594e-06  -2.3921e-06
    -0.93878  -2.5011e-06  -2.3963e-06
     -1.0204   -2.429e-06  -2.4459e-06
      -1.102  -2.6471e-06  -2.4906e-06
     -1.1837  -2.5705e-06   -2.531e-06
     -1.2653  -2.6277e-06  -2.5275e-06
     -1.3469  -2.6406e-06  -2.5039e-06
     -1.4286  -2.6408e-06  -2.5346e-06
     -1.5102  -2.6353e-06  -2.5774e-06
     -1.5918  -2.6553e-06  -2.4827e-06
     -1.6735  -2.6188e-06  -2.5197e-06
     -1.7551  -2.6739e-06  -2.5829e-06
     -1.8367  -2.6791e-06   -2.518e-06
     -1.9184  -2.7056e-06  -2.5551e-06
          -2  -2.7585e-06  -2.6239e-06
     -1.9184    6.526e-07   6.7549e-07
     -1.8367   1.4767e-06   1.4885e-06
     -1.7551   1.6838e-06   1.7114e-06
     -1.6735   1.7325e-06   1.7768e-06
     -1.5918     1.71e-06   1.7647e-06
     -1.5102   1.7431e-06   1.7611e-06
     -1.4286   1.6746e-06   1.7437e-06
     -1.3469   1.7403e-06   1.7398e-06
     -1.2653   1.7456e-06   1.7606e-06
     -1.1837   1.7782e-06   1.8058e-06
      -1.102   1.7211e-06   1.7935e-06
     -1.0204   1.9016e-06   1.9245e-06
    -0.93878   1.8731e-06   1.9247e-06
    -0.85714   1.8979e-06   1.9437e-06
    -0.77551   1.8773e-06   1.9151e-06
    -0.69388   1.8963e-06    1.918e-06
    -0.61224   1.9105e-06   1.9487e-06
    -0.53061   1.8651e-06   1.8789e-06
    -0.44898   1.8743e-06   1.9321e-06
    -0.36735   1.9122e-06   1.9168e-06
    -0.28571   1.8879e-06   1.9268e-06
    -0.20408   1.8746e-06   1.9062e-06
    -0.12245   1.9034e-06   1.9381e-06

                  QV        Points number                   98
     Voltage       Charge
           0   7.2247e-12
    0.081633   9.5036e-12
     0.16327   1.0271e-11
      0.2449   1.0592e-11
     0.32653   1.1532e-11
     0.40816   1.2716e-11
      0.4898    1.327e-11
     0.57143   1.3692e-11
     0.65306   1.4616e-11
     0.73469    1.472e-11
     0.81633   1.4837e-11
     0.89796   1.5189e-11
     0.97959   1.5521e-11
      1.0612   1.6369e-11
      1.1429   1.6563e-11
      1.2245   1.7287e-11
      1.3061   1.8155e-11
      1.3878   1.9056e-11
      1.4694   1.9706e-11
       1.551   2.0147e-11
      1.6327   2.0803e-11
      1.7143   2.1629e-11
      1.7959   2.2969e-11
      1.8776    2.443e-11
      1.9592   2.6978e-11
      1.9592   2.7467e-11
      1.8776    2.766e-11
      1.7959   2.8202e-11
      1.7143     2.77e-11
      1.6327   2.8161e-11
       1.551   2.7395e-11
      1.4694   2.7633e-11
      1.3878   2.7604e-11
      1.3061   2.7124e-11
      1.2245   2.7006e-11
      1.1429   2.6552e-11
      1.0612   2.6913e-11
     0.97959   2.6051e-11
     0.89796   2.6466e-11
     0.81633   2.6159e-11
     0.73469   2.6269e-11
     0.65306   2.6087e-11
     0.57143   2.6175e-11
      0.4898   2.6404e-11
     0.40816   2.6275e-11
     0.32653   2.6094e-11
      0.2449   2.6584e-11
     0.16327   2.6151e-11
    0.081633   2.5284e-11
           0   2.5084e-11
   -0.081633   5.2444e-12
    -0.16327  -5.0845e-13
     -0.2449  -3.7747e-12
    -0.32653  -5.0761e-12
    -0.40816  -6.5873e-12
     -0.4898  -7.3444e-12
    -0.57143  -8.2134e-12
    -0.65306  -8.3564e-12
    -0.73469  -9.2479e-12
    -0.81633   -1.032e-11
    -0.89796  -1.1226e-11
    -0.97959  -1.1629e-11
     -1.0612  -1.2853e-11
     -1.1429  -1.3433e-11
     -1.2245  -1.4416e-11
     -1.3061  -1.5487e-11
     -1.3878  -1.6652e-11
     -1.4694     -1.8e-11
      -1.551  -1.8832e-11
     -1.6327  -2.1175e-11
     -1.7143  -2.2075e-11
     -1.7959   -2.362e-11
     -1.8776  -2.5651e-11
     -1.9592  -2.7829e-11
     -1.9592  -2.8125e-11
     -1.8776  -2.8381e-11
     -1.7959   -2.829e-11
     -1.7143  -2.8746e-11
     -1.6327  -2.9497e-11
      -1.551  -2.9566e-11
     -1.4694  -2.9356e-11
     -1.3878  -2.9516e-11
     -1.3061  -2.9557e-11
     -1.2245  -2.9407e-11
     -1.1429  -2.9871e-11
     -1.0612  -3.0704e-11
    -0.97959   -3.039e-11
    -0.89796   -3.058e-11
    -0.81633   -3.093e-11
    -0.73469  -3.1386e-11
    -0.65306  -3.1301e-11
    -0.57143  -3.1419e-11
     -0.4898  -3.1397e-11
    -0.40816  -3.1922e-11
    -0.32653  -3.2425e-11
     -0.2449  -3.2849e-11
    -0.16327  -3.3666e-11
   -0.081633  -3.3844e-11




