  Measurement Number     Measurement type
2.2507e-10 1.6246e-11 -2.2048e-10 -1.8452e-11
2.2607e-10 1.2107e-11 -2.1969e-10 -1.161e-11
2.1683e-10 1.2269e-11 -2.1207e-10 -7.4578e-12
2.1889e-10 5.9802e-12  -2.25e-10 -1.6197e-11
2.2352e-10 9.6215e-12 -2.1779e-10 -1.4937e-11
2.2075e-10 9.5025e-12 -2.1085e-10 -4.5237e-12
2.1562e-10  5.322e-12 -2.2439e-10 -3.0531e-12
2.2994e-10 -3.0111e-12 -2.2765e-10 -6.2323e-12
2.1922e-10 1.6981e-11 -2.2459e-10 -7.2757e-12
2.3291e-10 1.4965e-11 -2.2585e-10 -7.8919e-12
2.3346e-10 1.2535e-12 -2.1078e-10 -3.6554e-12
2.3168e-10 1.4236e-11 -2.1186e-10 3.9845e-12
2.1838e-10 1.1904e-11 -2.2059e-10 -7.4087e-12
2.1458e-10 1.8879e-11 -2.0979e-10 -4.6637e-12
2.1468e-10 1.2493e-11 -2.1914e-10 -1.0756e-11
2.2018e-10 2.0728e-11 -2.0703e-10 -1.4551e-11
2.2471e-10 -2.0798e-12 -2.081e-10 -3.9144e-12
2.2856e-10 1.1414e-11 -2.2146e-10 -7.7729e-12
2.2475e-10 1.8018e-11 -2.2734e-10 -6.3794e-12
2.0848e-10 2.5069e-12 -2.201e-10 -9.8106e-12
2.2792e-10 4.3346e-12 -2.2088e-10  2.773e-12
2.3192e-10 1.5994e-11 -2.2481e-10 -2.0006e-11
2.3959e-10 -9.2084e-12 -2.0969e-10 -1.397e-11
2.3925e-10 1.2955e-11 -2.2816e-10 -5.1119e-12
2.3042e-10 1.4152e-11 -2.1478e-10 -5.497e-12
2.1457e-10 1.8221e-11 -2.3735e-10 -1.7156e-12
2.1533e-10 1.2745e-12 -2.2892e-10 -8.067e-12
2.2367e-10 1.0021e-11 -2.1387e-10 -1.3172e-11
2.2889e-10  8.242e-12 -2.1624e-10 -1.3774e-11
2.2637e-10 1.7822e-11 -2.1609e-10 -4.8528e-12
2.2798e-10 1.2962e-11 -2.3462e-10 -1.1652e-11
2.1665e-10  2.182e-11 -2.3359e-10 -5.6441e-12
2.3662e-10  2.619e-12 -2.2799e-10 -3.6343e-12
 2.113e-10 7.2547e-12 -2.232e-10 -6.4214e-12
2.2171e-10 1.9957e-11 -2.1193e-10 -1.2682e-11
2.2359e-10 1.5028e-11 -2.2515e-10 -2.1988e-12
 2.341e-10 1.4525e-08 -1.3926e-09 -1.7023e-10
2.3201e-08 2.3614e-08 -1.6835e-09 -5.941e-10
2.1234e-08 2.2208e-08 -1.3229e-09 -2.4402e-10
2.0739e-08 1.9429e-08 -1.869e-09 -2.7262e-10
1.5661e-08 1.4065e-08 -3.5541e-09 -2.5851e-09
1.1792e-08 1.1387e-08 -3.8415e-09 -3.1435e-09
1.1311e-08  1.125e-08 -6.0188e-09 -2.3568e-09
1.1462e-08 9.7283e-09 -3.7839e-09 -2.9951e-09
9.2822e-09 8.3927e-09 -3.8815e-09 -3.1017e-09
8.5523e-09 7.8968e-09 -3.5956e-09 -2.9753e-09
8.4334e-09 7.8659e-09 -3.7524e-09 -3.0056e-09
8.0805e-09 7.5735e-09 -3.8862e-09 -3.1753e-09
 7.744e-09  7.244e-09 -3.9035e-09 -3.1809e-09
7.4596e-09  6.983e-09 -3.9373e-09 -3.1148e-09
7.2139e-09 6.7687e-09 -4.125e-09 -3.0719e-09
7.0516e-09 6.5982e-09 -3.9559e-09 -3.1249e-09
7.2977e-09 6.8515e-09 -3.841e-09 -3.1977e-09
7.2364e-09 6.8126e-09 -3.8557e-09 -3.1506e-09
7.1327e-09 6.7786e-09 -3.8064e-09 -3.1661e-09
1.0487e-08  1.165e-08 -4.7997e-09 -3.8249e-09
1.0604e-08 9.4722e-09 -4.2956e-09 -3.6558e-09
9.9576e-09 9.1811e-09 -4.3677e-09 -3.7419e-09
9.1401e-09 8.4998e-09 -4.6034e-09 -3.7254e-09
8.5615e-09 8.0879e-09 -4.5108e-09 -3.616e-09
8.2825e-09 7.8434e-09 -4.3707e-09 -3.5729e-09
8.7853e-09 8.4664e-09 -4.4403e-09 -3.6885e-09
1.0097e-08 1.1102e-08 -5.1077e-09 -4.2112e-09
 1.193e-08 1.2582e-08 -5.4444e-09 -4.4417e-09
 1.252e-08 1.2487e-08 -5.5914e-09 -4.1763e-09
1.1386e-08 1.0506e-08 -4.6795e-09 -3.6927e-09
1.0567e-08 1.3372e-08 -5.3538e-09 -4.1727e-09
1.2011e-08 1.0926e-08 -4.9648e-09 -3.9611e-09
1.0279e-08 9.4301e-09 -4.9194e-09 -3.9373e-09
9.4928e-09 8.9742e-09 -4.8194e-09 -3.9218e-09
9.5223e-09 9.0873e-09 -4.8597e-09 -4.0393e-09
9.4577e-09 9.1446e-09 -4.8155e-09 -3.9629e-09
9.3655e-09 9.0524e-09 -4.9024e-09 -4.0229e-09
9.2645e-09 8.8767e-09 -4.8989e-09 -3.9821e-09
9.0461e-09 8.6812e-09 -5.0068e-09 -4.0451e-09
8.8598e-09 8.4938e-09 -4.9958e-09 -3.9615e-09
8.7439e-09 8.3981e-09 -5.0071e-09 -3.9264e-09
8.6044e-09 8.2261e-09 -5.0161e-09 -3.951e-09
8.4315e-09 8.0779e-09 -5.0142e-09 -3.9679e-09
8.3258e-09 7.9748e-09 -5.0585e-09 -3.9994e-09
8.1696e-09 7.7963e-09 -4.9838e-09 -3.9752e-09
8.0492e-09 7.7036e-09 -4.9479e-09 -3.9862e-09
 7.925e-09 7.5638e-09 -4.9696e-09 -3.9693e-09
7.8707e-09 7.5519e-09 -4.9499e-09 -3.982e-09
7.8318e-09  7.516e-09 -4.9261e-09 -4.0371e-09
7.7402e-09 7.4164e-09 -4.947e-09 -4.0398e-09
7.6342e-09  7.338e-09 -4.9192e-09 -4.0364e-09
7.5439e-09 7.2119e-09 -4.8607e-09 -4.0328e-09
7.4541e-09 7.1537e-09 -4.874e-09 -4.0376e-09
7.3408e-09 7.0448e-09 -4.8656e-09 -4.0474e-09
7.2923e-09  6.985e-09 -4.8735e-09 -4.0995e-09
7.2529e-09 6.9653e-09 -4.857e-09 -4.1059e-09
7.2036e-09 6.9102e-09 -4.8439e-09 -4.1365e-09
7.1904e-09 6.8712e-09 -4.833e-09 -4.0897e-09
7.1158e-09 6.8359e-09 -4.8457e-09 -4.0569e-09
7.1005e-09 6.7822e-09 -4.8507e-09 -4.1034e-09
6.9985e-09 6.7206e-09 -4.7639e-09 -4.1123e-09
6.9549e-09 6.6532e-09 -4.7588e-09 -4.1115e-09
6.9035e-09 6.6289e-09 -4.6743e-09 -4.1065e-09
6.8954e-09  6.579e-09 -4.6802e-09 -4.0974e-09
6.7696e-09 6.5218e-09 -4.6518e-09 -4.0877e-09
 6.772e-09   6.49e-09 -4.6322e-09 -4.0908e-09
6.7745e-09 6.4904e-09 -4.6685e-09 -4.0979e-09
6.7264e-09 6.4273e-09 -4.5878e-09 -4.0421e-09
6.6934e-09 6.4202e-09 -4.5338e-09 -4.0249e-09
6.5801e-09 6.3031e-09 -4.5409e-09 -3.9735e-09
6.5554e-09 6.3046e-09 -4.5275e-09 -4.0367e-09
6.5382e-09 6.2784e-09 -4.4735e-09 -4.0174e-09
6.5004e-09  6.216e-09 -4.4773e-09 -3.9907e-09
6.4847e-09 6.2878e-09 -4.4781e-09 -4.0016e-09
6.5132e-09 6.1979e-09 -4.402e-09 -4.0512e-09
6.4529e-09 6.1869e-09 -4.4071e-09 -3.9782e-09
6.2992e-09 6.0663e-09 -4.3766e-09 -3.9717e-09
6.3092e-09 6.0331e-09 -4.3383e-09 -3.9864e-09
6.2855e-09 6.0079e-09 -4.3268e-09 -3.9975e-09
6.2188e-09 5.9386e-09 -4.3115e-09 -4.0162e-09
6.2034e-09 5.9553e-09 -4.2353e-09 -4.074e-09
6.2108e-09 5.9417e-09 -4.2864e-09 -4.0095e-09
6.1912e-09 5.9303e-09 -4.2717e-09 -3.9668e-09
6.1563e-09 5.8974e-09 -4.2483e-09 -4.0041e-09
 6.148e-09 5.9264e-09 -4.2296e-09 -3.9594e-09
6.1018e-09 5.8637e-09 -4.2386e-09 -3.9815e-09
6.1078e-09 5.8864e-09 -4.2139e-09 -3.9803e-09
6.0874e-09 5.8458e-09 -4.2404e-09 -3.9679e-09
6.1233e-09 5.8502e-09 -4.2088e-09 -3.9688e-09
6.0955e-09 5.8612e-09 -4.2241e-09 -4.0002e-09
 6.114e-09  5.852e-09 -4.2086e-09 -3.9725e-09
 6.115e-09 5.8726e-09 -4.215e-09     -4e-09
6.1212e-09 5.8785e-09 -4.2018e-09 -4.0592e-09
6.1474e-09  5.884e-09 -4.1586e-09 -4.0344e-09
6.1821e-09 5.9126e-09 -4.1771e-09 -4.0187e-09
 6.148e-09 5.8927e-09 -4.1803e-09 -4.0475e-09
6.1171e-09 5.8516e-09 -4.1875e-09 -4.029e-09
6.1241e-09  5.845e-09 -4.1974e-09 -4.0388e-09
6.0907e-09 5.8357e-09 -4.1644e-09 -3.9966e-09
6.0761e-09 5.8117e-09 -4.1391e-09 -4.0032e-09
6.0478e-09  5.784e-09 -4.1483e-09 -3.9998e-09
6.0625e-09 5.8001e-09 -4.1237e-09 -4.0459e-09
6.0674e-09 5.7725e-09 -4.1468e-09 -4.0769e-09
6.0837e-09 5.8104e-09 -4.1673e-09 -4.0642e-09
6.1128e-09 5.8385e-09 -4.1133e-09 -4.0879e-09
6.1145e-09 5.8025e-09 -4.1445e-09 -4.105e-09
6.0781e-09 5.8302e-09 -4.2493e-09 -4.0988e-09
6.1815e-09 5.8781e-09 -4.2068e-09 -4.0577e-09
6.1347e-09 5.8479e-09 -4.2206e-09 -4.1107e-09
6.1395e-09 5.8568e-09 -4.2582e-09 -4.1308e-09
6.2616e-09 5.9709e-09 -4.4005e-09 -4.1451e-09
6.4027e-09 6.0996e-09 -4.5365e-09 -4.1346e-09
8.3349e-09 8.8683e-09 -5.2071e-09 -4.4771e-09
9.1143e-09 8.7471e-09 -5.0843e-09 -4.3229e-09
9.0206e-09 8.5542e-09 -5.0338e-09 -4.2463e-09
9.0366e-09 8.5905e-09 -4.9983e-09 -4.1905e-09
8.3912e-09 7.8227e-09 -4.8555e-09 -3.9159e-09
8.1483e-09 7.6194e-09 -4.7714e-09  -3.93e-09
7.8697e-09 7.4292e-09 -4.871e-09 -3.9397e-09
7.8214e-09 7.3814e-09 -4.8202e-09 -3.8802e-09
8.0504e-09 7.5869e-09 -4.5786e-09 -3.8546e-09
8.0364e-09 7.6778e-09 -4.6438e-09 -3.8631e-09
7.9449e-09   7.59e-09 -4.681e-09 -3.8714e-09
7.8824e-09 7.5254e-09 -4.6561e-09 -3.8554e-09
7.7649e-09 7.4439e-09 -4.6879e-09 -3.9536e-09
7.6673e-09 7.3421e-09 -4.6894e-09 -3.9458e-09
7.5133e-09 7.1746e-09 -4.6695e-09 -3.8908e-09
7.2889e-09 6.9753e-09 -4.7659e-09 -4.0017e-09
7.1686e-09 6.8134e-09 -4.7712e-09 -4.0375e-09
7.0584e-09 6.7659e-09 -4.7653e-09 -4.0323e-09
6.9391e-09  6.663e-09 -4.7672e-09 -4.1001e-09
6.8006e-09  6.515e-09 -4.6903e-09 -4.2684e-09
6.6617e-09 6.3828e-09 -4.6611e-09 -4.1985e-09
6.5078e-09 6.2862e-09 -4.6201e-09 -4.2224e-09
6.4997e-09 6.2388e-09 -4.6387e-09 -4.2241e-09
 6.407e-09 6.1732e-09 -4.5744e-09 -4.3519e-09
6.3723e-09 6.1317e-09 -4.5736e-09 -4.2996e-09
6.3168e-09 6.0905e-09 -4.577e-09 -4.2869e-09
6.2824e-09 6.1037e-09 -4.5786e-09 -4.2484e-09
6.2449e-09  6.022e-09 -4.5279e-09 -4.2565e-09
6.2354e-09 6.0252e-09 -4.4962e-09 -4.344e-09
6.1818e-09  5.943e-09 -4.4795e-09 -4.3005e-09
6.1196e-09 5.9179e-09 -4.4484e-09 -4.3281e-09
6.1871e-09 5.9468e-09 -4.4269e-09 -4.3244e-09
6.1466e-09 5.9106e-09 -4.3987e-09 -4.2966e-09
6.1138e-09 5.8951e-09 -4.3738e-09 -4.3164e-09
6.1342e-09 5.8907e-09 -4.3732e-09 -4.3099e-09
6.0562e-09 5.8213e-09 -4.3432e-09 -4.2583e-09
6.0541e-09 5.8464e-09 -4.3725e-09 -4.3078e-09
6.0836e-09 5.8317e-09 -4.4025e-09 -4.2627e-09
6.0186e-09 5.7774e-09 -4.4359e-09 -4.2452e-09
5.9809e-09 5.7509e-09 -4.3534e-09 -4.249e-09
5.9538e-09 5.7138e-09 -4.3511e-09 -4.2342e-09
5.9471e-09 5.7235e-09 -4.3858e-09 -4.2184e-09
5.9176e-09 5.6989e-09 -4.3582e-09 -4.1975e-09
5.8846e-09 5.6607e-09 -4.3378e-09 -4.2074e-09
5.9122e-09 5.6973e-09 -4.3568e-09 -4.2297e-09
5.9049e-09  5.691e-09 -4.3922e-09 -4.2248e-09
5.9003e-09 5.6742e-09 -4.3495e-09 -4.2431e-09
5.9155e-09 5.6837e-09 -4.3781e-09 -4.2513e-09
5.8836e-09 5.6572e-09 -4.3617e-09 -4.2475e-09
5.8964e-09 5.6441e-09 -4.3495e-09 -4.2343e-09
5.8738e-09 5.6539e-09 -4.3543e-09 -4.2133e-09
5.8723e-09 5.6399e-09 -4.321e-09 -4.2101e-09
5.8762e-09 5.6466e-09 -4.3384e-09 -4.178e-09
5.8645e-09 5.6538e-09 -4.3543e-09 -4.1915e-09
5.8642e-09 5.6131e-09 -4.3268e-09  -4.22e-09
 5.824e-09 5.6042e-09 -4.3368e-09 -4.165e-09
5.8041e-09 5.5815e-09 -4.3254e-09 -4.1775e-09
5.8185e-09 5.5995e-09 -4.2908e-09 -4.1702e-09
5.7648e-09 5.5368e-09 -4.3284e-09  -4.16e-09
5.7915e-09 5.5932e-09 -4.323e-09 -4.1753e-09
5.7751e-09 5.5745e-09 -4.3364e-09 -4.1602e-09
5.7726e-09 5.5449e-09 -4.2822e-09 -4.133e-09
5.7761e-09 5.5443e-09 -4.2481e-09 -4.116e-09
 5.775e-09 5.5431e-09 -4.2446e-09 -4.1229e-09
5.7563e-09  5.532e-09 -4.2026e-09 -4.1373e-09
5.7305e-09 5.5078e-09 -4.219e-09 -4.1337e-09
5.7167e-09 5.4318e-09 -4.233e-09 -4.1198e-09
5.7107e-09 5.4566e-09 -4.1415e-09 -4.0827e-09
5.6826e-09 5.4383e-09 -4.1657e-09 -4.1108e-09
5.6785e-09 5.4369e-09 -4.1448e-09 -4.0859e-09
5.6547e-09 5.4098e-09 -4.213e-09 -4.0796e-09
5.7064e-09 5.4397e-09 -4.2573e-09 -4.1536e-09
5.7123e-09 5.4346e-09 -4.2661e-09 -4.116e-09
5.7054e-09 5.4647e-09 -4.2822e-09 -4.1321e-09
5.7125e-09 5.4711e-09 -4.265e-09 -4.0921e-09
5.6926e-09 5.4782e-09 -4.2753e-09 -4.1329e-09
5.6998e-09 5.4628e-09 -4.3047e-09 -4.1356e-09
5.6673e-09  5.451e-09 -4.3017e-09 -4.0843e-09
5.6832e-09 5.4462e-09 -4.2814e-09 -4.1268e-09
5.6686e-09 5.4272e-09 -4.2873e-09 -4.0868e-09
5.6439e-09 5.4088e-09 -4.3027e-09 -4.1224e-09
 5.627e-09 5.3738e-09 -4.2679e-09 -4.0945e-09
5.5727e-09 5.3428e-09 -4.2164e-09 -4.0772e-09
5.5989e-09 5.3967e-09 -4.2082e-09 -4.0719e-09
 5.613e-09 5.3476e-09 -4.1453e-09 -4.0518e-09
5.5306e-09 5.2923e-09 -4.2021e-09 -4.0386e-09
5.4625e-09 5.2562e-09 -4.1547e-09 -3.9887e-09
5.4962e-09 5.2794e-09 -4.1116e-09 -4.008e-09
5.5139e-09 5.2625e-09 -4.1653e-09 -4.0203e-09
5.5013e-09 5.2389e-09 -4.0929e-09 -3.994e-09
5.4671e-09 5.2443e-09 -4.1538e-09 -3.9806e-09
5.4304e-09 5.1947e-09 -4.1525e-09 -3.9715e-09
5.4357e-09 5.2157e-09 -4.0993e-09 -3.984e-09
5.4688e-09  5.247e-09 -4.0844e-09 -3.9825e-09
5.4445e-09 5.2369e-09 -4.1473e-09 -3.9491e-09
5.4891e-09 5.2231e-09 -4.0908e-09 -3.9419e-09
5.4152e-09 5.2242e-09 -4.0913e-09 -3.919e-09
5.4567e-09 5.2204e-09  -4.08e-09 -3.9394e-09
5.4247e-09 5.2126e-09 -4.0466e-09 -3.9356e-09
5.4243e-09 5.1916e-09 -4.0761e-09 -3.8899e-09
 5.431e-09 5.2006e-09 -4.0308e-09 -3.8833e-09
5.4159e-09 5.1704e-09 -3.9988e-09 -3.8603e-09
5.4229e-09 5.1671e-09 -3.984e-09 -3.8664e-09
5.3964e-09  5.142e-09 -4.0053e-09 -3.8737e-09
5.4158e-09 5.1707e-09 -3.938e-09 -3.8692e-09
5.4246e-09 5.1494e-09 -3.9177e-09 -3.8498e-09
5.4408e-09 5.1633e-09 -3.9279e-09 -3.8239e-09
5.4534e-09 5.1931e-09 -3.901e-09 -3.8445e-09
5.4466e-09 5.1895e-09 -3.9305e-09 -3.7923e-09
5.4583e-09 5.1941e-09 -3.9087e-09  -3.84e-09
 5.477e-09 5.1869e-09 -3.8784e-09 -3.7936e-09
5.4607e-09 5.2001e-09 -3.9008e-09 -3.8131e-09
5.4583e-09 5.1499e-09 -3.8257e-09 -3.745e-09
5.4265e-09  5.164e-09 -3.8259e-09 -3.7678e-09
5.4205e-09 5.1424e-09 -3.8382e-09 -3.7796e-09
5.4105e-09 5.1371e-09 -3.8701e-09 -3.7887e-09
5.4162e-09 5.1431e-09 -3.8587e-09 -3.7701e-09
5.4231e-09  5.156e-09 -3.8064e-09 -3.7611e-09
5.4398e-09 5.1651e-09 -3.8238e-09 -3.7347e-09
5.4419e-09 5.1579e-09 -3.8428e-09 -3.7573e-09
5.4428e-09 5.1772e-09 -3.8522e-09 -3.7507e-09
5.4156e-09 5.1593e-09 -3.8287e-09 -3.7284e-09
5.4417e-09 5.1787e-09 -3.8197e-09 -3.734e-09
5.4608e-09 5.1845e-09 -3.7871e-09 -3.7171e-09
 5.456e-09 5.1721e-09 -3.8059e-09 -3.6904e-09
 5.443e-09 5.1671e-09 -3.8498e-09 -3.7207e-09
5.4238e-09  5.174e-09 -3.8253e-09 -3.7184e-09
5.4559e-09 5.1823e-09 -3.8214e-09 -3.7029e-09
5.4334e-09  5.178e-09 -3.8012e-09  -3.72e-09
5.4656e-09 5.1931e-09 -3.7999e-09 -3.7016e-09
5.4668e-09  5.173e-09 -3.8217e-09 -3.7115e-09
5.4513e-09  5.179e-09 -3.7482e-09 -3.6829e-09
5.4308e-09 5.1363e-09 -3.7648e-09 -3.6809e-09
5.4595e-09 5.1833e-09 -3.751e-09 -3.6353e-09
5.4496e-09 5.1592e-09 -3.6982e-09 -3.6228e-09
5.4437e-09 5.1775e-09 -3.7455e-09 -3.6305e-09
5.4663e-09 5.1801e-09 -3.7422e-09 -3.5953e-09
5.4666e-09 5.1887e-09 -3.7089e-09 -3.5972e-09
5.4437e-09 5.1591e-09 -3.6948e-09 -3.5936e-09
 5.429e-09 5.1695e-09 -3.7084e-09 -3.5826e-09
5.4335e-09 5.1541e-09 -3.7047e-09 -3.5674e-09
 5.426e-09 5.1488e-09 -3.6577e-09 -3.5603e-09
5.4371e-09 5.1599e-09 -3.7047e-09 -3.5587e-09
5.4359e-09 5.1776e-09 -3.7181e-09 -3.5833e-09
5.4369e-09 5.1696e-09 -3.662e-09 -3.5338e-09
5.4476e-09 5.1814e-09 -3.6918e-09 -3.5658e-09
5.4355e-09 5.1556e-09 -3.6876e-09 -3.5336e-09
5.4178e-09 5.1532e-09 -3.6389e-09 -3.5093e-09
5.4102e-09 5.1434e-09 -3.6396e-09 -3.5102e-09
5.4013e-09 5.1414e-09 -3.6139e-09 -3.4568e-09
5.3877e-09 5.1526e-09 -3.6509e-09 -3.4981e-09
5.4083e-09 5.1525e-09 -3.6046e-09 -3.4401e-09
5.3943e-09 5.1582e-09 -3.6093e-09 -3.4556e-09
5.4071e-09 5.1463e-09 -3.6318e-09 -3.4721e-09
5.3884e-09 5.1148e-09 -3.5948e-09 -3.4448e-09
5.3704e-09 5.1187e-09 -3.5652e-09 -3.4261e-09
5.3564e-09  5.103e-09 -3.5672e-09 -3.3882e-09
5.3478e-09 5.0922e-09 -3.5406e-09 -3.3862e-09
5.3476e-09 5.1115e-09 -3.5389e-09 -3.3754e-09
5.3394e-09 5.0969e-09 -3.5254e-09 -3.3405e-09
5.3265e-09 5.0994e-09 -3.4904e-09 -3.2764e-09
5.3204e-09 5.0832e-09 -3.4654e-09 -3.2775e-09
5.3078e-09 5.0808e-09 -3.4964e-09 -3.3241e-09
5.3328e-09 5.0814e-09 -3.4837e-09 -3.2928e-09
5.3175e-09 5.0923e-09 -3.454e-09 -3.2494e-09
5.3133e-09 5.1034e-09 -3.4694e-09 -3.2503e-09
5.3097e-09 5.1053e-09 -3.4704e-09 -3.2592e-09
5.3016e-09 5.0676e-09 -3.4567e-09 -3.2532e-09
5.2805e-09 5.0887e-09 -3.4684e-09 -3.2618e-09
5.2982e-09 5.0717e-09 -3.4807e-09 -3.2873e-09
5.3119e-09 5.0838e-09 -3.4576e-09 -3.2609e-09
5.2958e-09 5.0882e-09 -3.4369e-09 -3.2282e-09
5.3019e-09 5.0674e-09 -3.4454e-09 -3.1916e-09
5.2934e-09 5.0842e-09 -3.4394e-09 -3.1775e-09
5.2872e-09 5.0822e-09 -3.4359e-09 -3.184e-09
5.2404e-09 5.0586e-09 -3.4072e-09 -3.157e-09
5.2298e-09 5.0501e-09 -3.4069e-09 -3.1686e-09
 5.247e-09  5.044e-09 -3.3979e-09 -3.1512e-09
5.2442e-09 5.0451e-09 -3.4184e-09 -3.1758e-09
 5.246e-09 5.0569e-09 -3.4094e-09 -3.1497e-09
5.2499e-09 5.0466e-09 -3.3926e-09 -3.163e-09
5.2215e-09  5.033e-09 -3.4126e-09 -3.1612e-09
5.2536e-09 5.0388e-09 -3.4034e-09 -3.1616e-09
5.2427e-09 5.0306e-09 -3.4224e-09 -3.1821e-09
5.2254e-09 5.0092e-09 -3.3703e-09 -3.1065e-09
5.2168e-09 5.0202e-09 -3.3712e-09 -3.1474e-09
5.2173e-09  5.017e-09 -3.3792e-09 -3.1536e-09
5.2412e-09 5.0208e-09 -3.3962e-09 -3.1467e-09
5.2033e-09 5.0186e-09 -3.3921e-09 -3.1296e-09
5.2137e-09 5.0254e-09 -3.3842e-09 -3.1083e-09
5.1951e-09 5.0236e-09 -3.3852e-09 -3.1049e-09
5.1996e-09 5.0199e-09 -3.3883e-09 -3.1031e-09
5.2189e-09 5.0415e-09 -3.3972e-09 -3.1336e-09
5.2184e-09 5.0234e-09 -3.3889e-09 -3.1232e-09
5.2166e-09 5.0243e-09 -3.3646e-09 -3.1131e-09
5.2304e-09 5.0208e-09 -3.3622e-09 -3.1254e-09
5.2221e-09 5.0202e-09 -3.3481e-09 -3.1043e-09
5.1973e-09 4.9882e-09 -3.329e-09 -3.0684e-09
5.1802e-09 4.9915e-09 -3.3493e-09 -3.0787e-09
 5.196e-09 4.9993e-09 -3.3268e-09 -3.039e-09
5.1753e-09 4.9799e-09 -3.3244e-09 -3.058e-09
5.1647e-09 4.9764e-09  -3.35e-09 -3.0392e-09
5.1621e-09 4.9697e-09 -3.307e-09 -3.0484e-09
5.1404e-09 4.9394e-09 -3.3001e-09 -3.0341e-09
5.1419e-09 4.9608e-09 -3.2834e-09 -3.0342e-09
5.1598e-09 4.9619e-09 -3.2886e-09 -3.0351e-09
5.1449e-09 4.9547e-09 -3.2757e-09 -2.9943e-09
5.1377e-09 4.9512e-09 -3.2678e-09 -2.978e-09
5.1406e-09 4.9396e-09 -3.2628e-09 -2.9727e-09
5.1217e-09 4.9312e-09 -3.2824e-09 -2.9984e-09
5.1051e-09 4.9266e-09 -3.2673e-09 -3.0136e-09
5.1244e-09 4.9317e-09 -3.2725e-09 -2.989e-09
5.1084e-09  4.925e-09 -3.2588e-09 -3.0049e-09
5.1322e-09 4.9329e-09 -3.2468e-09 -2.9827e-09
5.1181e-09 4.9275e-09 -3.2527e-09 -2.994e-09
5.1109e-09 4.9275e-09 -3.2717e-09 -2.9883e-09
5.1066e-09 4.9326e-09 -3.2655e-09 -2.9634e-09
5.1007e-09  4.908e-09 -3.2069e-09 -2.9631e-09
