  Measurement Number     Measurement type
                   5               PQPUND

      Measurement ID                     
       739688.754735                     

          First Bias          Second Bias                Steps           Repetition
                 2.5                   -2                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
    0.066327   4.9224e-06   3.2748e-06
     0.15816   5.6258e-06   5.2521e-06
        0.25   5.7376e-06   5.6579e-06
     0.34184   5.7751e-06   5.7478e-06
     0.43367   5.8065e-06   5.7596e-06
     0.52551   5.7921e-06   5.7818e-06
     0.61735   5.8557e-06   5.7947e-06
     0.70918   5.8191e-06     5.82e-06
     0.80102   5.8513e-06   5.7776e-06
     0.89286   5.8659e-06   5.8167e-06
     0.98469   5.9086e-06   5.8198e-06
      1.0765   5.9019e-06   5.8024e-06
      1.1684   5.9813e-06   5.8469e-06
      1.2602   5.9768e-06   5.8108e-06
       1.352   6.0558e-06    5.873e-06
      1.4439   6.0379e-06    5.828e-06
      1.5357   6.0847e-06   5.8538e-06
      1.6276   6.0833e-06   5.8345e-06
      1.7194   6.1036e-06   5.8771e-06
      1.8112   6.1355e-06   5.8616e-06
      1.9031   6.1907e-06   5.8998e-06
      1.9949   6.2488e-06   5.8697e-06
      2.0867   6.3724e-06   5.8959e-06
      2.1786   6.5231e-06   5.9132e-06
      2.2704   6.4988e-06   5.9004e-06
      2.3622    6.407e-06   5.9353e-06
      2.4541    6.254e-06   5.9654e-06
      2.4541  -3.4516e-06  -3.4913e-06
      2.3622  -5.1265e-06  -5.1532e-06
      2.2704  -5.5935e-06  -5.5744e-06
      2.1786  -5.7008e-06   -5.708e-06
      2.0867  -5.7794e-06   -5.775e-06
      1.9949  -5.7585e-06   -5.748e-06
      1.9031  -5.7816e-06  -5.7988e-06
      1.8112  -5.7759e-06  -5.7593e-06
      1.7194  -5.7933e-06  -5.7948e-06
      1.6276  -5.8087e-06  -5.7749e-06
      1.5357  -5.8033e-06  -5.8234e-06
      1.4439  -5.8061e-06  -5.7779e-06
       1.352  -5.8154e-06  -5.8375e-06
      1.2602  -5.7983e-06  -5.7997e-06
      1.1684   -5.829e-06  -5.8258e-06
      1.0765  -5.8118e-06  -5.8165e-06
     0.98469  -5.8208e-06  -5.8033e-06
     0.89286  -5.8387e-06  -5.8374e-06
     0.80102   -5.816e-06   -5.811e-06
     0.70918  -5.8239e-06  -5.8151e-06
     0.61735  -5.8283e-06  -5.8337e-06
     0.52551  -5.8337e-06  -5.8269e-06
     0.43367  -5.8395e-06  -5.8298e-06
     0.34184  -5.8524e-06  -5.8411e-06
        0.25  -5.8554e-06  -5.8527e-06
     0.15816  -5.8883e-06  -5.8931e-06
    0.066327  -5.8791e-06  -5.8586e-06
    -0.02551  -5.8982e-06  -3.5845e-06
    -0.11735  -5.8993e-06  -5.1566e-06
    -0.20918  -5.9423e-06  -5.5874e-06
    -0.30102  -5.9999e-06  -5.7101e-06
    -0.39286  -6.0613e-06  -5.7502e-06
    -0.48469  -6.1062e-06   -5.761e-06
    -0.57653  -6.1528e-06  -5.7687e-06
    -0.66837  -6.1535e-06  -5.7528e-06
     -0.7602  -6.1437e-06  -5.7867e-06
    -0.85204  -6.1191e-06  -5.7715e-06
    -0.94388  -6.0949e-06  -5.7937e-06
     -1.0357  -6.0734e-06  -5.8025e-06
     -1.1276  -6.0858e-06  -5.8037e-06
     -1.2194  -6.0913e-06  -5.8086e-06
     -1.3112  -6.0953e-06  -5.7747e-06
     -1.4031  -6.1368e-06   -5.844e-06
     -1.4949  -6.1283e-06  -5.8049e-06
     -1.5867   -6.117e-06  -5.8461e-06
     -1.6786  -6.0635e-06  -5.8174e-06
     -1.7704   -6.055e-06  -5.8413e-06
     -1.8622  -5.9939e-06  -5.8245e-06
     -1.9541  -5.9917e-06  -5.8795e-06
     -1.9541    3.293e-06    3.324e-06
     -1.8622   5.2166e-06   5.2248e-06
     -1.7704   5.6639e-06   5.6936e-06
     -1.6786   5.7468e-06    5.747e-06
     -1.5867   5.7597e-06    5.787e-06
     -1.4949   5.7714e-06   5.7849e-06
     -1.4031   5.7706e-06   5.7884e-06
     -1.3112    5.765e-06   5.7723e-06
     -1.2194   5.7752e-06   5.7686e-06
     -1.1276   5.7963e-06   5.7986e-06
     -1.0357   5.7632e-06    5.779e-06
    -0.94388   5.7823e-06   5.7867e-06
    -0.85204   5.7575e-06   5.7819e-06
     -0.7602   5.8017e-06    5.799e-06
    -0.66837   5.7659e-06   5.8024e-06
    -0.57653    5.806e-06   5.7905e-06
    -0.48469   5.7845e-06   5.7973e-06
    -0.39286   5.8048e-06   5.7883e-06
    -0.30102   5.7885e-06   5.7987e-06
    -0.20918   5.7948e-06   5.7984e-06
    -0.11735   5.7861e-06   5.7851e-06
    -0.02551   5.8112e-06     5.82e-06
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
    0.020408   1.2721e-06  -2.5434e-06
     0.11224   1.9811e-06   1.1627e-06
     0.20408   2.2657e-06   2.0923e-06
     0.29592   2.3137e-06   2.2807e-06
     0.38776   2.3404e-06   2.3269e-06
     0.47959   2.3208e-06   2.3111e-06
     0.57143   2.3484e-06   2.3319e-06
     0.66327   2.3604e-06   2.3133e-06
      0.7551   2.3635e-06   2.3265e-06
     0.84694    2.383e-06   2.3225e-06
     0.93878   2.3872e-06   2.3484e-06
      1.0306   2.4039e-06   2.3476e-06
      1.1224   2.4092e-06   2.3475e-06
      1.2143   2.4582e-06   2.3536e-06
      1.3061   2.4522e-06   2.3552e-06
       1.398    2.509e-06   2.3528e-06
      1.4898   2.5129e-06   2.3622e-06
      1.5816   2.5434e-06     2.39e-06
      1.6735   2.5239e-06   2.3719e-06
      1.7653   2.5822e-06   2.3944e-06
      1.8571   2.5701e-06   2.3841e-06
       1.949   2.6376e-06   2.4019e-06
      2.0408   2.7058e-06   2.4071e-06
      2.1327   2.7971e-06    2.415e-06
      2.2245   2.8856e-06   2.4243e-06
      2.3163   2.7975e-06   2.4304e-06
      2.4082   2.7359e-06   2.4659e-06
         2.5   2.7272e-06   2.5792e-06
      2.4082  -1.2149e-06  -1.2421e-06
      2.3163  -2.0449e-06  -2.0789e-06
      2.2245  -2.3014e-06  -2.2883e-06
      2.1327   -2.367e-06  -2.3906e-06
      2.0408  -2.4144e-06  -2.3809e-06
       1.949  -2.4059e-06  -2.4304e-06
      1.8571  -2.4342e-06  -2.4185e-06
      1.7653  -2.4237e-06   -2.435e-06
      1.6735  -2.4379e-06  -2.4365e-06
      1.5816  -2.4171e-06  -2.4409e-06
      1.4898  -2.4398e-06  -2.4486e-06
       1.398  -2.4332e-06  -2.4277e-06
      1.3061  -2.4389e-06  -2.4589e-06
      1.2143  -2.4497e-06  -2.4319e-06
      1.1224  -2.4384e-06  -2.4645e-06
      1.0306  -2.4507e-06  -2.4556e-06
     0.93878  -2.4468e-06  -2.4626e-06
     0.84694  -2.4555e-06  -2.4433e-06
      0.7551  -2.4734e-06  -2.4676e-06
     0.66327   -2.466e-06  -2.4573e-06
     0.57143    -2.49e-06  -2.4864e-06
     0.47959   -2.485e-06  -2.4943e-06
     0.38776  -2.4716e-06  -2.4836e-06
     0.29592  -2.4891e-06  -2.4927e-06
     0.20408     -2.5e-06   -2.489e-06
     0.11224  -2.5162e-06  -2.5084e-06
    0.020408  -2.5062e-06   2.3642e-06
   -0.071429  -2.5371e-06  -1.2963e-06
    -0.16327  -2.5561e-06   -2.117e-06
     -0.2551  -2.5792e-06  -2.3209e-06
    -0.34694   -2.617e-06  -2.3988e-06
    -0.43878  -2.6702e-06  -2.4198e-06
    -0.53061  -2.6882e-06  -2.4298e-06
    -0.62245  -2.7103e-06  -2.4607e-06
    -0.71429  -2.7232e-06  -2.4327e-06
    -0.80612  -2.6871e-06  -2.4495e-06
    -0.89796  -2.7063e-06  -2.4377e-06
     -0.9898  -2.6679e-06  -2.4653e-06
     -1.0816  -2.6478e-06  -2.4576e-06
     -1.1735  -2.6583e-06  -2.4858e-06
     -1.2653  -2.6547e-06  -2.4806e-06
     -1.3571   -2.686e-06  -2.4879e-06
      -1.449  -2.6737e-06  -2.4815e-06
     -1.5408  -2.7099e-06  -2.4855e-06
     -1.6327  -2.6713e-06  -2.4953e-06
     -1.7245  -2.6409e-06  -2.4701e-06
     -1.8163  -2.6108e-06   -2.498e-06
     -1.9082  -2.5911e-06  -2.4914e-06
          -2  -2.5876e-06  -2.5279e-06
     -1.9082   1.1434e-06   1.1631e-06
     -1.8163   2.0609e-06   2.0771e-06
     -1.7245   2.2841e-06   2.2736e-06
     -1.6327   2.2855e-06   2.3026e-06
     -1.5408   2.3278e-06   2.3321e-06
      -1.449   2.3112e-06   2.3071e-06
     -1.3571   2.3456e-06   2.3408e-06
     -1.2653   2.3264e-06   2.3244e-06
     -1.1735   2.3244e-06   2.3302e-06
     -1.0816   2.3369e-06   2.3394e-06
     -0.9898   2.3278e-06   2.3189e-06
    -0.89796   2.3756e-06   2.3701e-06
    -0.80612   2.3577e-06   2.3459e-06
