  Measurement Number     Measurement type
                  11               PQPUND

      Measurement ID                     
       739688.756164                     

          First Bias          Second Bias                Steps           Repetition
                 2.8                 -2.7                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               5e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
        0.05   1.9233e-06   1.8999e-06
     0.16224   1.9773e-06   1.9714e-06
     0.27449   1.9684e-06   1.9639e-06
     0.38673   1.9827e-06   1.9713e-06
     0.49898   1.9822e-06   1.9737e-06
     0.61122     1.99e-06   1.9733e-06
     0.72347   2.0166e-06   1.9861e-06
     0.83571   2.0065e-06   1.9779e-06
     0.94796   2.0351e-06   1.9974e-06
      1.0602   2.0406e-06   1.9844e-06
      1.1724   2.0671e-06   1.9789e-06
      1.2847   2.1008e-06   2.0008e-06
      1.3969   2.1185e-06   1.9976e-06
      1.5092    2.165e-06   2.0072e-06
      1.6214   2.1789e-06   2.0025e-06
      1.7337   2.2208e-06   2.0232e-06
      1.8459   2.2538e-06   2.0154e-06
      1.9582   2.3311e-06   2.0206e-06
      2.0704   2.4118e-06    2.027e-06
      2.1827   2.4059e-06   2.0364e-06
      2.2949   2.3621e-06   2.0534e-06
      2.4071   2.2995e-06   2.0611e-06
      2.5194   2.2546e-06   2.0814e-06
      2.6316   2.2234e-06   2.1101e-06
      2.7439   2.2677e-06   2.1797e-06
      2.7439  -1.8097e-06  -1.7937e-06
      2.6316  -1.8806e-06  -1.8677e-06
      2.5194  -1.8911e-06  -1.8792e-06
      2.4071  -1.9155e-06  -1.8994e-06
      2.2949  -1.9313e-06  -1.9159e-06
      2.1827  -1.9567e-06  -1.9452e-06
      2.0704  -1.9384e-06  -1.9203e-06
      1.9582  -1.9635e-06  -1.9605e-06
      1.8459  -1.9566e-06  -1.9458e-06
      1.7337  -1.9638e-06  -1.9579e-06
      1.6214  -1.9757e-06  -1.9654e-06
      1.5092  -1.9716e-06  -1.9656e-06
      1.3969  -1.9869e-06   -1.989e-06
      1.2847  -1.9715e-06  -1.9674e-06
      1.1724   -1.986e-06  -1.9756e-06
      1.0602   -1.975e-06  -1.9751e-06
     0.94796  -1.9917e-06  -1.9933e-06
     0.83571  -1.9855e-06  -1.9757e-06
     0.72347  -1.9929e-06  -1.9874e-06
     0.61122  -2.0081e-06  -2.0096e-06
     0.49898  -1.9989e-06   -1.994e-06
     0.38673  -2.0093e-06  -2.0048e-06
     0.27449  -2.0085e-06  -1.9982e-06
     0.16224  -2.0374e-06  -2.0233e-06
        0.05  -2.0443e-06  -2.0356e-06
   -0.062245  -2.0259e-06  -1.8898e-06
    -0.17449  -2.0637e-06  -1.9595e-06
    -0.28673  -2.1007e-06   -1.963e-06
    -0.39898  -2.1469e-06  -1.9588e-06
    -0.51122  -2.1889e-06  -1.9647e-06
    -0.62347  -2.2359e-06   -1.968e-06
    -0.73571  -2.2849e-06  -1.9747e-06
    -0.84796  -2.2679e-06  -1.9658e-06
     -0.9602   -2.242e-06  -1.9867e-06
     -1.0724  -2.2058e-06  -1.9833e-06
     -1.1847  -2.1718e-06   -1.975e-06
     -1.2969  -2.1689e-06  -1.9849e-06
     -1.4092  -2.1775e-06  -1.9888e-06
     -1.5214   -2.185e-06  -1.9974e-06
     -1.6337  -2.1585e-06  -1.9904e-06
     -1.7459  -2.1292e-06  -1.9985e-06
     -1.8582  -2.0988e-06   -1.998e-06
     -1.9704  -2.0965e-06  -2.0042e-06
     -2.0827    -2.09e-06    -2.01e-06
     -2.1949  -2.0701e-06  -2.0004e-06
     -2.3071  -2.0723e-06  -2.0232e-06
     -2.4194  -2.0611e-06  -2.0103e-06
     -2.5316  -2.0728e-06  -2.0123e-06
     -2.6439  -2.0691e-06  -2.0353e-06
     -2.6439    1.884e-06   1.8879e-06
     -2.5316   1.9455e-06   1.9534e-06
     -2.4194    1.947e-06   1.9593e-06
     -2.3071   1.9735e-06   1.9629e-06
     -2.1949   1.9656e-06    1.967e-06
     -2.0827   1.9546e-06   1.9709e-06
     -1.9704   1.9709e-06    1.969e-06
     -1.8582   1.9768e-06   1.9701e-06
     -1.7459   1.9653e-06   1.9665e-06
     -1.6337   1.9733e-06   1.9704e-06
     -1.5214   1.9622e-06    1.977e-06
     -1.4092   1.9846e-06   1.9859e-06
     -1.2969   1.9771e-06   1.9688e-06
     -1.1847   1.9773e-06   1.9833e-06
     -1.0724   1.9793e-06   1.9837e-06
     -0.9602    1.987e-06   1.9694e-06
    -0.84796   1.9882e-06   1.9847e-06
    -0.73571   1.9703e-06   1.9879e-06
    -0.62347    2.001e-06   2.0002e-06
    -0.51122   1.9981e-06    1.981e-06
    -0.39898   1.9832e-06   1.9931e-06
    -0.28673   1.9945e-06   1.9986e-06
    -0.17449   2.0027e-06   1.9969e-06
   -0.062245   2.0078e-06   2.0033e-06
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
  -0.0061224  -3.8111e-07  -9.6753e-07
     0.10612   8.5553e-07    8.291e-07
     0.21837   8.8001e-07   8.6765e-07
     0.33061   8.6847e-07   8.6344e-07
     0.44286   8.8228e-07   8.7632e-07
      0.5551   8.8193e-07   8.6513e-07
     0.66735   8.9187e-07   8.7652e-07
     0.77959   9.0292e-07   8.8779e-07
     0.89184   9.0165e-07   8.7486e-07
      1.0041   9.1537e-07   8.8041e-07
      1.1163   9.2868e-07   8.8472e-07
      1.2286   9.4963e-07   8.9326e-07
      1.3408   9.5598e-07   8.8839e-07
      1.4531   9.8537e-07   8.9327e-07
      1.5653   1.0206e-06   9.0129e-07
      1.6776    1.035e-06   9.0482e-07
      1.7898   1.0503e-06   9.1415e-07
       1.902   1.0977e-06   8.9995e-07
      2.0143    1.168e-06   9.1533e-07
      2.1265   1.2064e-06   9.2864e-07
      2.2388   1.2068e-06   9.3326e-07
       2.351   1.1659e-06   9.4201e-07
      2.4633    1.122e-06     9.58e-07
      2.5755   1.1048e-06   9.8236e-07
      2.6878    1.082e-06   9.9299e-07
         2.8   1.1463e-06   1.0739e-06
      2.6878  -7.5425e-07  -7.5222e-07
      2.5755  -8.1809e-07  -8.0124e-07
      2.4633  -8.4396e-07  -8.3205e-07
       2.351  -8.5621e-07  -8.4531e-07
      2.2388  -8.6398e-07  -8.5984e-07
      2.1265   -8.874e-07  -8.6738e-07
      2.0143   -8.826e-07  -8.7844e-07
       1.902  -8.9519e-07  -8.9336e-07
      1.7898  -8.8921e-07  -8.8613e-07
      1.6776  -8.9409e-07  -8.9422e-07
      1.5653  -9.0583e-07  -9.0918e-07
      1.4531  -9.1571e-07  -9.0935e-07
      1.3408  -9.0925e-07  -9.0922e-07
      1.2286  -9.1204e-07   -9.056e-07
      1.1163  -9.1969e-07  -9.1249e-07
      1.0041  -9.0878e-07  -9.1108e-07
     0.89184  -9.2292e-07  -9.2596e-07
     0.77959   -9.282e-07  -9.1885e-07
     0.66735  -9.2928e-07  -9.2412e-07
      0.5551  -9.3313e-07  -9.3688e-07
     0.44286  -9.3521e-07  -9.2676e-07
     0.33061  -9.4696e-07   -9.374e-07
     0.21837  -9.4484e-07  -9.4509e-07
     0.10612  -9.6014e-07  -9.5171e-07
  -0.0061224  -9.4539e-07   8.9223e-07
    -0.11837  -9.6494e-07  -8.6224e-07
    -0.23061  -9.8849e-07  -8.9343e-07
    -0.34286  -1.0136e-06  -8.8729e-07
     -0.4551  -1.0515e-06  -9.0554e-07
    -0.56735  -1.0914e-06  -9.0573e-07
    -0.67959  -1.1288e-06  -9.0794e-07
    -0.79184   -1.143e-06  -9.0769e-07
    -0.90408  -1.1343e-06  -9.1057e-07
     -1.0163  -1.1164e-06  -9.1238e-07
     -1.1286  -1.0926e-06  -9.1905e-07
     -1.2408  -1.0721e-06  -9.1683e-07
     -1.3531  -1.0604e-06  -9.2413e-07
     -1.4653  -1.0694e-06   -9.279e-07
     -1.5776  -1.0794e-06  -9.2455e-07
     -1.6898  -1.0476e-06  -9.2398e-07
      -1.802  -1.0262e-06  -9.3801e-07
     -1.9143  -1.0194e-06  -9.3738e-07
     -2.0265  -1.0141e-06   -9.347e-07
     -2.1388  -1.0008e-06  -9.3917e-07
