  Measurement Number     Measurement type
                   4               PQPUND

      Measurement ID                     
       739688.754663                     

          First Bias          Second Bias                Steps           Repetition
                 2.5                   -2                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
    0.066327   4.8194e-06   3.1467e-06
     0.15816   5.5302e-06   5.0705e-06
        0.25   5.6512e-06   5.5451e-06
     0.34184   5.6879e-06   5.5789e-06
     0.43367    5.689e-06   5.6378e-06
     0.52551   5.6925e-06   5.6074e-06
     0.61735   5.6948e-06   5.7061e-06
     0.70918    5.719e-06   5.5981e-06
     0.80102    5.675e-06   5.6668e-06
     0.89286   5.6815e-06   5.6146e-06
     0.98469   5.7311e-06   5.6581e-06
      1.0765   5.7768e-06   5.6906e-06
      1.1684   5.8747e-06   5.7293e-06
      1.2602   5.8255e-06   5.6851e-06
       1.352   5.8266e-06    5.723e-06
      1.4439   5.9095e-06    5.719e-06
      1.5357    5.868e-06   5.6651e-06
      1.6276   5.9376e-06   5.7146e-06
      1.7194    5.948e-06   5.8157e-06
      1.8112   5.9468e-06    5.691e-06
      1.9031   5.9624e-06   5.7814e-06
      1.9949     5.97e-06   5.7554e-06
      2.0867   5.9649e-06   5.7844e-06
      2.1786   5.9822e-06    5.774e-06
      2.2704   6.1261e-06    5.809e-06
      2.3622   6.4787e-06   5.8564e-06
      2.4541   6.6406e-06    5.969e-06
      2.4541  -3.7566e-06  -3.8623e-06
      2.3622  -5.5273e-06  -5.5734e-06
      2.2704  -5.9524e-06  -5.9729e-06
      2.1786  -6.0814e-06  -6.1118e-06
      2.0867  -6.1588e-06  -6.1516e-06
      1.9949   -6.194e-06  -6.0914e-06
      1.9031  -6.1681e-06  -6.2062e-06
      1.8112    -6.23e-06  -6.1681e-06
      1.7194  -6.2057e-06  -6.1836e-06
      1.6276  -6.1781e-06  -6.2216e-06
      1.5357  -6.2183e-06  -6.2111e-06
      1.4439  -6.1773e-06  -6.2107e-06
       1.352  -6.2864e-06  -6.2674e-06
