  Measurement Number     Measurement type
                  18               PQPUND

      Measurement ID                     
       739688.759118                     

          First Bias          Second Bias                Steps           Repetition
                 2.8                 -2.7                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
              0.0001                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
        0.05   1.0113e-06   9.5035e-07
     0.16224   1.3167e-06    1.347e-06
     0.27449   1.8368e-06   2.0208e-06
     0.38673   2.5181e-06    2.817e-06
     0.49898   3.5845e-06     3.94e-06
     0.61122   4.8346e-06    5.347e-06
     0.72347   6.4318e-06   6.8739e-06
     0.83571   8.1811e-06   8.6109e-06
     0.94796   1.0223e-05   1.0782e-05
      1.0602   1.2601e-05   1.3162e-05
      1.1724   1.5279e-05    1.583e-05
      1.2847   1.8448e-05   1.9083e-05
      1.3969   2.2005e-05   2.2691e-05
      1.5092   2.6428e-05   2.7197e-05
      1.6214   3.1485e-05   3.2486e-05
      1.7337   3.8131e-05   3.9231e-05
      1.8459    4.638e-05    4.782e-05
      1.9582   5.7402e-05   5.9336e-05
      2.0704   7.3209e-05   7.5647e-05
      2.1827   9.6146e-05   9.9847e-05
      2.2949   0.00013139    0.0001365
      2.4071   0.00018324   0.00018891
      2.5194   0.00025038    0.0002537
      2.6316   0.00032095   0.00032274
      2.7439   0.00039268     0.000392
      2.7439   0.00032851   0.00032664
      2.6316   0.00025826   0.00025671
      2.5194   0.00019301   0.00019197
      2.4071   0.00013963    0.0001381
      2.2949    0.0001011   0.00010013
      2.1827   7.5988e-05   7.5017e-05
      2.0704   5.8934e-05   5.8381e-05
      1.9582      4.7e-05   4.6525e-05
      1.8459   3.8046e-05   3.7686e-05
      1.7337   3.1075e-05   3.0793e-05
      1.6214   2.5735e-05   2.5456e-05
      1.5092   2.1061e-05   2.0944e-05
      1.3969   1.7469e-05   1.7261e-05
      1.2847   1.4146e-05   1.3991e-05
      1.1724   1.1446e-05   1.1253e-05
      1.0602   8.9805e-06   8.9173e-06
     0.94796   6.8323e-06   6.8059e-06
     0.83571   5.0206e-06   4.9133e-06
     0.72347    3.392e-06   3.2693e-06
     0.61122   2.0687e-06    2.035e-06
     0.49898   8.9415e-07   9.2972e-07
     0.38673    3.218e-08  -4.9652e-10
     0.27449  -5.9691e-07  -6.3564e-07
     0.16224  -1.0189e-06  -1.0506e-06
        0.05  -1.3734e-06  -1.2692e-06
   -0.062245  -1.5363e-06  -1.4517e-06
    -0.17449  -1.9794e-06  -1.7565e-06
    -0.28673  -2.5205e-06  -2.1664e-06
    -0.39898  -3.2721e-06  -2.8254e-06
    -0.51122  -4.1988e-06  -3.5504e-06
    -0.62347  -5.3078e-06  -4.5483e-06
    -0.73571  -6.6044e-06  -5.6443e-06
    -0.84796  -8.0814e-06  -6.9164e-06
     -0.9602  -9.8577e-06  -8.3885e-06
     -1.0724  -1.2026e-05  -1.0337e-05
     -1.1847  -1.4304e-05  -1.2484e-05
     -1.2969  -1.6949e-05  -1.4729e-05
     -1.4092  -1.9985e-05  -1.7428e-05
     -1.5214  -2.3529e-05  -2.0639e-05
     -1.6337  -2.7677e-05  -2.4374e-05
     -1.7459  -3.3022e-05  -2.9058e-05
     -1.8582  -3.9717e-05  -3.4712e-05
     -1.9704  -4.7779e-05  -4.2033e-05
     -2.0827  -5.8478e-05  -5.1501e-05
     -2.1949  -7.2912e-05  -6.4012e-05
     -2.3071  -9.2201e-05  -8.1779e-05
     -2.4194   -0.0001177  -0.00010667
     -2.5316  -0.00015094   -0.0001417
     -2.6439  -0.00019024  -0.00018451
     -2.6439   -0.0001443  -0.00014125
     -2.5316  -0.00010778  -0.00010591
     -2.4194  -8.1612e-05  -8.0522e-05
     -2.3071  -6.3399e-05  -6.2479e-05
     -2.1949  -5.0338e-05   -4.986e-05
     -2.0827  -4.0654e-05  -4.0243e-05
     -1.9704  -3.3264e-05  -3.2913e-05
     -1.8582  -2.7452e-05  -2.7158e-05
     -1.7459  -2.2796e-05  -2.2573e-05
     -1.6337  -1.8879e-05   -1.869e-05
     -1.5214  -1.5664e-05  -1.5461e-05
     -1.4092  -1.2994e-05  -1.2775e-05
     -1.2969  -1.0464e-05  -1.0407e-05
     -1.1847  -8.4753e-06  -8.3295e-06
     -1.0724   -6.504e-06  -6.3601e-06
     -0.9602  -4.9553e-06  -4.9794e-06
    -0.84796  -3.6929e-06  -3.6109e-06
    -0.73571  -2.5313e-06  -2.5424e-06
    -0.62347  -1.5564e-06  -1.5716e-06
    -0.51122  -8.0205e-07  -7.9895e-07
    -0.39898  -1.5155e-07  -1.9698e-07
    -0.28673   2.6415e-07   2.9218e-07
    -0.17449   6.5197e-07   5.6605e-07
   -0.062245   8.3606e-07   8.1211e-07
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
  -0.0061224  -5.5303e-07  -7.3634e-07
     0.10612   3.9296e-07   4.2021e-07
     0.21837   7.5549e-07   8.6253e-07
     0.33061   1.3018e-06   1.4601e-06
     0.44286   2.0213e-06   2.3088e-06
      0.5551   3.0928e-06   3.4223e-06
     0.66735   4.3475e-06   4.7306e-06
     0.77959   5.8807e-06   6.3501e-06
     0.89184   7.6713e-06   8.1553e-06
      1.0041   9.7404e-06   1.0332e-05
      1.1163   1.2108e-05     1.27e-05
      1.2286   1.4853e-05   1.5416e-05
      1.3408   1.8029e-05   1.8634e-05
      1.4531   2.1636e-05   2.2333e-05
      1.5653   2.5959e-05   2.6848e-05
      1.6776   3.1229e-05   3.2139e-05
      1.7898   3.7884e-05   3.8988e-05
       1.902   4.6332e-05    4.778e-05
      2.0143   5.7537e-05   5.9449e-05
      2.1265   7.3595e-05   7.6082e-05
      2.2388   9.6998e-05   0.00010085
       2.351   0.00013293   0.00013831
      2.4633   0.00018589   0.00019154
      2.5755   0.00025344   0.00025693
      2.6878   0.00032422   0.00032597
         2.8   0.00039577   0.00039501
