  Measurement Number     Measurement type
                  12               PQPUND

      Measurement ID                     
       739688.756544                     

          First Bias          Second Bias                Steps           Repetition
                 2.8                 -2.7                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
              0.0001                1e-05                1e-05                1e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
        0.05   9.8478e-07   9.7642e-07
     0.16224   1.0019e-06   1.0017e-06
     0.27449   9.9895e-07   9.7849e-07
     0.38673   9.9799e-07   9.9434e-07
     0.49898   1.0048e-06    9.999e-07
     0.61122   1.0197e-06   9.9739e-07
     0.72347   1.0121e-06   9.9552e-07
     0.83571   1.0131e-06   1.0019e-06
     0.94796   1.0325e-06    1.011e-06
      1.0602   1.0428e-06    1.004e-06
      1.1724   1.0481e-06   1.0026e-06
      1.2847   1.0714e-06   1.0179e-06
      1.3969   1.0906e-06   1.0075e-06
      1.5092   1.1157e-06   1.0254e-06
      1.6214   1.1244e-06    1.022e-06
      1.7337   1.1508e-06   1.0217e-06
      1.8459    1.171e-06   1.0229e-06
      1.9582   1.2219e-06   1.0276e-06
      2.0704   1.2468e-06   1.0387e-06
      2.1827   1.2251e-06   1.0405e-06
      2.2949    1.208e-06   1.0513e-06
      2.4071   1.1845e-06   1.0663e-06
      2.5194   1.1627e-06    1.065e-06
      2.6316   1.1587e-06   1.0896e-06
      2.7439   1.1834e-06   1.1402e-06
      2.7439  -9.0433e-07  -9.1875e-07
      2.6316  -9.2103e-07    -9.37e-07
      2.5194  -9.4298e-07  -9.4682e-07
      2.4071  -9.4966e-07  -9.5827e-07
      2.2949  -9.6288e-07  -9.7442e-07
      2.1827    -9.82e-07  -9.8162e-07
      2.0704  -9.6519e-07   -9.695e-07
      1.9582  -9.9257e-07  -9.9653e-07
      1.8459  -9.9332e-07  -9.9448e-07
      1.7337   -9.915e-07  -9.8846e-07
      1.6214  -9.9372e-07   -9.978e-07
      1.5092  -1.0078e-06  -1.0019e-06
      1.3969  -1.0072e-06  -1.0007e-06
      1.2847  -9.9818e-07  -1.0047e-06
      1.1724  -1.0163e-06  -1.0086e-06
      1.0602  -1.0085e-06  -1.0015e-06
     0.94796  -1.0117e-06  -1.0075e-06
     0.83571  -1.0096e-06  -1.0086e-06
     0.72347  -1.0176e-06  -1.0063e-06
     0.61122  -1.0161e-06  -1.0179e-06
     0.49898  -1.0143e-06  -1.0218e-06
     0.38673  -1.0195e-06  -1.0207e-06
     0.27449  -1.0184e-06  -1.0153e-06
     0.16224  -1.0265e-06  -1.0333e-06
        0.05  -1.0555e-06   -1.046e-06
   -0.062245  -1.0314e-06  -9.9076e-07
    -0.17449  -1.0446e-06  -9.9654e-07
    -0.28673  -1.0763e-06  -1.0015e-06
    -0.39898  -1.0988e-06  -1.0004e-06
    -0.51122  -1.1225e-06  -1.0024e-06
    -0.62347   -1.144e-06  -9.8425e-07
    -0.73571  -1.1763e-06  -1.0052e-06
    -0.84796  -1.1646e-06  -1.0054e-06
     -0.9602  -1.1665e-06  -1.0068e-06
     -1.0724  -1.1436e-06  -1.0177e-06
     -1.1847  -1.1212e-06  -1.0109e-06
     -1.2969   -1.118e-06  -1.0142e-06
     -1.4092  -1.1241e-06  -1.0156e-06
     -1.5214  -1.1241e-06  -1.0289e-06
     -1.6337  -1.1055e-06  -1.0134e-06
     -1.7459   -1.095e-06  -1.0233e-06
     -1.8582  -1.0731e-06  -1.0255e-06
     -1.9704  -1.0722e-06  -1.0309e-06
     -2.0827  -1.0785e-06  -1.0246e-06
     -2.1949  -1.0616e-06  -1.0298e-06
     -2.3071  -1.0636e-06  -1.0396e-06
     -2.4194  -1.0627e-06  -1.0165e-06
     -2.5316  -1.0718e-06  -1.0442e-06
     -2.6439  -1.0655e-06  -1.0528e-06
     -2.6439    9.674e-07   9.7249e-07
     -2.5316   9.6691e-07   9.8116e-07
     -2.4194    9.749e-07    9.781e-07
     -2.3071   9.9079e-07   9.9227e-07
     -2.1949   9.8792e-07   9.9578e-07
     -2.0827   9.8789e-07    9.888e-07
     -1.9704   9.9752e-07   9.9126e-07
     -1.8582   9.9989e-07    1.003e-06
     -1.7459   9.8584e-07   9.9163e-07
     -1.6337   9.9792e-07    9.927e-07
     -1.5214   9.7746e-07   9.9295e-07
     -1.4092    1.007e-06   1.0121e-06
     -1.2969    9.975e-07   9.9382e-07
     -1.1847   1.0004e-06   9.9985e-07
     -1.0724   1.0006e-06   1.0029e-06
     -0.9602   1.0014e-06    9.932e-07
    -0.84796   1.0092e-06   1.0074e-06
    -0.73571   9.9721e-07    1.007e-06
    -0.62347   1.0093e-06   1.0067e-06
    -0.51122   1.0068e-06   1.0018e-06
    -0.39898    1.002e-06    1.008e-06
    -0.28673   1.0041e-06   1.0114e-06
    -0.17449   1.0197e-06   1.0104e-06
   -0.062245   1.0221e-06   1.0188e-06
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
  -0.0061224  -3.7658e-07  -5.0221e-07
     0.10612   4.3913e-07   4.3539e-07
     0.21837   4.5817e-07    4.442e-07
     0.33061   4.4301e-07   4.3409e-07
     0.44286   4.4904e-07    4.515e-07
      0.5551   4.5476e-07   4.5059e-07
     0.66735   4.5838e-07    4.477e-07
     0.77959   4.6122e-07   4.5186e-07
     0.89184   4.6577e-07   4.5233e-07
      1.0041    4.825e-07   4.5481e-07
      1.1163   4.7513e-07   4.5751e-07
      1.2286   4.9254e-07   4.6107e-07
      1.3408   5.1534e-07   4.6067e-07
      1.4531   5.1954e-07   4.5333e-07
      1.5653   5.4116e-07   4.6516e-07
      1.6776   5.5521e-07   4.6933e-07
      1.7898   5.7408e-07    4.619e-07
       1.902    5.952e-07   4.6742e-07
      2.0143   6.3999e-07   4.8165e-07
      2.1265   6.4536e-07   4.7773e-07
      2.2388   6.4292e-07   4.8353e-07
       2.351   6.2442e-07   5.0743e-07
      2.4633   6.1438e-07   5.1347e-07
      2.5755   5.9866e-07     5.18e-07
      2.6878   5.9436e-07   5.3713e-07
         2.8   6.2266e-07   5.7962e-07
      2.6878  -3.7082e-07  -3.8173e-07
      2.5755  -3.8426e-07  -3.8858e-07
      2.4633  -3.9144e-07  -4.0429e-07
       2.351  -4.0302e-07  -4.2663e-07
      2.2388  -4.2776e-07  -4.2986e-07
      2.1265  -4.4106e-07  -4.3891e-07
      2.0143  -4.3792e-07  -4.4439e-07
       1.902  -4.5523e-07  -4.4711e-07
      1.7898  -4.5342e-07  -4.3902e-07
      1.6776  -4.4824e-07  -4.4997e-07
      1.5653  -4.6121e-07  -4.5785e-07
      1.4531  -4.6179e-07  -4.5036e-07
      1.3408  -4.5882e-07  -4.5893e-07
      1.2286   -4.614e-07  -4.6085e-07
      1.1163  -4.6952e-07  -4.6158e-07
      1.0041  -4.5979e-07  -4.5467e-07
     0.89184  -4.6918e-07  -4.7597e-07
     0.77959  -4.7466e-07  -4.7377e-07
     0.66735  -4.6315e-07   -4.659e-07
      0.5551   -4.684e-07  -4.7821e-07
     0.44286  -4.7694e-07  -4.7516e-07
     0.33061  -4.8387e-07  -4.8161e-07
     0.21837  -4.7576e-07  -4.6905e-07
     0.10612  -4.9684e-07  -4.7617e-07
  -0.0061224  -4.8126e-07   4.5255e-07
    -0.11837  -4.8467e-07   -4.514e-07
    -0.23061  -5.0536e-07  -4.4767e-07
    -0.34286  -5.2036e-07  -4.6202e-07
     -0.4551   -5.378e-07  -4.6092e-07
    -0.56735  -5.6534e-07  -4.4319e-07
    -0.67959  -5.9333e-07  -4.5865e-07
    -0.79184  -6.0348e-07   -4.674e-07
    -0.90408  -6.0226e-07  -4.5704e-07
     -1.0163  -5.9866e-07  -4.6346e-07
     -1.1286  -5.7314e-07   -4.703e-07
     -1.2408  -5.5403e-07  -4.7532e-07
     -1.3531  -5.6109e-07  -4.6869e-07
     -1.4653  -5.6098e-07  -4.7165e-07
     -1.5776  -5.6027e-07  -4.7903e-07
     -1.6898  -5.5205e-07  -4.6775e-07
      -1.802    -5.45e-07  -4.7818e-07
     -1.9143   -5.308e-07  -4.7844e-07
     -2.0265   -5.291e-07  -4.7699e-07
     -2.1388  -5.2665e-07  -4.8682e-07
      -2.251  -5.1581e-07  -4.7964e-07
     -2.3633  -5.1988e-07  -4.8439e-07
     -2.4755   -5.131e-07  -4.8411e-07
     -2.5878  -5.1885e-07  -5.0356e-07
        -2.7  -5.2025e-07  -5.0816e-07
     -2.5878    4.058e-07   4.1969e-07
     -2.4755   4.3037e-07   4.1969e-07
     -2.3633   4.2858e-07   4.1843e-07
      -2.251   4.2975e-07   4.4128e-07
     -2.1388   4.3636e-07   4.3226e-07
     -2.0265   4.4204e-07   4.3101e-07
     -1.9143     4.41e-07    4.428e-07
      -1.802   4.3087e-07   4.4456e-07
     -1.6898   4.4324e-07    4.428e-07
     -1.5776   4.4171e-07   4.4842e-07
     -1.4653   4.4371e-07   4.4055e-07
