  Measurement Number     Measurement type
                  11           CVSweepNew

      Measurement ID             SeriesID
       739688.772134                    0

         MeasureMode                Start                 Stop
                   1                    0                   -1

                Step           Sweep mode            Frequency
                0.05                    3                 1000

            AC level                Abort          After abort
                0.05                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                  42

     Voltage   Resistance    Reactance      ACLevel    Frequency
4.5520e-03 4.8540e+07 4.7995e+05 3.4955e-02 1.0000e+03
-4.5336e-02 4.6732e+07 4.8005e+05 3.4953e-02 1.0000e+03
-9.5064e-02 4.0874e+07 4.7997e+05 3.4955e-02 1.0000e+03
-1.4494e-01 3.4701e+07 4.7980e+05 3.4955e-02 1.0000e+03
-1.9505e-01 2.7479e+07 4.7963e+05 3.4956e-02 1.0000e+03
-2.4571e-01 2.3851e+07 4.7936e+05 3.4955e-02 1.0000e+03
-2.9562e-01 2.0911e+07 4.7895e+05 3.4956e-02 1.0000e+03
-3.4548e-01 1.8445e+07 4.7892e+05 3.4955e-02 1.0000e+03
-3.9541e-01 1.5714e+07 4.7842e+05 3.4955e-02 1.0000e+03
-4.4495e-01 1.4174e+07 4.7789e+05 3.4955e-02 1.0000e+03
-4.9593e-01 1.3036e+07 4.7770e+05 3.4955e-02 1.0000e+03
-5.4582e-01 1.1894e+07 4.7711e+05 3.4956e-02 1.0000e+03
-5.9561e-01 1.1035e+07 4.7664e+05 3.4955e-02 1.0000e+03
-6.4564e-01 1.0015e+07 4.7579e+05 3.4954e-02 1.0000e+03
-6.9521e-01 9.4969e+06 4.7565e+05 3.4956e-02 1.0000e+03
-7.4636e-01 8.9845e+06 4.7470e+05 3.4955e-02 1.0000e+03
-7.9610e-01 8.5710e+06 4.7425e+05 3.4955e-02 1.0000e+03
-8.4603e-01 8.2447e+06 4.7356e+05 3.4954e-02 1.0000e+03
-8.9607e-01 7.9561e+06 4.7249e+05 3.4955e-02 1.0000e+03
-9.4564e-01 7.7948e+06 4.7208e+05 3.4956e-02 1.0000e+03
-9.9656e-01 7.7986e+06 4.7102e+05 3.4956e-02 1.0000e+03
-9.9643e-01 7.6769e+06 4.7192e+05 3.4955e-02 1.0000e+03
-9.4556e-01 7.7150e+06 4.7158e+05 3.4955e-02 1.0000e+03
-8.9602e-01 7.8857e+06 4.7342e+05 3.4956e-02 1.0000e+03
-8.4607e-01 8.1315e+06 4.7346e+05 3.4955e-02 1.0000e+03
-7.9601e-01 8.5449e+06 4.7482e+05 3.4955e-02 1.0000e+03
-7.4636e-01 8.9788e+06 4.7501e+05 3.4956e-02 1.0000e+03
-6.9520e-01 9.5503e+06 4.7586e+05 3.4956e-02 1.0000e+03
-6.4560e-01 1.0147e+07 4.7619e+05 3.4955e-02 1.0000e+03
-5.9566e-01 1.0768e+07 4.7674e+05 3.4956e-02 1.0000e+03
-5.4587e-01 1.1721e+07 4.7734e+05 3.4957e-02 1.0000e+03
-4.9581e-01 1.2639e+07 4.7775e+05 3.4956e-02 1.0000e+03
-4.4507e-01 1.4123e+07 4.7822e+05 3.4955e-02 1.0000e+03
-3.9535e-01 1.5597e+07 4.7857e+05 3.4956e-02 1.0000e+03
-3.4541e-01 1.7666e+07 4.7874e+05 3.4955e-02 1.0000e+03
-2.9560e-01 2.0140e+07 4.7922e+05 3.4956e-02 1.0000e+03
-2.4574e-01 2.2910e+07 4.7929e+05 3.4955e-02 1.0000e+03
-1.9502e-01 2.7227e+07 4.7944e+05 3.4955e-02 1.0000e+03
-1.4501e-01 3.1460e+07 4.7959e+05 3.4956e-02 1.0000e+03
-9.4984e-02 3.7268e+07 4.7958e+05 3.4955e-02 1.0000e+03
-4.5168e-02 4.2209e+07 4.7949e+05 3.4957e-02 1.0000e+03
4.6960e-03 4.5067e+07 4.7928e+05 3.4956e-02 1.0000e+03




