  Measurement Number     Measurement type
                  15           CVSweepNew

      Measurement ID             SeriesID
       739688.773774                    0

         MeasureMode                Start                 Stop
                   1                    0                   -1

                Step           Sweep mode            Frequency
                0.05                    3                 1000

            AC level                Abort          After abort
                0.05                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                  42

     Voltage   Resistance    Reactance      ACLevel    Frequency
4.9440e-03 4.7700e+07 4.8004e+05 3.4950e-02 1.0000e+03
-4.5008e-02 4.3819e+07 4.8011e+05 3.4949e-02 1.0000e+03
-9.4880e-02 3.8328e+07 4.8011e+05 3.4949e-02 1.0000e+03
-1.4472e-01 3.2451e+07 4.7989e+05 3.4949e-02 1.0000e+03
-1.9477e-01 2.7770e+07 4.7966e+05 3.4949e-02 1.0000e+03
-2.4551e-01 2.3799e+07 4.7941e+05 3.4950e-02 1.0000e+03
-2.9536e-01 2.0627e+07 4.7898e+05 3.4948e-02 1.0000e+03
-3.4527e-01 1.8332e+07 4.7873e+05 3.4950e-02 1.0000e+03
-3.9515e-01 1.6220e+07 4.7837e+05 3.4950e-02 1.0000e+03
-4.4494e-01 1.4468e+07 4.7794e+05 3.4950e-02 1.0000e+03
-4.9575e-01 1.3271e+07 4.7738e+05 3.4949e-02 1.0000e+03
-5.4562e-01 1.2096e+07 4.7712e+05 3.4949e-02 1.0000e+03
-5.9545e-01 1.1264e+07 4.7669e+05 3.4949e-02 1.0000e+03
-6.4527e-01 1.0659e+07 4.7616e+05 3.4950e-02 1.0000e+03
-6.9500e-01 9.6199e+06 4.7552e+05 3.4949e-02 1.0000e+03
-7.4600e-01 9.2047e+06 4.7481e+05 3.4950e-02 1.0000e+03
-7.9575e-01 8.8820e+06 4.7404e+05 3.4949e-02 1.0000e+03
-8.4582e-01 8.4262e+06 4.7351e+05 3.4949e-02 1.0000e+03
-8.9570e-01 7.9707e+06 4.7361e+05 3.4951e-02 1.0000e+03
-9.4532e-01 7.8317e+06 4.7178e+05 3.4950e-02 1.0000e+03
-9.9626e-01 7.7363e+06 4.7138e+05 3.4949e-02 1.0000e+03
-9.9632e-01 7.8899e+06 4.7088e+05 3.4949e-02 1.0000e+03
-9.4542e-01 8.0078e+06 4.7256e+05 3.4949e-02 1.0000e+03
-8.9568e-01 8.5784e+06 4.7332e+05 3.4950e-02 1.0000e+03
-8.4584e-01 9.0104e+06 4.7399e+05 3.4949e-02 1.0000e+03
-7.9581e-01 9.1597e+06 4.7445e+05 3.4949e-02 1.0000e+03
-7.4610e-01 9.8233e+06 4.7523e+05 3.4949e-02 1.0000e+03
-6.9511e-01 1.0258e+07 4.7574e+05 3.4949e-02 1.0000e+03
-6.4542e-01 1.0817e+07 4.7612e+05 3.4948e-02 1.0000e+03
-5.9547e-01 1.1710e+07 4.7690e+05 3.4949e-02 1.0000e+03
-5.4565e-01 1.2624e+07 4.7734e+05 3.4949e-02 1.0000e+03
-4.9562e-01 1.3761e+07 4.7781e+05 3.4949e-02 1.0000e+03
-4.4474e-01 1.5205e+07 4.7838e+05 3.4949e-02 1.0000e+03
-3.9517e-01 1.6747e+07 4.7862e+05 3.4950e-02 1.0000e+03
-3.4520e-01 1.8928e+07 4.7908e+05 3.4950e-02 1.0000e+03
-2.9538e-01 2.1363e+07 4.7921e+05 3.4950e-02 1.0000e+03
-2.4547e-01 2.4630e+07 4.7948e+05 3.4949e-02 1.0000e+03
-1.9460e-01 2.8750e+07 4.7945e+05 3.4949e-02 1.0000e+03
-1.4474e-01 3.2729e+07 4.7965e+05 3.4950e-02 1.0000e+03
-9.4896e-02 3.8801e+07 4.7966e+05 3.4950e-02 1.0000e+03
-4.5056e-02 4.4292e+07 4.7953e+05 3.4949e-02 1.0000e+03
4.9920e-03 4.6751e+07 4.7939e+05 3.4948e-02 1.0000e+03




