  Measurement Number     Measurement type
                  12           CVSweepNew

      Measurement ID             SeriesID
       739688.773100                    0

         MeasureMode                Start                 Stop
                   1                    0                   -1

                Step           Sweep mode            Frequency
                0.05                    3                 1000

            AC level                Abort          After abort
                0.05                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                  42

     Voltage   Resistance    Reactance      ACLevel    Frequency
5.0000e-03 3.2487e+09 4.5342e+09 3.4952e-02 1.0000e+03
-4.5048e-02 2.6587e+10 1.0754e+10 3.4952e-02 1.0000e+03
-9.4848e-02 3.5238e+09 -1.2584e+10 3.4954e-02 1.0000e+03
-1.4476e-01 1.2605e+10 3.9537e+09 3.4952e-02 1.0000e+03
-1.9482e-01 1.8785e+09 -3.7874e+09 3.4952e-02 1.0000e+03
-2.4549e-01 6.4833e+09 -1.2013e+10 3.4951e-02 1.0000e+03
-2.9528e-01 1.5010e+10 1.1361e+10 3.4952e-02 1.0000e+03
-3.4527e-01 2.6556e+09 2.1055e+10 3.4952e-02 1.0000e+03
-3.9522e-01 3.2740e+09 -2.3093e+10 3.4952e-02 1.0000e+03
-4.4474e-01 1.9612e+09 5.4668e+10 3.4952e-02 1.0000e+03
-4.9560e-01 -9.2402e+09 4.4462e+09 3.4952e-02 1.0000e+03
-5.4556e-01 2.4512e+09 -8.6341e+09 3.4952e-02 1.0000e+03
-5.9540e-01 -2.8733e+09 6.5453e+09 3.4952e-02 1.0000e+03
-6.4536e-01 1.0162e+10 8.2373e+09 3.4952e-02 1.0000e+03
-6.9503e-01 9.2302e+09 4.0754e+09 3.4951e-02 1.0000e+03
-7.4610e-01 2.0617e+09 3.2724e+09 3.4953e-02 1.0000e+03
-7.9580e-01 1.7390e+09 6.0272e+09 3.4953e-02 1.0000e+03
-8.4584e-01 -3.0603e+09 1.0107e+10 3.4951e-02 1.0000e+03
-8.9562e-01 3.6176e+09 6.2366e+09 3.4951e-02 1.0000e+03
-9.4540e-01 3.0333e+09 1.0377e+14 3.4952e-02 1.0000e+03
-9.9638e-01 1.7083e+09 4.1594e+09 3.4952e-02 1.0000e+03
-9.9636e-01 2.7620e+09 4.8347e+09 3.4951e-02 1.0000e+03
-9.4539e-01 -5.2283e+09 -1.5250e+11 3.4951e-02 1.0000e+03
-8.9570e-01 2.2896e+09 2.1059e+09 3.4952e-02 1.0000e+03
-8.4585e-01 2.6598e+09 -7.4904e+09 3.4953e-02 1.0000e+03
-7.9599e-01 2.5702e+09 2.1201e+09 3.4953e-02 1.0000e+03
-7.4606e-01 6.0401e+09 3.5394e+09 3.4952e-02 1.0000e+03
-6.9499e-01 1.9092e+09 7.5565e+09 3.4951e-02 1.0000e+03
-6.4538e-01 2.5187e+09 5.0633e+09 3.4952e-02 1.0000e+03
-5.9550e-01 3.8977e+09 -1.6291e+10 3.4951e-02 1.0000e+03
-5.4562e-01 6.6811e+09 -5.2871e+09 3.4952e-02 1.0000e+03
-4.9568e-01 1.0863e+10 1.3141e+10 3.4952e-02 1.0000e+03
-4.4478e-01 -2.3891e+10 -2.8599e+10 3.4953e-02 1.0000e+03
-3.9501e-01 3.3085e+09 2.7548e+09 3.4952e-02 1.0000e+03
-3.4514e-01 3.6098e+09 4.4738e+09 3.4952e-02 1.0000e+03
-2.9544e-01 6.3687e+09 4.7526e+09 3.4952e-02 1.0000e+03
-2.4544e-01 2.8544e+09 1.6499e+10 3.4952e-02 1.0000e+03
-1.9478e-01 1.1696e+10 -1.2913e+11 3.4951e-02 1.0000e+03
-1.4458e-01 3.5139e+09 -4.9395e+09 3.4952e-02 1.0000e+03
-9.4744e-02 9.3148e+09 -5.7458e+09 3.4951e-02 1.0000e+03
-4.4944e-02 1.4433e+09 7.7304e+09 3.4952e-02 1.0000e+03
4.9040e-03 1.7008e+09 -1.6345e+10 3.4951e-02 1.0000e+03




