  Measurement Number     Measurement type
                  11               PQPUND

      Measurement ID                     
       739688.752514                     

          First Bias          Second Bias                Steps           Repetition
                   4                   -4                  100                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                  198
    Voltages     CurrentP     CurrentC
           0   3.0835e-06   1.3502e-06
    0.080808   4.3436e-06   4.1394e-06
     0.16162   5.1562e-06   5.3973e-06
     0.24242   5.2273e-06   7.6087e-06
     0.32323   6.0615e-06   1.1423e-05
     0.40404   6.8254e-06   1.5233e-05
     0.48485   6.9062e-06   2.0855e-05
     0.56566   7.3167e-06   2.8052e-05
     0.64646      7.7e-06   3.5871e-05
     0.72727   8.7147e-06    4.596e-05
     0.80808   1.0588e-05   5.9572e-05
     0.88889   1.1949e-05   7.4345e-05
      0.9697   1.2252e-05   9.1053e-05
      1.0505   1.3356e-05   0.00011151
      1.1313   1.3638e-05   0.00013406
      1.2121   1.4632e-05   0.00016222
      1.2929   1.5291e-05   0.00019499
      1.3737   1.6562e-05   0.00023258
      1.4545    1.714e-05   0.00027735
      1.5354    1.815e-05   0.00032788
      1.6162   2.0613e-05   0.00038543
       1.697   2.1431e-05   0.00044865
      1.7778   2.2262e-05   0.00051665
      1.8586   2.4213e-05   0.00058955
      1.9394   2.6021e-05    0.0006653
      2.0202   2.7818e-05   0.00074499
       2.101   2.9975e-05   0.00082688
      2.1818   3.2289e-05   0.00091019
      2.2626    3.477e-05   0.00099662
      2.3434   3.7036e-05    0.0010838
      2.4242   3.8742e-05    0.0011723
      2.5051   4.3817e-05    0.0012613
      2.5859   5.2667e-05    0.0013508
      2.6667   6.4899e-05    0.0014421
      2.7475    7.763e-05    0.0015351
      2.8283   0.00010545    0.0016286
      2.9091   0.00015313    0.0017241
      2.9899   0.00019763     0.001822
      3.0707   0.00024369    0.0019195
      3.1515   0.00028915    0.0020162
      3.2323    0.0003263    0.0021156
      3.3131   0.00035941    0.0022141
      3.3939    0.0023369    0.0023037
      3.4747    0.0023971     0.002392
      3.5556    0.0024197    0.0024958
      3.6364     0.002408     0.002689
      3.7172    0.0023997    0.0028883
       3.798     0.002582    0.0030076
      3.8788      0.00373    0.0031842
      3.9596      0.00378    0.0039169
      3.9596     0.003587    0.0039335
      3.8788    0.0033365    0.0038033
       3.798    0.0030674    0.0036714
      3.7172     0.002854    0.0035158
      3.6364    0.0026911    0.0033914
      3.5556    0.0025545    0.0032667
      3.4747    0.0024352    0.0031448
      3.3939    0.0023224    0.0030267
      3.3131    0.0022138    0.0029085
      3.2323    0.0021092    0.0027967
      3.1515    0.0020067    0.0026878
      3.0707    0.0019056    0.0025773
      2.9899    0.0018092    0.0024717
      2.9091    0.0017129    0.0023683
      2.8283    0.0016181    0.0022631
      2.7475    0.0015252    0.0021582
      2.6667    0.0014329    0.0020567
      2.5859    0.0013428     0.001952
      2.5051    0.0012511    0.0018514
      2.4242    0.0011616    0.0017513
      2.3434    0.0010744    0.0016538
      2.2626    0.0009869    0.0015564
      2.1818   0.00090108     0.001458
       2.101   0.00081593    0.0013618
      2.0202   0.00073374    0.0012682
      1.9394   0.00065349     0.001175
      1.8586   0.00057754    0.0010815
      1.7778   0.00050434   0.00098963
       1.697   0.00043643   0.00090121
      1.6162   0.00037274   0.00081325
      1.5354   0.00031476   0.00072698
      1.4545   0.00026464   0.00064406
      1.3737   0.00021952   0.00056404
      1.2929   0.00018207   0.00048701
      1.2121   0.00014791   0.00041366
      1.1313   0.00012045   0.00034583
      1.0505    9.694e-05   0.00028304
      0.9697   7.6579e-05   0.00022745
     0.88889   6.0225e-05   0.00018062
     0.80808   4.5071e-05   0.00013908
     0.72727   3.2432e-05   0.00010493
     0.64646   2.2127e-05   7.6958e-05
     0.56566    1.316e-05   5.3901e-05
     0.48485   6.6072e-06   3.5244e-05
     0.40404   9.3487e-07   2.0756e-05
     0.32323   -3.637e-06   9.5371e-06
     0.24242  -6.6896e-06   1.0701e-06
     0.16162  -8.6584e-06  -4.4266e-06
    0.080808  -1.0204e-05  -7.7036e-06
           0  -1.1521e-05  -1.0769e-05
   -0.080808   -1.378e-05  -6.3899e-06
    -0.16162  -1.8029e-05  -8.1643e-06
    -0.24242  -2.5793e-05  -9.1825e-06
    -0.32323  -3.7312e-05  -8.9365e-06
    -0.40404  -5.1323e-05  -9.3135e-06
    -0.48485  -6.9103e-05  -9.4069e-06
    -0.56566  -9.1881e-05  -1.0068e-05
    -0.64646  -0.00011952  -1.0656e-05
    -0.72727  -0.00015117  -1.0374e-05
    -0.80808  -0.00018903  -1.0843e-05
