  Measurement Number     Measurement type
                   6               PQPUND

      Measurement ID                     
       739688.751580                     

          First Bias          Second Bias                Steps           Repetition
                   3                   -3                   60                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-06                1e-06                1e-06                1e-06

                  IV        Points number                  118
    Voltages     CurrentP     CurrentC
           0   5.1019e-05   2.4403e-05
     0.10169   5.4825e-05   4.0447e-05
     0.20339   5.8804e-05   5.5075e-05
     0.30508   6.5348e-05   7.0854e-05
     0.40678   6.8812e-05    8.864e-05
     0.50847   7.2457e-05   0.00011054
     0.61017   7.5203e-05   0.00013573
     0.71186   7.7809e-05   0.00016623
     0.81356   7.9782e-05   0.00020565
     0.91525   8.2521e-05   0.00025415
      1.0169   8.3399e-05   0.00031484
      1.1186   8.4549e-05   0.00038911
      1.2203   8.6089e-05   0.00047655
       1.322    8.712e-05   0.00057013
      1.4237   8.9239e-05   0.00066877
      1.5254   9.0975e-05   0.00076837
      1.6271   9.2487e-05   0.00087176
      1.7288     9.34e-05    0.0009737
      1.8305   9.4111e-05    0.0010751
      1.9322   9.5121e-05    0.0011787
      2.0339    9.848e-05    0.0012824
      2.1356   0.00010428    0.0013843
      2.2373    0.0001098    0.0014874
       2.339   0.00011545    0.0015858
      2.4407   0.00011611    0.0016864
      2.5424   0.00011502    0.0018022
      2.6441    0.0021276    0.0019211
      2.7458    0.0022793     0.002062
      2.8475    0.0023247    0.0022233
      2.9492    0.0024385    0.0023479
      2.9492    0.0023332    0.0022432
      2.8475      0.00218    0.0020399
      2.7458    0.0020293    0.0018797
      2.6441    0.0018798    0.0017348
      2.5424    0.0017448    0.0016071
      2.4407    0.0016203    0.0014901
       2.339    0.0015001    0.0013811
      2.2373    0.0013903    0.0012765
      2.1356    0.0012776    0.0011719
      2.0339    0.0011729    0.0010728
      1.9322    0.0010666   0.00096832
      1.8305   0.00096381   0.00086768
      1.7288   0.00086047   0.00076574
      1.6271   0.00075676   0.00066593
      1.5254   0.00065331   0.00056727
      1.4237   0.00055269   0.00046998
       1.322   0.00045224   0.00037544
      1.2203   0.00035697   0.00028693
      1.1186   0.00026776   0.00020739
      1.0169   0.00018925   0.00013689
     0.91525   0.00012292   8.2374e-05
     0.81356   7.3481e-05   3.8084e-05
     0.71186   3.4167e-05   5.0984e-06
     0.61017   4.5269e-06  -2.0598e-05
     0.50847  -1.9078e-05  -3.9533e-05
     0.40678  -3.9993e-05  -5.5674e-05
     0.30508  -5.5507e-05  -6.8289e-05
     0.20339  -6.8456e-05  -7.7244e-05
     0.10169  -7.9684e-05  -8.4046e-05
           0  -8.9496e-05  -8.8946e-05
    -0.10169  -9.4577e-05  -3.5846e-05
    -0.20339   -0.0001025  -4.8517e-05
    -0.30508  -0.00011496  -5.4754e-05
    -0.40678  -0.00013096   -5.849e-05
    -0.50847  -0.00014899  -6.1375e-05
    -0.61017  -0.00017275  -6.4818e-05
    -0.71186  -0.00020173  -6.6505e-05
    -0.81356  -0.00023819  -6.9369e-05
    -0.91525  -0.00027829  -7.1808e-05
     -1.0169  -0.00033172  -7.4087e-05
     -1.1186  -0.00038946  -7.7161e-05
     -1.2203  -0.00045192  -7.9042e-05
      -1.322  -0.00052047   -8.036e-05
     -1.4237   -0.0005957  -8.1224e-05
     -1.5254  -0.00069166  -8.3524e-05
     -1.6271  -0.00081799  -8.4702e-05
     -1.7288  -0.00090942  -8.5991e-05
     -1.8305   -0.0010081  -8.7782e-05
     -1.9322   -0.0012193  -8.9016e-05
     -2.0339   -0.0013068  -9.0521e-05
     -2.1356  -0.00094949  -9.1957e-05
     -2.2373  -0.00074641  -9.3692e-05
      -2.339  -0.00056632  -9.6403e-05
     -2.4407  -0.00044463  -9.8675e-05
     -2.5424  -0.00033571  -0.00010256
     -2.6441  -0.00026293  -0.00010407
     -2.7458  -0.00017024   -0.0001088
     -2.8475  -0.00011974  -0.00011523
     -2.9492  -0.00015049  -0.00012786
     -2.9492  -9.4606e-06  -1.8214e-05
     -2.8475   5.8162e-06  -7.0353e-06
     -2.7458   1.6674e-05   8.0882e-06
     -2.6441   2.4515e-05   1.5608e-05
     -2.5424   3.2049e-05   2.4278e-05
     -2.4407   3.8168e-05   2.9798e-05
      -2.339   4.5297e-05    3.738e-05
     -2.2373   5.0406e-05   4.1506e-05
     -2.1356   5.6037e-05   4.8043e-05
     -2.0339   5.8881e-05   5.4901e-05
     -1.9322   6.4045e-05    5.778e-05
     -1.8305   6.6129e-05   6.1362e-05
     -1.7288   6.8192e-05   6.3341e-05
     -1.6271    7.077e-05   6.4686e-05
     -1.5254   7.1662e-05   6.6742e-05
     -1.4237   7.3398e-05   7.2206e-05
      -1.322   7.5126e-05   7.1906e-05
     -1.2203   7.6464e-05    7.344e-05
     -1.1186   7.6555e-05   7.4645e-05
     -1.0169   7.7301e-05   7.5475e-05
    -0.91525   7.8938e-05   7.8757e-05
    -0.81356    8.036e-05   7.9266e-05
    -0.71186   8.0562e-05   8.0019e-05
    -0.61017   8.0848e-05   8.1057e-05
    -0.50847    8.128e-05   8.1475e-05
    -0.40678   8.1643e-05   8.2033e-05
    -0.30508   8.2298e-05   8.3482e-05
    -0.20339   8.3197e-05   8.3315e-05
    -0.10169   8.4416e-05   8.3462e-05
             Leak IV        Points number                  118
    Voltages     CurrentP     CurrentC
   -0.050847  -3.2836e-05  -4.6475e-05
    0.050847   4.3666e-06  -1.5656e-05
     0.15254   8.1021e-06  -4.2136e-07
     0.25424   1.3887e-05    1.526e-05
     0.35593   1.8138e-05   3.1693e-05
     0.45763   2.1825e-05   5.1647e-05
     0.55932   2.4724e-05   7.5753e-05
     0.66102   2.8327e-05   0.00010394
     0.76271   3.0892e-05   0.00013995
     0.86441   3.2014e-05   0.00018494
      0.9661   3.3094e-05   0.00024131
      1.0678   3.4425e-05   0.00031072
      1.1695   3.6189e-05   0.00039363
      1.2712   3.7067e-05   0.00048633
      1.3729   3.9729e-05   0.00058347
      1.4746   4.0105e-05   0.00068365
      1.5763   4.2489e-05   0.00078483
       1.678   4.2942e-05   0.00088875
      1.7797   4.4503e-05   0.00098972
      1.8814   4.5806e-05    0.0010931
      1.9831   4.7158e-05    0.0011964
      2.0847   5.2232e-05    0.0012991
      2.1864   5.8867e-05    0.0014004
      2.2881   6.5976e-05    0.0015009
      2.3898   6.9279e-05    0.0016011
      2.4915   6.9704e-05     0.001708
      2.5932   6.5035e-05    0.0018289
      2.6949    0.0022671      0.00196
      2.7966    0.0022765    0.0020978
      2.8983    0.0023664     0.002273
           3    0.0024638    0.0023682
      2.8983    0.0022835    0.0021596
      2.7966    0.0021363    0.0019897
      2.6949    0.0019832    0.0018383
      2.5932    0.0018456    0.0017041
      2.4915    0.0017176    0.0015815
      2.3898    0.0015976    0.0014716
      2.2881    0.0014801    0.0013626
      2.1864    0.0013685    0.0012584
      2.0847    0.0012624    0.0011561
      1.9831    0.0011555    0.0010556
      1.8814    0.0010501   0.00095337
      1.7797   0.00094756   0.00085269
       1.678   0.00084299    0.0007498
      1.5763   0.00074185   0.00065176
      1.4746   0.00064042   0.00055308
      1.3729   0.00053986   0.00045884
      1.2712    0.0004407   0.00036628
      1.1695   0.00034794   0.00028442
      1.0678   0.00026562   0.00020857
      0.9661   0.00019515   0.00014867
     0.86441   0.00013931   0.00010227
     0.76271   9.6871e-05   6.5125e-05
     0.66102   6.4003e-05   3.7241e-05
     0.55932   3.7304e-05   1.5831e-05
     0.45763    1.742e-05    9.437e-08
     0.35593   7.2858e-07  -1.4116e-05
     0.25424   -1.436e-05  -2.4459e-05
     0.15254  -2.6487e-05  -3.1992e-05
    0.050847  -3.5812e-05  -3.7965e-05
   -0.050847  -4.3122e-05   3.6007e-05
    -0.15254  -4.8705e-05   6.8267e-06
    -0.25424  -5.9675e-05  -2.2682e-06
    -0.35593  -7.4415e-05  -7.1119e-06
    -0.45763  -9.2361e-05  -1.0631e-05
