  Measurement Number     Measurement type
                   9               PQPUND

      Measurement ID                     
       739688.752068                     

          First Bias          Second Bias                Steps           Repetition
                 3.5                 -3.5                  100                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-05                1e-05                1e-05                1e-05

                  IV        Points number                  198
    Voltages     CurrentP     CurrentC
           0   1.9691e-06   1.5259e-06
    0.070707   3.2389e-06   3.1581e-06
     0.14141   3.6752e-06   3.8118e-06
     0.21212   3.7839e-06   4.3547e-06
     0.28283   3.9352e-06   5.2029e-06
     0.35354   4.1547e-06   5.1499e-06
     0.42424   4.6523e-06   6.7083e-06
     0.49495   4.4579e-06   7.1745e-06
     0.56566   4.5457e-06    7.431e-06
     0.63636   4.6558e-06   8.3314e-06
     0.70707    4.936e-06   9.8459e-06
     0.77778   5.7193e-06    1.174e-05
     0.84848    6.495e-06   1.3937e-05
     0.91919   6.1737e-06   1.5879e-05
      0.9899   6.4051e-06    1.732e-05
      1.0606   6.3953e-06   1.9618e-05
      1.1313   6.2734e-06   2.1549e-05
       1.202   5.7827e-06   2.3373e-05
      1.2727   6.6121e-06   2.5794e-05
      1.3434   6.2817e-06   2.8425e-05
      1.4141   6.2114e-06   3.0923e-05
      1.4848   7.1905e-06   3.4786e-05
      1.5556    6.872e-06   3.8026e-05
      1.6263   7.0393e-06   4.2004e-05
       1.697   6.9668e-06   4.7212e-05
      1.7677   7.2965e-06   5.2248e-05
      1.8384   7.4979e-06   5.8219e-05
      1.9091   7.7906e-06   6.5145e-05
      1.9798   8.4736e-06   7.3905e-05
      2.0505   8.5196e-06   8.3935e-05
      2.1212   9.7992e-06   9.5201e-05
      2.1919   1.0341e-05   0.00010921
      2.2626   1.1689e-05   0.00012743
      2.3333   1.1869e-05   0.00014901
       2.404   1.1541e-05   0.00017685
      2.4747   1.0865e-05   0.00020923
      2.5455   1.1014e-05   0.00024774
      2.6162    1.152e-05   0.00029113
      2.6869   1.2332e-05   0.00033791
      2.7576   1.2696e-05    0.0003861
      2.8283    0.0010509   0.00043654
       2.899     0.001007   0.00048612
      2.9697   0.00090298   0.00053661
      3.0404   0.00085211   0.00058549
      3.1111   0.00088129   0.00063466
      3.1818   0.00081477   0.00068205
      3.2525   0.00079459   0.00072784
      3.3232    0.0013253   0.00077248
      3.3939    0.0010632   0.00081454
      3.4646    0.0010861   0.00084787
      3.4646   0.00091922    0.0008249
      3.3939   0.00083618   0.00077687
      3.3232   0.00077904   0.00073209
      3.2525   0.00072656    0.0006885
      3.1818   0.00067415   0.00064138
      3.1111   0.00062551   0.00059384
      3.0404   0.00057522   0.00054727
      2.9697   0.00052672    0.0004981
       2.899   0.00047588   0.00044861
      2.8283   0.00042602   0.00040001
      2.7576   0.00037598   0.00035163
      2.6869   0.00032617    0.0003054
      2.6162   0.00028045   0.00026008
      2.5455   0.00023677   0.00021801
      2.4747   0.00019804   0.00018068
       2.404   0.00016586   0.00014919
      2.3333   0.00013775   0.00012408
      2.2626   0.00011571    0.0001042
      2.1919   9.7804e-05   8.7418e-05
      2.1212   8.3204e-05   7.3785e-05
      2.0505   7.0536e-05   6.3545e-05
      1.9798   6.0918e-05   5.4068e-05
      1.9091   5.2049e-05   4.6437e-05
      1.8384    4.561e-05   4.0313e-05
      1.7677   3.9029e-05   3.5255e-05
       1.697   3.4255e-05   3.0203e-05
      1.6263   2.9119e-05   2.6127e-05
      1.5556   2.5922e-05   2.2184e-05
      1.4848   2.2423e-05   1.9027e-05
      1.4141   1.8436e-05   1.5876e-05
      1.3434   1.5637e-05    1.352e-05
      1.2727   1.2878e-05   1.0884e-05
       1.202   1.0394e-05   8.9217e-06
      1.1313   8.2715e-06   6.7466e-06
      1.0606   6.4588e-06   4.9973e-06
