  Measurement Number     Measurement type
                   4               PQPUND

      Measurement ID                     
       739688.751396                     

          First Bias          Second Bias                Steps           Repetition
                   3                   -3                   60                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               1e-06                1e-06                1e-06                1e-06

                  IV        Points number                  118
    Voltages     CurrentP     CurrentC
           0    4.549e-05   1.9686e-05
     0.10169   5.0232e-05   4.8384e-05
     0.20339   5.5385e-05   7.9043e-05
     0.30508   5.9767e-05   0.00010287
     0.40678   6.4025e-05   0.00011188
     0.50847   6.7479e-05   0.00011395
     0.61017   7.0382e-05   0.00011395
     0.71186    7.235e-05   0.00011395
     0.81356   7.4359e-05   0.00011395
     0.91525    7.567e-05   0.00011395
      1.0169   7.7128e-05   0.00011395
      1.1186   7.8155e-05   0.00011395
      1.2203   7.9198e-05   0.00011395
       1.322   8.0551e-05   0.00011395
      1.4237   8.1484e-05   0.00011395
      1.5254   8.2943e-05   0.00011395
      1.6271   8.3532e-05   0.00011395
      1.7288   8.4276e-05   0.00011395
      1.8305   8.4585e-05   0.00011395
      1.9322   8.5354e-05   0.00011395
      2.0339   8.7014e-05   0.00011395
      2.1356   9.1394e-05   0.00011395
      2.2373   9.6289e-05   0.00011395
       2.339   9.7693e-05   0.00011395
      2.4407   9.7531e-05   0.00011395
      2.5424   9.8733e-05   0.00011395
      2.6441   9.8431e-05   0.00011395
      2.7458   9.7613e-05   0.00011395
      2.8475   0.00011395   0.00011395
      2.9492   0.00011395   0.00011395
      2.9492   0.00011395   0.00011395
      2.8475   0.00011395   0.00011395
      2.7458   0.00011395   0.00011395
      2.6441   0.00011395   0.00011395
      2.5424   0.00011395   0.00011395
      2.4407   0.00011395   0.00011395
       2.339   0.00011395   0.00011395
      2.2373   0.00011395   0.00011395
      2.1356   0.00011395   0.00011395
      2.0339   0.00011395   0.00011395
      1.9322   0.00011395   0.00011395
      1.8305   0.00011395   0.00011395
      1.7288   0.00011395   0.00011395
      1.6271   0.00011395   0.00011395
      1.5254   0.00011395   0.00011395
      1.4237   0.00011395   0.00011395
       1.322   0.00011395   0.00011395
      1.2203   0.00011395   0.00011395
      1.1186   0.00011395   0.00011395
      1.0169   0.00011395   0.00011395
     0.91525   0.00011395   0.00011395
     0.81356   0.00011395   0.00011395
     0.71186   0.00011395   0.00011299
     0.61017    0.0001137   8.4729e-05
     0.50847   8.9679e-05   4.8729e-05
     0.40678   5.0687e-05   1.3955e-05
     0.30508   1.2559e-05  -1.4117e-05
     0.20339  -2.0984e-05   -3.779e-05
     0.10169  -4.9329e-05  -5.7464e-05
           0  -7.3746e-05  -7.2142e-05
    -0.10169  -8.6152e-05  -2.6095e-05
    -0.20339  -9.9225e-05  -3.9289e-05
    -0.30508  -0.00010624  -4.6029e-05
    -0.40678  -0.00011061  -5.0277e-05
    -0.50847   -0.0001129  -5.2485e-05
    -0.61017   -0.0001129  -5.5824e-05
    -0.71186   -0.0001129  -5.7723e-05
    -0.81356   -0.0001129  -6.0471e-05
    -0.91525   -0.0001129  -6.2012e-05
     -1.0169  -0.00011291  -6.4299e-05
     -1.1186  -0.00011292  -6.5496e-05
     -1.2203  -0.00011292  -6.7434e-05
      -1.322  -0.00011292  -6.8303e-05
     -1.4237  -0.00011292  -6.9805e-05
     -1.5254  -0.00011292  -7.0974e-05
     -1.6271  -0.00011292  -7.1844e-05
     -1.7288  -0.00011292  -7.2719e-05
     -1.8305  -0.00011292  -7.3799e-05
     -1.9322  -0.00011292  -7.4587e-05
     -2.0339  -0.00011292  -7.5462e-05
     -2.1356  -0.00011292   -7.634e-05
     -2.2373  -0.00011292  -7.7503e-05
      -2.339  -0.00011292  -7.9781e-05
     -2.4407  -0.00011292  -8.0683e-05
     -2.5424  -0.00011292  -8.2321e-05
     -2.6441  -0.00011292  -8.2881e-05
     -2.7458  -0.00010547  -8.4404e-05
     -2.8475  -0.00010727  -8.9481e-05
     -2.9492  -0.00010228  -9.3234e-05
     -2.9492  -6.0787e-06  -3.7097e-07
     -2.8475    7.651e-06   1.2962e-05
     -2.7458   1.8476e-05   2.1504e-05
     -2.6441   2.5669e-05   2.7225e-05
     -2.5424   3.1891e-05   3.4658e-05
     -2.4407    3.642e-05   3.9352e-05
      -2.339     4.17e-05   4.5188e-05
     -2.2373   4.6155e-05   5.1078e-05
     -2.1356   5.2017e-05   5.5254e-05
     -2.0339   5.5992e-05   5.9979e-05
     -1.9322   6.0592e-05   6.3274e-05
     -1.8305   6.3433e-05   6.5963e-05
     -1.7288   6.7958e-05   6.8542e-05
     -1.6271   7.0261e-05   6.9786e-05
     -1.5254   7.0963e-05   7.0499e-05
     -1.4237    7.217e-05   7.1462e-05
      -1.322   7.2817e-05   7.2329e-05
     -1.2203   7.3472e-05   7.2768e-05
     -1.1186    7.416e-05   7.3471e-05
     -1.0169   7.4871e-05   7.3326e-05
    -0.91525   7.4339e-05    7.437e-05
    -0.81356   7.5275e-05   7.4532e-05
    -0.71186   7.5292e-05   7.5076e-05
    -0.61017    7.585e-05   7.5385e-05
    -0.50847   7.6373e-05   7.5667e-05
    -0.40678   7.6572e-05   7.5621e-05
    -0.30508   7.6908e-05   7.6482e-05
    -0.20339   7.7187e-05   7.6974e-05
    -0.10169   7.7859e-05   7.6691e-05
             Leak IV        Points number                  118
    Voltages     CurrentP     CurrentC
   -0.050847  -2.7104e-05  -5.0981e-05
    0.050847   9.5072e-06  -2.3449e-07
     0.15254    1.447e-05   2.8733e-05
     0.25424   1.9361e-05   6.1956e-05
     0.35593   2.4067e-05   9.6244e-05
     0.45763   2.7799e-05   0.00011395
     0.55932   3.0982e-05   0.00011395
     0.66102   3.3719e-05   0.00011395
     0.76271     3.59e-05   0.00011395
     0.86441   3.7531e-05   0.00011395
      0.9661   3.9444e-05   0.00011395
      1.0678   4.0569e-05   0.00011395
      1.1695   4.2349e-05   0.00011395
      1.2712   4.3253e-05   0.00011395
      1.3729   4.4896e-05   0.00011395
      1.4746   4.6166e-05   0.00011395
      1.5763   4.7454e-05   0.00011395
       1.678   4.8057e-05   0.00011395
      1.7797   4.8284e-05   0.00011395
      1.8814   4.9379e-05   0.00011395
      1.9831   5.1338e-05   0.00011395
      2.0847   5.4875e-05   0.00011395
      2.1864   6.3445e-05   0.00011395
      2.2881    6.792e-05   0.00011395
      2.3898   6.9622e-05   0.00011395
      2.4915   7.1713e-05   0.00011395
      2.5932   7.2335e-05   0.00011395
      2.6949   6.9576e-05   0.00011395
      2.7966     0.000108   0.00011395
      2.8983   0.00011395   0.00011395
           3   0.00011395   0.00011395
      2.8983   0.00011395   0.00011395
      2.7966   0.00011395   0.00011395
      2.6949   0.00011395   0.00011395
      2.5932   0.00011395   0.00011395
      2.4915   0.00011395   0.00011395
      2.3898   0.00011395   0.00011395
      2.2881   0.00011395   0.00011395
      2.1864   0.00011395   0.00011395
      2.0847   0.00011395   0.00011395
      1.9831   0.00011395   0.00011395
      1.8814   0.00011395   0.00011395
      1.7797   0.00011395   0.00011395
       1.678   0.00011395   0.00011395
      1.5763   0.00011395   0.00011395
      1.4746   0.00011395   0.00011395
      1.3729   0.00011395   0.00011395
      1.2712   0.00011395   0.00011395
      1.1695   0.00011395   0.00011395
      1.0678   0.00011395   0.00011395
      0.9661   0.00011395   0.00011395
     0.86441   0.00011395   0.00011395
     0.76271   0.00011395   0.00011395
     0.66102   0.00011395   0.00011291
     0.55932   0.00011354   9.8095e-05
     0.45763   0.00010029   6.2697e-05
     0.35593   6.1342e-05   3.2389e-05
     0.25424   2.5805e-05   7.7123e-06
     0.15254  -3.5644e-06  -1.2999e-05
    0.050847  -2.8691e-05  -2.8442e-05
   -0.050847  -4.2443e-05    3.989e-05
    -0.15254  -5.7866e-05   4.1626e-06
    -0.25424   -7.817e-05  -3.9224e-06
    -0.35593   -9.913e-05  -8.4003e-06
    -0.45763   -0.0001129  -1.1532e-05
    -0.55932   -0.0001129  -1.4996e-05
    -0.66102   -0.0001129  -1.7026e-05
    -0.76271   -0.0001129  -1.9992e-05
    -0.86441   -0.0001129   -2.146e-05
     -0.9661   -0.0001129  -2.3652e-05
     -1.0678  -0.00011292  -2.5611e-05
     -1.1695  -0.00011292  -2.6817e-05
     -1.2712  -0.00011292  -2.8467e-05
     -1.3729  -0.00011292  -2.9724e-05
     -1.4746  -0.00011292   -3.081e-05
     -1.5763  -0.00011292  -3.1516e-05
      -1.678  -0.00011292  -3.3124e-05
     -1.7797  -0.00011292  -3.3724e-05
     -1.8814  -0.00011292  -3.5072e-05
     -1.9831  -0.00011292  -3.5378e-05
     -2.0847  -0.00011292  -3.6327e-05
     -2.1864  -0.00011292  -3.7671e-05
     -2.2881  -0.00011292  -3.9654e-05
     -2.3898  -0.00011292  -4.0815e-05
     -2.4915  -0.00011292   -4.186e-05
     -2.5932  -0.00011292  -4.3225e-05
     -2.6949  -0.00010819  -4.3769e-05
     -2.7966  -0.00010585  -4.8007e-05
     -2.8983  -6.0232e-05  -5.1064e-05
          -3   -8.462e-05  -6.1372e-05
     -2.8983  -3.7281e-05  -3.1448e-05
     -2.7966  -2.6655e-05  -2.2029e-05
     -2.6949  -1.8477e-05  -1.6094e-05
     -2.5932  -1.1151e-05  -8.0994e-06
     -2.4915  -5.7534e-06  -2.6665e-06
     -2.3898  -1.0122e-06   2.9151e-06
     -2.2881    3.958e-06   8.8745e-06
     -2.1864   8.5391e-06   1.4337e-05
     -2.0847   1.4667e-05   1.9166e-05
     -1.9831    1.887e-05   2.2827e-05
     -1.8814   2.3139e-05   2.6471e-05
     -1.7797   2.5624e-05    2.921e-05
      -1.678   3.0082e-05    3.064e-05
     -1.5763   3.0997e-05   3.2494e-05
     -1.4746   3.2952e-05   3.2796e-05
     -1.3729   3.3703e-05   3.3672e-05
     -1.2712   3.4069e-05   3.4111e-05
     -1.1695   3.5091e-05   3.4907e-05
     -1.0678   3.4729e-05   3.5217e-05
     -0.9661   3.6253e-05   3.6133e-05
    -0.86441   3.6069e-05    3.628e-05
    -0.76271   3.6844e-05   3.6967e-05
    -0.66102   3.6599e-05   3.7309e-05
    -0.55932   3.7705e-05   3.7562e-05
    -0.45763   3.7296e-05   3.8418e-05
    -0.35593   3.8423e-05   3.8246e-05
    -0.25424   3.8746e-05   3.8699e-05
    -0.15254   3.9043e-05   3.8998e-05

                  QV        Points number                  118
     Voltage       Charge
           0   2.5804e-11
     0.10169   2.7652e-11
     0.20339   3.9945e-12
     0.30508  -3.9105e-11
     0.40678  -8.6955e-11
     0.50847  -1.3343e-10
     0.61017    -1.77e-10
     0.71186  -2.1861e-10
     0.81356   -2.582e-10
     0.91525  -2.9649e-10
      1.0169  -3.3331e-10
      1.1186  -3.6911e-10
      1.2203  -4.0387e-10
       1.322  -4.3727e-10
      1.4237  -4.6975e-10
      1.5254  -5.0076e-10
      1.6271  -5.3118e-10
      1.7288  -5.6086e-10
      1.8305  -5.9023e-10
      1.9322  -6.1883e-10
      2.0339  -6.4577e-10
      2.1356  -6.6833e-10
      2.2373    -6.86e-10
       2.339  -7.0226e-10
      2.4407  -7.1868e-10
      2.5424   -7.339e-10
      2.6441  -7.4943e-10
      2.7458  -7.6577e-10
      2.8475  -7.6577e-10
      2.9492  -7.6577e-10
      2.9492  -7.6577e-10
      2.8475  -7.6577e-10
      2.7458  -7.6577e-10
      2.6441  -7.6577e-10
      2.5424  -7.6577e-10
      2.4407  -7.6577e-10
       2.339  -7.6577e-10
      2.2373  -7.6577e-10
      2.1356  -7.6577e-10
      2.0339  -7.6577e-10
      1.9322  -7.6577e-10
      1.8305  -7.6577e-10
      1.7288  -7.6577e-10
      1.6271  -7.6577e-10
      1.5254  -7.6577e-10
      1.4237  -7.6577e-10
       1.322  -7.6577e-10
      1.2203  -7.6577e-10
      1.1186  -7.6577e-10
      1.0169  -7.6577e-10
     0.91525  -7.6577e-10
     0.81356  -7.6577e-10
     0.71186  -7.6481e-10
     0.61017  -7.3584e-10
     0.50847  -6.9489e-10
     0.40678  -6.5815e-10
     0.30508  -6.3148e-10
     0.20339  -6.1467e-10
     0.10169  -6.0654e-10
           0  -6.0814e-10
    -0.10169   -6.682e-10
    -0.20339  -7.2813e-10
    -0.30508  -7.8834e-10
    -0.40678  -8.4867e-10
    -0.50847  -9.0909e-10
    -0.61017  -9.6617e-10
    -0.71186  -1.0213e-09
    -0.81356  -1.0738e-09
    -0.91525  -1.1247e-09
     -1.0169  -1.1733e-09
     -1.1186  -1.2207e-09
     -1.2203  -1.2662e-09
      -1.322  -1.3108e-09
     -1.4237  -1.3539e-09
     -1.5254  -1.3959e-09
     -1.6271  -1.4369e-09
     -1.7288  -1.4771e-09
     -1.8305  -1.5162e-09
     -1.9322  -1.5546e-09
     -2.0339   -1.592e-09
     -2.1356  -1.6286e-09
     -2.2373   -1.664e-09
      -2.339  -1.6971e-09
     -2.4407  -1.7294e-09
     -2.5424    -1.76e-09
     -2.6441    -1.79e-09
     -2.7458  -1.8111e-09
     -2.8475  -1.8289e-09
     -2.9492  -1.8379e-09
     -2.9492  -1.8436e-09
     -2.8475  -1.8489e-09
     -2.7458   -1.852e-09
     -2.6441  -1.8535e-09
     -2.5424  -1.8563e-09
     -2.4407  -1.8592e-09
      -2.339  -1.8627e-09
     -2.2373  -1.8676e-09
     -2.1356  -1.8709e-09
     -2.0339  -1.8748e-09
     -1.9322  -1.8775e-09
     -1.8305  -1.8801e-09
     -1.7288  -1.8806e-09
     -1.6271  -1.8802e-09
     -1.5254  -1.8797e-09
     -1.4237   -1.879e-09
      -1.322  -1.8785e-09
     -1.2203  -1.8778e-09
     -1.1186  -1.8771e-09
     -1.0169  -1.8756e-09
    -0.91525  -1.8756e-09
    -0.81356  -1.8749e-09
    -0.71186  -1.8746e-09
    -0.61017  -1.8742e-09
    -0.50847  -1.8735e-09
    -0.40678  -1.8725e-09
    -0.30508  -1.8721e-09
    -0.20339  -1.8719e-09
    -0.10169  -1.8707e-09




